# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
7.718	-0.026	0.004	0.545	1.28	-0.20	0.98
7.815	-0.029	0.006	0.550	1.43	-0.11	0.54
7.915	-0.026	0.012	0.557	0.30	-0.59	-0.34
8.018	-0.043	0.016	0.570	-10.64	-0.20	-1.35
8.116	-0.047	0.019	0.589	-9.73	1.19	-2.36
8.231	-0.057	0.059	0.582	-9.01	2.83	-3.54
8.318	-0.053	0.101	0.564	-5.28	4.02	-3.94
8.427	-0.064	0.153	0.544	-2.51	3.83	-3.89
8.517	-0.082	0.204	0.538	0.69	3.80	-3.53
8.617	-0.105	0.253	0.541	2.44	3.85	-3.61
8.713	-0.137	0.297	0.543	3.83	3.76	-3.89
8.816	-0.179	0.328	0.543	3.99	3.27	-3.62
8.913	-0.220	0.359	0.542	3.63	2.87	-2.50
9.011	-0.259	0.386	0.538	3.82	2.57	-0.60
9.120	-0.311	0.408	0.536	4.52	2.61	1.12
9.216	-0.351	0.416	0.532	4.53	1.88	2.21
9.316	-0.408	0.415	0.533	4.59	1.51	2.78
9.416	-0.457	0.413	0.533	4.45	0.70	3.11
9.514	-0.505	0.407	0.532	4.62	0.52	3.13
9.611	-0.549	0.391	0.535	4.24	0.05	2.67
9.717	-0.596	0.366	0.539	3.95	-0.69	1.91
9.815	-0.643	0.338	0.541	3.14	-1.40	1.18
9.913	-0.684	0.306	0.543	3.17	-1.82	0.68
10.012	-0.722	0.271	0.545	3.01	-1.99	0.32
10.115	-0.751	0.230	0.546	2.58	-2.30	-0.04
10.215	-0.776	0.189	0.544	2.44	-2.59	-0.38
10.317	-0.802	0.142	0.541	2.22	-3.07	-0.61
10.415	-0.830	0.085	0.543	1.89	-3.30	-0.52
10.514	-0.846	0.034	0.546	1.38	-4.04	-0.20
10.613	-0.859	-0.015	0.546	0.92	-4.68	0.30
10.712	-0.863	-0.062	0.544	0.64	-5.11	0.66
10.814	-0.863	-0.109	0.541	0.45	-5.13	0.86
10.913	-0.859	-0.158	0.539	0.04	-4.91	0.93
11.013	-0.845	-0.222	0.537	-0.85	-5.09	0.71
11.112	-0.829	-0.266	0.534	-1.95	-4.78	0.22
11.215	-0.802	-0.309	0.535	-2.28	-4.42	-0.29
11.313	-0.765	-0.349	0.534	-2.63	-3.57	-0.46
11.414	-0.718	-0.388	0.536	-3.15	-3.22	-0.31
11.512	-0.678	-0.415	0.536	-3.74	-2.31	-0.03
11.615	-0.617	-0.452	0.535	-3.81	-2.33	0.12
11.715	-0.577	-0.469	0.533	-4.51	-1.50	0.23
11.815	-0.511	-0.482	0.532	-4.64	-1.35	0.45
11.910	-0.471	-0.482	0.532	-4.83	-0.63	0.56
12.015	-0.436	-0.482	0.531	-4.53	-0.42	0.55
12.112	-0.387	-0.481	0.529	-4.61	-0.30	0.58
12.215	-0.354	-0.468	0.528	-4.91	-0.01	0.62
12.315	-0.320	-0.441	0.526	-4.54	0.33	0.68
12.412	-0.285	-0.418	0.522	-4.33	0.74	0.74
12.515	-0.251	-0.387	0.518	-3.93	1.42	0.65
12.613	-0.225	-0.362	0.521	-3.57	1.93	0.55
12.715	-0.203	-0.313	0.527	-3.29	2.51	0.48
12.816	-0.182	-0.265	0.531	-2.62	2.89	0.47
12.912	-0.164	-0.223	0.530	-2.13	3.27	0.43
13.014	-0.152	-0.188	0.529	6.15	3.89	0.39
13.114	-0.141	-0.143	0.530	9.74	3.03	0.60
13.214	-0.136	-0.119	0.527	8.66	2.06	0.66
13.310	-0.134	-0.109	0.521	6.04	0.85	0.99
13.414	-0.129	-0.116	0.514	2.97	0.36	1.30
13.512	-0.127	-0.129	0.508	0.28	-0.10	1.61
13.612	-0.121	-0.145	0.507	-1.36	-0.14	1.69
13.708	-0.117	-0.155	0.507	-2.10	0.02	1.77
13.811	-0.109	-0.156	0.509	-1.85	0.14	1.73
13.909	-0.099	-0.145	0.509	-1.20	0.40	1.56
14.013	-0.093	-0.138	0.510	-0.19	0.50	1.35
14.114	-0.084	-0.129	0.512	0.35	0.56	1.10
14.213	-0.078	-0.121	0.512	0.76	0.65	0.88
14.311	-0.072	-0.113	0.511	1.00	0.58	0.79
14.413	-0.067	-0.105	0.512	1.00	0.50	0.88
14.512	-0.059	-0.108	0.511	0.84	0.48	1.02
14.612	-0.053	-0.108	0.512	0.57	0.34	1.20
14.713	-0.052	-0.111	0.513	0.16	0.23	1.45
14.813	-0.038	-0.106	0.512	-0.12	0.34	1.84
14.912	-0.031	-0.111	0.506	-0.02	0.60	2.37
15.013	-0.025	-0.113	0.497	-0.28	0.54	2.91
15.112	-0.016	-0.117	0.483	-0.30	0.50	3.49
15.211	-0.012	-0.125	0.466	-0.29	0.44	3.90
15.309	-0.023	-0.130	0.449	-0.15	0.48	4.12
15.413	-0.024	-0.131	0.429	-0.27	0.35	4.11
15.511	-0.042	-0.136	0.407	-0.73	0.08	3.91
15.613	-0.039	-0.131	0.386	-0.76	-0.36	3.71
15.710	-0.042	-0.133	0.360	-0.09	-0.16	3.67
15.813	-0.051	-0.128	0.337	-0.08	-0.41	3.85
15.927	-0.044	-0.108	0.310	0.27	-0.64	4.06
16.045	-0.043	-0.100	0.286	1.03	-0.11	4.25
16.112	-0.035	-0.088	0.261	1.00	0.04	4.40
16.211	-0.026	-0.086	0.236	1.02	0.46	4.47
16.309	-0.019	-0.086	0.214	0.54	0.50	4.43
16.412	-0.009	-0.087	0.189	0.11	0.43	4.53
16.509	-0.003	-0.088	0.175	-0.08	0.81	4.90
16.616	0.000	-0.084	0.155	-0.35	0.70	5.36
16.711	0.000	-0.081	0.133	0.07	0.80	5.64
16.808	-0.000	-0.078	0.111	0.30	-0.04	5.80
