sim_time,px,py,pz,vx,vy,vz,phi,theta,psi,p,q,r,ref_px,ref_py,ref_pz,ref_vx,ref_vy,ref_vz,u_thrust,u_roll,u_pitch,u_yaw,m1,m2,m3,m4,pos_error,vel_error,att_error,err_x,err_y,err_z,solve_time_ms
2.2560000000000002,0.0,0.0,0.8955749224396902,0.0,0.0,1.3701573681868022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,0.39557492243969017,1.3701573681868022,0.0,0.0,0.0,0.39557492243969017,1.6795750000255794
2.656,0.0,0.0,1.3464458816906737,0.0,0.0,0.9619989764969735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,0.8464458816906737,0.9619989764969735,0.0,0.0,0.0,0.8464458816906737,1.4034299999821087
3.056,0.0,0.0,1.640130361294631,0.0,0.0,0.5794290478715011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,1.140130361294631,0.5794290478715011,0.0,0.0,0.0,1.140130361294631,0.7979450000448196
3.456,0.0,0.0,1.7865216204174224,0.0,0.0,0.22093792828321254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,1.2865216204174224,0.22093792828321254,0.0,0.0,0.0,1.2865216204174224,1.261532999933479
3.856,0.0,0.0,1.7948902401348947,0.0,0.0,-0.11498989220513023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,1.2948902401348947,0.11498989220513023,0.0,0.0,0.0,1.2948902401348947,1.5438059999723919
4.256,0.0,0.0,1.6739233145626446,0.0,0.0,-0.4297745393329048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,1.1739233145626446,0.4297745393329048,0.0,0.0,0.0,1.1739233145626446,1.7068229999495088
4.656,0.0,0.0,1.4317611753105068,0.0,0.0,-0.7247467566482524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,0.9317611753105068,0.7247467566482524,0.0,0.0,0.0,0.9317611753105068,1.750873999981195
5.056,0.0,0.0,1.076103057316725,0.0,0.0,-0.9995429767565327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.004954142838293707,0.0,0.0,0.0,48.88118529679234,48.88118529679234,48.88118529679234,48.88118529679234,0.576103057316725,0.9995429767565327,0.0,0.0,0.0,0.576103057316725,0.21568600004684413
5.456,0.0,0.0,0.8039524418831638,0.0,0.0,-0.19678701737399046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,0.30395244188316384,0.19678701737399046,0.0,0.0,0.0,0.30395244188316384,1.500383999996302
5.856,0.0,0.0,0.8041194199737907,0.0,0.0,-0.0820918962127402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,38.925724637681164,38.925724637681164,38.925724637681164,38.925724637681164,0.30411941997379066,0.0820918962127402,0.0,0.0,0.0,0.30411941997379066,1.64700699997411
