t,px,py,pz,vx,vy,vz,roll,pitch,yaw,phi,theta,psi,p,q,r,ref_px,ref_py,ref_pz,ref_vx,ref_vy,ref_vz,u_thrust,u_roll,u_pitch,u_yaw,m1,m2,m3,m4,pos_error,vel_error,att_error,err_x,err_y,err_z,solve_time_ms,mode
38.624,0.5581885203408377,1.950365623741492e-12,0.529583911464927,-1.2609373893523817e-08,1.9888645648616066e-12,-4.472950408997368e-10,1.8381246155797684e-12,-0.11278249244211346,-1.2415749273737818e-11,1.8381246155797684e-12,-0.11278249244211346,-1.2415749273737818e-11,3.519382975693411e-11,6.947533733182002e-07,-9.06505191220378e-11,0.0,0.0,0.5,0.0,0.0,0.0,-0.039560524945528364,-2.961608407113794e-11,-4.6615648359449313e-07,0.0,40.81693440596659,40.81693336745868,40.8169333673927,40.81693440590061,0.5589719421025159,1.261730505281836e-08,0.11278249244211346,0.5581885203408377,1.950365623741492e-12,0.029583911464927004,0.034226999787279055,MPC
38.784,0.5581885146743756,2.105586314026155e-12,0.5295839114679532,-5.5292304461223814e-08,2.933345378181396e-13,-1.4300535962129971e-09,8.299085087466803e-12,-0.11278250496532242,-8.351529314691134e-11,8.299085087466803e-12,-0.11278250496532242,-8.351529314691134e-11,-2.5830072896179883e-11,4.596318949341404e-07,-6.029979761534066e-10,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052410358507,-1.63538921009995e-11,-2.1553376788538414e-07,0.0,40.81693427930793,40.81693379913972,40.81693379910328,40.81693427927149,0.5589719364441558,5.5310794479981555e-08,0.11278250496532242,0.5581885146743756,2.105586314026155e-12,0.02958391146795325,0.04433899994182866,MPC
38.944,0.5581885013723221,2.5339440102532804e-12,0.5295839115164643,-9.811327052320701e-08,5.736347855436992e-12,1.2581948464408055e-09,1.6386534472076015e-11,-0.11278249949921422,-2.146426000667546e-10,1.6386534472076015e-11,-0.11278249949921422,-2.146426000667546e-10,-5.909981088200315e-11,-3.078229343750694e-07,-1.1026890084861629e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052646344371,-2.49270929992214e-11,3.3437172946432225e-07,0.0,40.816933239264465,40.81693398418103,40.8169339841255,40.81693323920893,0.5589719231633131,9.812133784217018e-08,0.11278249949921422,0.5581885013723221,2.5339440102532804e-12,0.029583911516464334,0.040774000126475585,MPC
39.104,0.5581884821433488,5.1389473997381e-12,0.5295839116388649,-1.2977947798191235e-07,2.6313932172220857e-11,1.6011701568455625e-09,2.6609446709309972e-11,-0.11278249273683945,-4.289237974404784e-10,2.6609446709309972e-11,-0.11278249273683945,-4.289237974404784e-10,-1.0014392481009143e-10,-3.912769856223066e-07,-1.6359457231097488e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.039560526880751457,-2.610509581233695e-11,3.9999782768668224e-07,0.0,40.81693309056532,40.81693398168434,40.816933981626185,40.81693309050716,0.5589719039677681,1.297893575897187e-07,0.11278249273683945,0.5581884821433488,5.1389473997381e-12,0.029583911638864868,0.020948999917891342,MPC
39.264,0.5581884590417643,1.346819923257379e-11,0.5295839117502379,-1.5154510391096784e-07,7.432578375514886e-11,-1.5697183779687586e-10,3.487395977009917e-11,-0.11278246969752088,-7.27949910354387e-10,3.487395977009917e-11,-0.11278246969752088,-7.27949910354387e-10,-1.9920959963409237e-10,4.65871462646718e-08,-2.1330419994285238e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052548050176,4.399898708175148e-11,2.7885693013388058e-08,0.0,40.81693375865316,40.81693382077717,40.81693382087519,40.816933758751176,0.5589718809044559,1.5154520343404482e-07,0.11278246969752088,0.5581884590417643,1.346819923257379e-11,0.02958391175023789,0.09491299988440005,MPC
39.424,0.5581884346082759,3.3393128183774785e-11,0.5295839115952922,-1.5270306413244634e-07,1.6358277705144625e-10,-2.9179575336223737e-09,5.658137754170362e-11,-0.11278246117238244,-1.1494750217038076e-09,5.658137754170362e-11,-0.11278246117238244,-1.1494750217038076e-09,-1.5300953527405051e-10,2.635491963484784e-07,-2.8244262294448107e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.039560522951652966,-1.0178776960420783e-11,-1.3791988556777213e-07,0.0,40.81693440152992,40.81693409427067,40.81693409424799,40.81693440150724,0.5589718564970115,1.5273102838300732e-07,0.11278246117238246,0.5581884346082759,3.3393128183774785e-11,0.029583911595292167,0.13308100005815504,MPC
39.584,0.5581884123422524,7.12028732594503e-11,0.5295839117863441,-1.261387014110941e-07,2.9034573280959783e-10,7.817864848209727e-10,8.230876636791128e-11,-0.11278245800349243,-1.6229367820456033e-09,8.230876636791128e-11,-0.11278245800349243,-1.6229367820456033e-09,-6.823497104321542e-11,-7.16441326080421e-07,-3.0759926638788977e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.039560526323752454,-6.93997752717208e-11,5.355165558201119e-07,0.0,40.816933040564194,40.816934233593145,40.81693423343854,40.81693304040959,0.5589718342723062,1.261414582301535e-07,0.11278245800349244,0.5581884123422524,7.12028732594503e-11,0.02958391178634412,0.03273500010436692,MPC
39.744,0.558188394097153,1.3269636611792496e-10,0.5295839118050177,-1.0637032976821683e-07,4.5077747104429915e-10,-1.9065841834953793e-09,1.3288391936751072e-10,-0.11278245761447847,-2.2590431894387944e-09,1.3288391936751072e-10,-0.11278245761447847,-2.2590431894387944e-09,-1.7723101493266128e-10,-1.4807166746316088e-08,-4.704863434082012e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052403098392,-6.022574284738708e-11,4.881616853802395e-08,0.0,40.816933998048505,40.81693410680164,40.81693410666747,40.81693399791433,0.5589718160537664,1.0638837022239015e-07,0.1127824576144785,0.558188394097153,1.3269636611792496e-10,0.029583911805017737,0.025865999987217947,MPC
39.904,0.5581883820773013,2.2326836974512546e-10,0.5295839116470472,-4.34894302926224e-08,6.500281181566987e-10,-1.750451958766172e-09,1.9612216141910671e-10,-0.11278241746950185,-3.15239514645947e-09,1.9612216141910671e-10,-0.11278241746950185,-3.15239514645947e-09,-2.817803072308983e-10,6.380928430621142e-08,-6.288729808388723e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052400723026,-5.925879905517374e-11,-2.1042008546516555e-07,0.0,40.816934291115146,40.81693382233925,40.81693382220723,40.81693429098312,0.5589718040424002,4.3529497651491515e-08,0.11278241746950189,0.5581883820773013,2.2326836974512546e-10,0.029583911647047212,0.04808500011677097,MPC
40.064,0.5581883839412314,3.5147037754757385e-10,0.5295839117354019,4.636746402602852e-08,9.123798695730319e-10,1.3391095576344167e-09,2.7213789676662063e-10,-0.11278242851319475,-4.2952931517446874e-09,2.7213789676662063e-10,-0.11278242851319475,-4.2952931517446874e-09,-3.6557767050839963e-10,2.6789545668286398e-08,-7.796956498697344e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052675198535,-5.5542552610924034e-11,-1.934184031982672e-07,0.0,40.816933774934505,40.81693334403512,40.81693334391139,40.81693377481077,0.5589718059083942,4.639576889802344e-08,0.11278242851319484,0.5581883839412314,3.5147037754757385e-10,0.02958391173540187,0.03488300012577383,MPC
40.224000000000004,0.5581883964595051,5.293745357342396e-10,0.5295839119088347,9.143906782936035e-08,1.2573323765132814e-09,1.4827878716698188e-09,3.6408261312387115e-10,-0.11278245660926989,-5.672657312540096e-09,3.6408261312387115e-10,-0.11278245660926989,-5.672657312540096e-09,-4.130384417050294e-10,3.7278792004435776e-07,-9.20035400796627e-09,0.0,0.0,0.5,0.0,0.0,0.0,-0.03956052704897889,-5.07177629738373e-11,-3.5060148451809825e-07,0.0,40.816933896212944,40.816933115139584,40.816933115026586,40.816933896099954,0.5589718184183022,9.145973250605844e-08,0.11278245660927004,0.5581883964595051,5.293745357342396e-10,0.029583911908834692,0.019950000023527537,MPC
