sim_time,px,py,pz,vx,vy,vz,phi,theta,psi,p,q,r,ref_px,ref_py,ref_pz,ref_vx,ref_vy,ref_vz,u_thrust,u_roll,u_pitch,u_yaw,m1,m2,m3,m4,pos_error,vel_error,att_error,err_x,err_y,err_z,solve_time_ms
0.904,0.0,0.0,0.01999364627642029,0.0,0.0,9.461798281875485e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800063537235797,9.461798281875485e-06,0.0,0.0,0.0,-0.4800063537235797,0.13262999709695578
0.912,0.0,0.0,0.01999372565689506,0.0,0.0,9.553950494745307e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.48000627434310494,9.553950494745307e-06,0.0,0.0,0.0,-0.48000627434310494,0.12829899787902832
0.92,0.0,0.0,0.019993805774647638,0.0,0.0,9.646104210247398e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.48000619422535235,9.646104210247398e-06,0.0,0.0,0.0,-0.48000619422535235,0.12523199984570965
0.928,0.0,0.0,0.019993886629678468,0.0,0.0,9.738259138957531e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800061133703215,9.738259138957531e-06,0.0,0.0,0.0,-0.4800061133703215,0.1434920050087385
0.936,0.0,0.0,0.019993968221987898,0.0,0.0,9.830415046907718e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800060317780121,9.830415046907718e-06,0.0,0.0,0.0,-0.4800060317780121,0.1335990018560551
0.9440000000000001,0.0,0.0,0.019994050551576208,0.0,0.0,9.922571745275577e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800059494484238,9.922571745275577e-06,0.0,0.0,0.0,-0.4800059494484238,0.07664000440854579
0.9520000000000001,0.0,0.0,0.01999413361844362,0.0,0.0,1.001472908152869e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800058663815564,1.001472908152869e-05,0.0,0.0,0.0,-0.4800058663815564,0.04985000123269856
0.96,0.0,0.0,0.01999421742259032,0.0,0.0,1.010688693268705e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.48000578257740967,1.010688693268705e-05,0.0,0.0,0.0,-0.48000578257740967,0.05384199903346598
0.968,0.0,0.0,0.019994301964016442,0.0,0.0,1.0199045199238998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800056980359836,1.0199045199238998e-05,0.0,0.0,0.0,-0.4800056980359836,0.06027999916113913
0.976,0.0,0.0,0.01999438724272211,0.0,0.0,1.0291203801054876e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.05,0.0,0.0,0.0,57.041666666666664,57.041666666666664,57.041666666666664,57.041666666666664,0.4800056127572779,1.0291203801054876e-05,0.0,0.0,0.0,-0.4800056127572779,0.10146899876417592
