t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.019	-0.171	0.130	0.000	-1.71	2.68	-3.20	0.07	-0.28	-0.08	0	-0.171	0.130	0.000	-0.000	-0.000	0.000
0.029	-0.173	0.130	0.000	-1.73	2.77	-3.19	-0.09	-0.21	0.06	0	-0.171	0.130	-0.000	-0.000	0.000	0.000
0.039	-0.173	0.129	0.000	-1.67	2.77	-3.17	-0.00	0.03	-0.08	0	-0.172	0.130	-0.002	-0.000	-0.000	0.000
0.046	-0.173	0.132	0.000	-1.80	2.79	-3.19	0.14	0.09	-0.06	0	-0.172	0.130	-0.004	-0.000	0.000	0.001
0.054	-0.173	0.131	0.000	-1.77	2.78	-3.18	0.17	0.03	0.10	0	-0.172	0.130	-0.007	-0.000	0.000	0.001
0.068	-0.173	0.131	0.000	-1.76	2.80	-3.17	-0.12	0.00	0.17	0	-0.172	0.130	-0.009	-0.000	0.000	0.002
0.075	-0.172	0.129	0.000	-1.66	2.76	-3.16	0.02	-0.06	-0.11	0	-0.172	0.130	-0.013	-0.000	0.000	0.003
0.088	-0.173	0.130	0.000	-1.70	2.81	-3.16	0.29	0.23	0.16	0	-0.172	0.130	-0.016	-0.000	0.000	0.004
0.099	-0.173	0.132	0.000	-1.81	2.82	-3.16	0.23	-0.13	-0.02	0	-0.172	0.130	-0.020	-0.000	0.000	0.006
0.109	-0.174	0.132	0.000	-1.79	2.85	-3.15	0.14	-0.02	0.08	0	-0.172	0.131	-0.024	-0.000	0.000	0.007
0.119	-0.172	0.132	0.000	-1.77	2.78	-3.16	0.26	-0.12	-0.25	0	-0.172	0.131	-0.028	-0.000	0.000	0.010
0.129	-0.169	0.131	0.000	-1.75	2.67	-3.17	-0.11	0.13	0.11	0	-0.172	0.131	-0.032	-0.000	0.000	0.012
0.138	-0.173	0.130	0.000	-1.71	2.86	-3.14	0.10	-0.31	-0.08	0	-0.172	0.131	-0.036	-0.000	0.000	0.015
0.146	-0.173	0.131	0.001	-1.72	2.86	-3.13	0.08	-0.05	0.01	0	-0.172	0.131	-0.040	-0.000	0.000	0.018
0.158	-0.173	0.130	0.001	-1.68	2.84	-3.13	0.09	-0.14	-0.04	0	-0.172	0.131	-0.044	-0.000	0.000	0.021
0.164	-0.174	0.132	0.000	-1.79	2.90	-3.13	-0.03	-0.16	0.09	0	-0.172	0.131	-0.049	-0.000	0.000	0.025
0.176	-0.174	0.130	0.000	-1.67	2.88	-3.12	0.01	-0.22	0.22	0	-0.173	0.131	-0.053	-0.001	0.000	0.029
0.188	-0.173	0.130	0.001	-1.69	2.86	-3.12	0.14	-0.14	-0.19	0	-0.173	0.131	-0.057	-0.001	0.000	0.033
0.199	-0.173	0.130	0.001	-1.69	2.88	-3.11	-0.03	-0.15	0.02	0	-0.173	0.131	-0.062	-0.001	0.000	0.038
0.207	-0.172	0.129	0.000	-1.63	2.83	-3.11	0.15	0.19	-0.06	0	-0.173	0.130	-0.066	-0.001	0.000	0.043
0.217	-0.173	0.131	0.000	-1.71	2.86	-3.11	-0.06	-0.08	-0.02	0	-0.173	0.130	-0.070	-0.001	0.000	0.049
0.229	-0.174	0.131	0.000	-1.71	2.91	-3.10	0.11	0.21	0.02	0	-0.173	0.131	-0.074	-0.001	0.000	0.054
0.238	-0.174	0.131	0.000	-1.71	2.90	-3.10	0.08	-0.05	0.08	0	-0.173	0.131	-0.079	-0.001	0.000	0.060
0.249	-0.174	0.131	0.000	-1.73	2.90	-3.10	-0.03	-0.02	-0.12	0	-0.173	0.131	-0.083	-0.001	0.000	0.067
0.255	-0.173	0.130	0.000	-1.66	2.88	-3.09	-0.08	-0.03	0.14	0	-0.173	0.131	-0.087	-0.001	0.000	0.073
0.265	-0.173	0.130	0.000	-1.69	2.86	-3.09	0.14	0.00	-0.22	0	-0.173	0.131	-0.091	-0.001	0.000	0.080
0.278	-0.173	0.130	0.000	-1.69	2.88	-3.09	-0.05	-0.05	0.04	0	-0.173	0.131	-0.095	-0.001	0.000	0.087
0.289	-0.174	0.131	0.000	-1.72	2.91	-3.08	0.14	0.11	0.20	0	-0.173	0.131	-0.099	-0.001	0.000	0.095
0.299	-0.172	0.130	0.000	-1.69	2.84	-3.08	-0.15	-0.14	0.22	0	-0.173	0.131	-0.103	-0.001	0.000	0.103
0.308	-0.173	0.130	0.000	-1.70	2.88	-3.08	0.05	-0.01	0.07	0	-0.173	0.131	-0.107	-0.001	0.000	0.111
0.316	-0.173	0.130	0.000	-1.68	2.89	-3.07	0.03	-0.24	0.14	0	-0.173	0.130	-0.111	-0.001	0.000	0.119
0.328	-0.174	0.131	0.000	-1.73	2.92	-3.07	-0.09	-0.09	-0.04	0	-0.173	0.131	-0.115	-0.001	0.000	0.128
0.336	-0.174	0.130	0.000	-1.65	2.90	-3.06	-0.06	-0.09	0.08	0	-0.173	0.130	-0.119	-0.001	0.000	0.137
0.348	-0.174	0.130	0.000	-1.67	2.92	-3.06	0.03	0.10	-0.09	0	-0.173	0.130	-0.123	-0.001	0.000	0.147
0.358	-0.173	0.130	0.000	-1.68	2.88	-3.06	-0.00	-0.12	-0.17	0	-0.173	0.130	-0.126	-0.001	0.000	0.156
0.364	-0.173	0.130	0.000	-1.68	2.88	-3.06	-0.09	-0.01	0.09	0	-0.173	0.130	-0.130	-0.001	0.000	0.166
0.375	-0.172	0.130	0.000	-1.68	2.85	-3.06	-0.01	0.20	0.15	0	-0.173	0.130	-0.134	-0.001	0.000	0.176
0.386	-0.169	0.130	0.000	-1.72	2.70	-3.07	0.02	0.06	0.04	0	-0.173	0.130	-0.137	-0.001	0.000	0.187
0.398	-0.172	0.130	0.000	-1.69	2.83	-3.05	-0.10	-0.15	-0.03	0	-0.173	0.130	-0.141	-0.001	0.000	0.197
0.408	-0.172	0.131	0.000	-1.72	2.85	-3.05	-0.09	0.08	0.27	0	-0.173	0.130	-0.144	-0.000	0.000	0.208
0.418	-0.171	0.130	0.000	-1.67	2.81	-3.04	0.21	-0.06	-0.36	0	-0.173	0.130	-0.148	-0.000	0.000	0.220
0.428	-0.168	0.126	0.000	-1.51	2.66	-3.05	-0.09	0.03	0.04	0	-0.172	0.130	-0.151	-0.000	-0.000	0.231
0.437	-0.168	0.124	0.000	-1.46	2.67	-3.04	-0.01	-0.03	-0.04	0	-0.172	0.129	-0.155	-0.000	-0.000	0.243
0.448	-0.168	0.124	0.000	-1.48	2.69	-3.03	0.08	-0.13	-0.07	0	-0.171	0.128	-0.158	0.000	-0.001	0.255
0.456	-0.167	0.124	0.000	-1.49	2.64	-3.04	-0.16	0.15	0.08	0	-0.171	0.128	-0.161	0.000	-0.001	0.267
0.468	-0.167	0.126	0.000	-1.59	2.67	-3.04	0.08	0.01	0.19	0	-0.170	0.128	-0.165	0.000	-0.001	0.280
0.477	-0.167	0.124	0.000	-1.51	2.65	-3.03	0.05	-0.01	0.06	0	-0.170	0.127	-0.168	0.001	-0.001	0.292
0.488	-0.168	0.124	0.000	-1.52	2.71	-3.02	0.21	-0.05	-0.04	0	-0.169	0.127	-0.171	0.001	-0.001	0.305
0.498	-0.167	0.125	0.000	-1.54	2.72	-3.02	-0.17	0.01	0.11	0	-0.169	0.127	-0.174	0.001	-0.001	0.319
0.509	-0.166	0.122	0.000	-1.45	2.68	-3.01	-0.01	0.12	-0.10	0	-0.169	0.126	-0.177	0.001	-0.001	0.332
0.517	-0.168	0.123	0.000	-1.50	2.78	-3.00	0.27	0.13	0.18	0	-0.169	0.126	-0.180	0.001	-0.002	0.346
0.529	-0.167	0.121	0.000	-1.45	2.70	-3.00	0.29	0.34	-0.06	0	-0.168	0.125	-0.183	0.001	-0.002	0.360
0.538	-0.167	0.122	0.000	-1.49	2.71	-3.00	0.01	0.15	-0.11	0	-0.168	0.125	-0.186	0.001	-0.002	0.374
0.548	-0.166	0.122	0.000	-1.48	2.71	-3.00	0.10	0.10	-0.16	0	-0.168	0.124	-0.189	0.001	-0.002	0.388
0.558	-0.166	0.121	0.000	-1.46	2.71	-2.99	0.18	0.05	-0.10	0	-0.168	0.124	-0.192	0.001	-0.002	0.403
0.567	-0.166	0.122	0.000	-1.55	2.74	-3.00	-0.05	-0.16	0.12	0	-0.168	0.123	-0.195	0.001	-0.002	0.417
0.578	-0.166	0.121	0.000	-1.52	2.73	-2.99	0.23	-0.03	-0.25	0	-0.167	0.123	-0.197	0.001	-0.002	0.432
0.584	-0.166	0.121	0.000	-1.51	2.72	-2.99	-0.00	-0.16	0.12	0	-0.167	0.123	-0.200	0.001	-0.002	0.448
0.598	-0.167	0.122	0.000	-1.55	2.78	-2.98	-0.18	-0.22	-0.11	0	-0.167	0.123	-0.203	0.001	-0.002	0.463
0.608	-0.169	0.127	0.000	-1.80	2.88	-2.99	0.07	-0.20	-0.06	0	-0.167	0.123	-0.206	0.001	-0.002	0.479
0.615	-0.168	0.127	0.000	-1.81	2.85	-2.99	0.06	-0.06	-0.18	0	-0.167	0.124	-0.208	0.001	-0.002	0.495
