t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.024	-0.016	-0.005	0.000	-0.13	1.09	0.04	0.08	-0.19	0.15	0	-0.016	-0.005	0.000	-0.000	-0.000	0.000
0.035	-0.015	-0.005	0.000	-0.14	1.05	0.04	0.12	0.09	-0.17	0	-0.016	-0.005	-0.001	0.000	0.000	0.000
0.044	-0.016	-0.005	0.000	-0.14	1.12	0.04	0.07	-0.01	-0.06	0	-0.016	-0.005	-0.002	0.000	0.000	0.000
0.052	-0.015	-0.007	0.000	-0.07	1.06	0.04	0.33	0.25	-0.02	0	-0.016	-0.006	-0.004	0.000	-0.000	0.001
0.062	-0.015	-0.006	0.000	-0.10	1.07	0.04	0.23	-0.06	0.11	0	-0.016	-0.006	-0.007	0.000	-0.000	0.001
0.077	-0.015	-0.006	0.000	-0.10	1.06	0.04	-0.06	-0.21	-0.22	0	-0.015	-0.006	-0.010	0.000	-0.000	0.002
0.085	-0.015	-0.006	0.000	-0.10	1.08	0.04	-0.07	0.06	0.08	0	-0.015	-0.006	-0.013	0.000	-0.000	0.003
0.094	-0.015	-0.007	0.000	-0.07	1.07	0.04	0.13	-0.26	0.11	0	-0.015	-0.006	-0.016	0.000	-0.000	0.004
0.102	-0.015	-0.006	0.000	-0.11	1.08	0.04	-0.04	-0.01	-0.12	0	-0.015	-0.006	-0.020	0.000	-0.000	0.006
0.111	-0.015	-0.006	0.000	-0.10	1.08	0.04	0.02	-0.24	0.02	0	-0.015	-0.006	-0.024	0.000	-0.000	0.007
0.127	-0.015	-0.005	0.000	-0.14	1.08	0.04	0.16	0.01	-0.02	0	-0.015	-0.006	-0.028	0.000	-0.000	0.010
0.136	-0.015	-0.006	0.000	-0.11	1.07	0.04	0.07	-0.18	-0.00	0	-0.015	-0.006	-0.032	0.000	-0.000	0.012
0.144	-0.017	-0.007	0.000	-0.06	1.14	0.04	0.10	-0.03	-0.08	0	-0.016	-0.006	-0.036	0.000	-0.000	0.015
0.154	-0.015	-0.006	0.000	-0.09	1.07	0.04	0.18	-0.16	-0.10	0	-0.016	-0.006	-0.040	0.000	-0.000	0.018
0.166	-0.015	-0.005	0.000	-0.14	1.08	0.04	0.18	-0.14	-0.03	0	-0.016	-0.006	-0.045	0.000	-0.000	0.021
0.176	-0.015	-0.007	0.000	-0.06	1.07	0.04	0.21	-0.02	-0.06	0	-0.015	-0.006	-0.049	0.000	-0.000	0.025
0.186	-0.015	-0.007	0.000	-0.06	1.06	0.04	0.02	0.16	0.03	0	-0.015	-0.006	-0.053	0.000	-0.000	0.029
0.195	-0.015	-0.005	0.000	-0.14	1.07	0.04	0.16	0.10	-0.02	0	-0.015	-0.006	-0.058	0.000	-0.000	0.033
0.204	-0.016	-0.006	0.000	-0.11	1.09	0.04	0.19	-0.13	0.01	0	-0.015	-0.006	-0.062	0.000	-0.000	0.038
0.215	-0.016	-0.005	0.000	-0.14	1.09	0.03	0.01	-0.18	0.07	0	-0.015	-0.006	-0.066	0.000	-0.000	0.043
0.227	-0.015	-0.006	0.000	-0.10	1.08	0.04	0.17	0.03	0.16	0	-0.015	-0.006	-0.070	0.000	-0.000	0.049
0.235	-0.016	-0.007	0.000	-0.07	1.09	0.04	0.26	0.11	-0.04	0	-0.016	-0.006	-0.075	0.000	-0.000	0.054
0.246	-0.016	-0.006	0.000	-0.10	1.08	0.04	0.13	-0.02	0.15	0	-0.016	-0.006	-0.079	0.000	-0.000	0.060
0.255	-0.016	-0.005	0.000	-0.14	1.09	0.04	0.05	-0.10	-0.02	0	-0.016	-0.006	-0.083	0.000	-0.000	0.067
0.266	-0.016	-0.005	0.000	-0.14	1.09	0.04	0.03	-0.13	-0.21	0	-0.016	-0.006	-0.087	0.000	-0.000	0.073
0.277	-0.015	-0.007	0.000	-0.07	1.07	0.04	0.07	0.00	0.16	0	-0.016	-0.006	-0.091	0.000	-0.000	0.080
0.326	-0.015	-0.006	0.000	-0.10	1.07	0.04	-0.00	-0.43	-0.09	0	-0.015	-0.006	-0.095	0.000	-0.000	0.087
0.336	-0.015	-0.005	0.000	-0.14	1.04	0.04	-0.11	0.03	0.01	0	-0.015	-0.006	-0.100	0.000	-0.000	0.095
0.339	-0.015	-0.005	0.000	-0.14	1.08	0.04	0.04	-0.32	-0.23	0	-0.015	-0.006	-0.104	0.000	-0.000	0.103
0.344	-0.015	-0.006	0.000	-0.10	1.07	0.04	0.39	-0.19	0.11	0	-0.015	-0.006	-0.107	0.000	-0.000	0.111
0.346	-0.015	-0.007	0.000	-0.06	1.07	0.04	0.10	-0.08	0.01	0	-0.015	-0.006	-0.111	0.000	-0.000	0.119
0.351	-0.015	-0.006	0.000	-0.10	1.08	0.04	0.21	0.04	-0.06	0	-0.015	-0.006	-0.115	0.000	-0.000	0.128
0.353	-0.015	-0.007	0.000	-0.06	1.08	0.04	0.34	0.06	-0.11	0	-0.015	-0.006	-0.119	0.000	-0.000	0.137
0.358	-0.016	-0.007	0.000	-0.06	1.10	0.04	0.06	-0.19	0.03	0	-0.015	-0.006	-0.123	0.000	-0.000	0.147
0.365	-0.016	-0.006	0.000	-0.10	1.10	0.04	-0.02	-0.12	-0.05	0	-0.016	-0.006	-0.127	0.000	-0.000	0.156
0.376	-0.015	-0.007	0.000	-0.07	1.07	0.04	0.28	-0.24	-0.02	0	-0.015	-0.006	-0.130	0.000	-0.000	0.166
0.386	-0.015	-0.005	0.000	-0.14	1.05	0.04	0.15	0.03	-0.13	0	-0.015	-0.006	-0.134	0.000	-0.000	0.176
0.396	-0.015	-0.006	0.000	-0.11	1.06	0.03	0.12	0.03	-0.06	0	-0.015	-0.006	-0.138	0.000	-0.000	0.187
