t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.022	0.026	0.014	0.000	-0.58	0.76	-5.01	0.04	-0.01	-0.02	0	0.026	0.014	0.000	-0.000	-0.000	-0.000
0.037	0.026	0.014	0.000	-0.58	0.76	-5.00	0.05	-0.22	0.05	0	0.026	0.014	-0.001	0.000	-0.000	0.000
0.045	0.026	0.015	0.000	-0.61	0.78	-5.00	0.04	-0.13	0.01	0	0.026	0.014	-0.002	-0.000	0.000	0.000
0.056	0.025	0.014	0.000	-0.59	0.79	-4.99	-0.08	-0.23	-0.20	0	0.026	0.014	-0.004	-0.000	0.000	0.001
0.065	0.025	0.015	0.000	-0.61	0.81	-4.99	0.09	0.08	-0.03	0	0.026	0.014	-0.007	-0.000	0.000	0.001
0.076	0.026	0.015	0.000	-0.62	0.77	-4.98	0.01	0.17	0.06	0	0.026	0.014	-0.010	-0.000	0.000	0.002
0.085	0.026	0.013	0.000	-0.54	0.74	-4.98	0.09	-0.16	0.15	0	0.026	0.014	-0.013	-0.000	0.000	0.003
0.097	0.026	0.013	0.000	-0.52	0.74	-4.97	0.04	-0.05	0.01	0	0.026	0.014	-0.016	-0.000	-0.000	0.004
0.097	0.026	0.015	0.000	-0.62	0.79	-4.97	0.12	0.22	0.04	0	0.026	0.014	-0.020	-0.000	0.000	0.006
0.118	0.026	0.014	0.000	-0.61	0.78	-4.96	-0.01	0.05	0.23	0	0.026	0.014	-0.024	-0.000	0.000	0.007
0.124	0.025	0.017	0.000	-0.72	0.84	-4.96	0.11	0.12	-0.16	0	0.026	0.014	-0.028	-0.000	0.000	0.010
0.140	0.026	0.016	0.000	-0.67	0.75	-4.95	-0.09	-0.08	-0.10	0	0.026	0.015	-0.032	-0.000	0.000	0.012
0.149	0.026	0.016	0.000	-0.67	0.77	-4.95	-0.04	-0.08	0.18	0	0.026	0.015	-0.036	-0.000	0.000	0.015
0.158	0.026	0.018	0.000	-0.73	0.79	-4.94	-0.03	0.05	0.16	0	0.026	0.015	-0.040	-0.000	0.001	0.018
0.167	0.025	0.016	0.000	-0.66	0.80	-4.94	-0.14	-0.20	0.24	0	0.026	0.015	-0.045	-0.000	0.001	0.021
0.175	0.026	0.018	0.000	-0.71	0.79	-4.93	0.07	-0.11	0.05	0	0.026	0.016	-0.049	-0.000	0.001	0.025
0.183	0.025	0.022	0.000	-0.89	0.84	-4.93	0.04	0.16	-0.03	0	0.026	0.016	-0.053	-0.000	0.001	0.029
0.194	0.026	0.021	0.000	-0.85	0.81	-4.92	0.01	0.08	-0.26	0	0.026	0.017	-0.058	-0.000	0.002	0.033
0.205	0.026	0.021	0.000	-0.82	0.80	-4.92	0.11	0.07	-0.04	0	0.026	0.018	-0.062	-0.000	0.002	0.038
0.216	0.026	0.017	0.000	-0.64	0.76	-4.91	0.09	0.02	0.01	0	0.026	0.018	-0.066	-0.000	0.002	0.043
0.224	0.027	0.018	0.000	-0.68	0.72	-4.91	0.14	0.19	-0.03	0	0.026	0.018	-0.071	-0.000	0.002	0.049
0.236	0.027	0.019	0.000	-0.70	0.74	-4.90	0.02	0.06	0.15	0	0.026	0.018	-0.075	-0.000	0.002	0.054
0.247	0.027	0.018	0.000	-0.67	0.75	-4.90	-0.09	-0.23	-0.03	0	0.026	0.018	-0.079	0.000	0.002	0.060
0.256	0.026	0.018	0.000	-0.66	0.79	-4.89	0.09	0.08	-0.05	0	0.026	0.018	-0.083	0.000	0.002	0.067
0.265	0.028	0.018	0.000	-0.66	0.67	-4.89	-0.14	-0.04	-0.05	0	0.026	0.018	-0.087	0.000	0.002	0.073
0.277	0.027	0.020	0.000	-0.73	0.72	-4.88	-0.21	-0.08	-0.10	0	0.026	0.018	-0.091	0.000	0.002	0.080
0.284	0.027	0.019	0.000	-0.68	0.74	-4.88	-0.11	-0.01	0.09	0	0.026	0.019	-0.095	0.000	0.002	0.087
0.297	0.027	0.019	0.000	-0.68	0.72	-4.87	-0.00	-0.07	-0.06	0	0.027	0.019	-0.099	0.000	0.002	0.095
0.306	0.028	0.020	0.000	-0.71	0.70	-4.87	-0.13	-0.20	0.11	0	0.027	0.019	-0.103	0.000	0.002	0.103
0.308	0.028	0.019	0.000	-0.66	0.71	-4.86	-0.04	0.29	-0.04	0	0.027	0.019	-0.107	0.001	0.002	0.111
0.325	0.028	0.019	0.000	-0.67	0.71	-4.86	-0.00	0.15	0.11	0	0.027	0.019	-0.111	0.001	0.002	0.119
0.333	0.028	0.019	0.000	-0.65	0.73	-4.85	-0.10	0.01	0.07	0	0.027	0.019	-0.115	0.001	0.002	0.128
0.342	0.027	0.019	0.000	-0.64	0.75	-4.85	-0.01	0.12	-0.01	0	0.027	0.019	-0.119	0.001	0.002	0.137
0.349	0.028	0.019	0.000	-0.65	0.71	-4.84	0.14	-0.24	-0.08	0	0.027	0.019	-0.123	0.001	0.002	0.147
0.366	0.028	0.019	0.000	-0.65	0.71	-4.84	0.09	0.21	0.09	0	0.027	0.019	-0.127	0.001	0.002	0.156
0.376	0.027	0.019	0.000	-0.64	0.78	-4.83	-0.11	-0.11	-0.01	0	0.027	0.019	-0.130	0.001	0.002	0.166
0.383	0.027	0.021	0.000	-0.71	0.78	-4.83	0.15	0.10	-0.19	0	0.027	0.020	-0.134	0.001	0.002	0.176
0.395	0.028	0.017	0.000	-0.51	0.72	-4.82	0.16	0.22	0.00	0	0.027	0.019	-0.137	0.001	0.002	0.187
0.406	0.027	0.017	0.000	-0.53	0.76	-4.82	-0.24	-0.02	0.11	0	0.027	0.019	-0.141	0.001	0.002	0.197
0.417	0.027	0.017	0.000	-0.49	0.76	-4.81	0.07	0.05	0.06	0	0.027	0.019	-0.145	0.001	0.002	0.208
0.425	0.027	0.017	0.000	-0.51	0.76	-4.81	-0.01	-0.21	-0.17	0	0.027	0.019	-0.148	0.001	0.002	0.220
0.435	0.027	0.016	0.000	-0.45	0.77	-4.80	-0.03	0.05	-0.02	0	0.027	0.018	-0.151	0.001	0.001	0.231
0.442	0.028	0.017	0.000	-0.51	0.75	-4.80	-0.02	0.10	0.11	0	0.027	0.018	-0.155	0.001	0.001	0.243
0.458	0.028	0.018	0.000	-0.55	0.75	-4.79	0.10	-0.17	-0.26	0	0.027	0.018	-0.158	0.001	0.001	0.255
0.463	0.029	0.016	0.000	-0.48	0.70	-4.79	0.06	-0.27	0.08	0	0.028	0.018	-0.161	0.001	0.001	0.267
0.478	0.029	0.017	0.000	-0.53	0.70	-4.79	-0.00	-0.06	0.18	0	0.028	0.018	-0.165	0.001	0.001	0.280
0.485	0.029	0.016	0.000	-0.48	0.71	-4.78	0.03	-0.10	0.07	0	0.028	0.018	-0.168	0.001	0.001	0.292
0.497	0.027	0.016	0.000	-0.48	0.81	-4.77	-0.06	0.18	0.08	0	0.028	0.017	-0.171	0.001	0.001	0.305
