t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.023	0.003	-0.046	0.000	-2.31	2.28	0.01	0.14	-0.04	0.23	0	0.003	-0.046	0.000	-0.000	-0.000	-0.000
0.032	0.003	-0.045	0.000	-2.37	2.28	0.01	0.03	-0.27	-0.08	0	0.003	-0.046	-0.001	-0.000	0.000	0.000
0.041	0.003	-0.047	0.000	-2.26	2.26	0.02	-0.06	0.00	0.16	0	0.003	-0.046	-0.002	0.000	0.000	0.000
0.052	0.004	-0.045	0.000	-2.30	2.24	0.02	-0.07	-0.07	0.06	0	0.003	-0.046	-0.004	0.000	0.000	0.001
0.061	0.004	-0.047	0.000	-2.21	2.24	0.02	-0.22	-0.02	0.08	0	0.003	-0.046	-0.007	0.000	0.000	0.001
0.070	0.004	-0.046	0.000	-2.23	2.25	0.02	-0.02	-0.03	0.07	0	0.003	-0.046	-0.010	0.000	0.000	0.002
0.079	0.003	-0.046	0.000	-2.23	2.28	0.02	0.22	-0.09	0.06	0	0.003	-0.046	-0.013	0.000	0.000	0.003
0.090	0.003	-0.046	0.000	-2.21	2.26	0.02	0.24	-0.02	0.20	0	0.003	-0.046	-0.016	0.000	0.000	0.004
0.102	0.004	-0.047	0.000	-2.14	2.25	0.03	-0.00	-0.23	-0.13	0	0.003	-0.046	-0.020	0.000	0.000	0.006
0.112	0.004	-0.048	0.000	-2.10	2.25	0.03	0.00	-0.09	-0.23	0	0.003	-0.046	-0.024	0.000	-0.000	0.007
0.121	0.004	-0.046	0.000	-2.15	2.25	0.02	0.12	-0.19	-0.01	0	0.003	-0.046	-0.028	0.000	-0.000	0.010
0.133	0.004	-0.045	0.000	-2.19	2.26	0.02	-0.05	-0.25	0.06	0	0.003	-0.046	-0.032	0.000	0.000	0.012
0.139	0.004	-0.047	0.000	-2.10	2.25	0.03	-0.04	-0.14	0.03	0	0.003	-0.046	-0.036	0.000	0.000	0.015
0.151	0.003	-0.048	0.000	-2.03	2.30	0.03	-0.18	-0.11	0.12	0	0.003	-0.047	-0.040	0.000	-0.000	0.018
0.160	0.003	-0.046	0.000	-2.13	2.30	0.02	0.09	-0.26	0.12	0	0.003	-0.047	-0.045	0.000	-0.000	0.021
0.170	0.003	-0.046	0.000	-2.12	2.27	0.02	0.14	-0.14	0.08	0	0.003	-0.047	-0.049	0.000	-0.000	0.025
0.179	0.004	-0.046	0.000	-2.09	2.26	0.03	0.08	-0.09	0.16	0	0.003	-0.047	-0.053	0.000	-0.000	0.029
0.190	0.004	-0.047	0.000	-2.07	2.27	0.03	0.05	-0.12	0.14	0	0.003	-0.047	-0.058	0.000	-0.000	0.033
0.199	0.005	-0.051	0.000	-1.88	2.21	0.04	-0.10	-0.11	0.09	0	0.004	-0.047	-0.062	0.000	-0.000	0.038
