t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.024	-2.006	2.548	0.000	-1.78	2.00	2.50	0.03	-0.23	-0.03	0	-2.006	2.548	0.000	-0.000	-0.000	0.000
0.032	-2.004	2.548	0.000	-1.79	1.92	2.50	0.08	-0.29	0.04	0	-2.006	2.548	-0.001	0.000	-0.000	0.000
0.042	-2.003	2.547	0.000	-1.77	1.89	2.49	0.30	-0.25	0.15	0	-2.005	2.548	-0.002	0.000	-0.000	0.000
0.054	-2.005	2.550	0.000	-1.91	1.93	2.48	-0.15	-0.24	-0.06	0	-2.005	2.548	-0.004	0.000	0.000	0.001
0.062	-2.005	2.550	0.000	-1.91	1.93	2.48	0.06	-0.08	0.05	0	-2.005	2.548	-0.007	0.000	0.000	0.001
0.073	-2.004	2.547	0.000	-1.80	1.92	2.49	0.01	-0.32	0.01	0	-2.005	2.548	-0.010	0.000	0.000	0.002
0.084	-2.003	2.547	0.000	-1.82	1.89	2.48	0.32	-0.17	0.08	0	-2.005	2.548	-0.013	0.000	0.000	0.003
0.091	-2.005	2.548	0.000	-1.87	1.95	2.48	-0.14	-0.22	-0.25	0	-2.005	2.548	-0.016	0.000	0.000	0.004
0.103	-2.004	2.543	0.000	-1.65	1.97	2.49	0.02	-0.15	-0.02	0	-2.005	2.547	-0.020	0.000	-0.000	0.006
0.113	-2.006	2.544	0.000	-1.72	2.01	2.49	0.13	-0.17	0.15	0	-2.005	2.547	-0.024	0.000	-0.000	0.007
0.127	-2.006	2.541	0.000	-1.60	2.02	2.49	-0.01	0.11	0.07	0	-2.005	2.546	-0.028	0.000	-0.001	0.010
0.133	-2.009	2.545	0.001	-1.82	2.17	2.49	0.12	-0.36	-0.02	0	-2.005	2.546	-0.032	0.000	-0.001	0.012
0.142	-2.010	2.545	0.000	-1.81	2.17	2.49	-0.07	-0.04	-0.08	0	-2.006	2.546	-0.036	-0.000	-0.001	0.015
0.153	-2.010	2.544	0.000	-1.78	2.19	2.48	0.08	-0.01	-0.13	0	-2.006	2.546	-0.040	-0.000	-0.001	0.018
0.163	-2.010	2.544	0.000	-1.81	2.15	2.48	0.19	0.05	-0.04	0	-2.007	2.545	-0.045	-0.000	-0.001	0.021
0.173	-2.010	2.544	0.000	-1.82	2.13	2.47	-0.10	-0.38	-0.01	0	-2.007	2.545	-0.049	-0.000	-0.001	0.025
0.183	-2.010	2.544	0.000	-1.85	2.13	2.47	0.23	0.06	0.27	0	-2.007	2.545	-0.053	-0.001	-0.001	0.029
0.191	-2.011	2.545	0.000	-1.92	2.16	2.47	0.05	-0.18	0.10	0	-2.008	2.545	-0.057	-0.001	-0.001	0.033
0.201	-2.010	2.544	0.000	-1.85	2.11	2.46	0.06	0.01	0.01	0	-2.008	2.545	-0.062	-0.001	-0.001	0.038
0.210	-2.011	2.545	0.000	-1.93	2.14	2.46	0.07	0.09	0.03	0	-2.008	2.545	-0.066	-0.001	-0.001	0.043
0.222	-2.011	2.545	0.000	-1.93	2.14	2.46	0.11	-0.07	0.17	0	-2.009	2.545	-0.070	-0.001	-0.001	0.049
0.230	-2.010	2.544	0.000	-1.89	2.10	2.46	-0.07	-0.25	-0.05	0	-2.009	2.545	-0.075	-0.001	-0.001	0.054
0.241	-2.011	2.544	0.000	-1.92	2.12	2.45	0.29	-0.16	0.02	0	-2.009	2.545	-0.079	-0.001	-0.001	0.060
0.252	-2.010	2.544	0.000	-1.91	2.07	2.45	0.09	-0.02	0.05	0	-2.009	2.544	-0.083	-0.001	-0.001	0.067
0.262	-2.011	2.545	0.000	-1.95	2.09	2.45	-0.18	0.06	0.09	0	-2.010	2.544	-0.087	-0.001	-0.001	0.073
0.273	-2.010	2.545	0.000	-1.96	2.04	2.44	-0.18	-0.24	-0.11	0	-2.010	2.544	-0.091	-0.001	-0.001	0.080
0.282	-2.008	2.545	0.000	-2.00	1.94	2.43	-0.00	0.12	-0.03	0	-2.009	2.545	-0.095	-0.001	-0.001	0.087
0.293	-2.010	2.545	0.000	-1.98	2.03	2.44	0.08	-0.14	0.04	0	-2.010	2.545	-0.099	-0.001	-0.001	0.095
0.303	-2.010	2.544	0.000	-1.94	2.04	2.44	0.04	-0.11	-0.16	0	-2.010	2.544	-0.103	-0.001	-0.001	0.103
