t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.021	-0.099	-0.288	0.000	1.00	2.04	0.29	-0.01	-0.14	0.00	0	-0.099	-0.288	0.000	-0.000	0.000	0.000
0.031	-0.099	-0.287	0.000	0.97	2.05	0.29	0.00	-0.13	-0.06	0	-0.099	-0.288	-0.001	-0.000	0.000	0.000
0.042	-0.102	-0.283	0.000	0.77	2.19	0.27	-0.03	-0.14	0.03	0	-0.099	-0.287	-0.002	-0.000	0.000	0.000
0.052	-0.102	-0.282	-0.000	0.76	2.16	0.26	0.16	-0.18	-0.12	0	-0.099	-0.287	-0.004	-0.000	0.000	0.001
0.065	-0.101	-0.286	0.000	0.95	2.14	0.29	0.05	-0.24	-0.02	0	-0.100	-0.287	-0.007	-0.000	0.000	0.001
0.073	-0.101	-0.282	0.000	0.77	2.14	0.27	0.08	-0.04	0.08	0	-0.100	-0.286	-0.010	-0.000	0.001	0.002
0.083	-0.102	-0.282	0.000	0.74	2.14	0.26	-0.08	-0.05	0.01	0	-0.100	-0.285	-0.013	-0.001	0.001	0.003
0.094	-0.101	-0.283	0.000	0.82	2.09	0.27	-0.05	-0.11	0.02	0	-0.100	-0.285	-0.016	-0.001	0.001	0.004
0.104	-0.100	-0.278	0.000	0.61	2.04	0.24	-0.11	0.20	0.10	0	-0.100	-0.284	-0.020	-0.001	0.001	0.006
0.115	-0.102	-0.280	0.000	0.71	2.13	0.25	-0.18	-0.18	-0.03	0	-0.100	-0.284	-0.024	-0.001	0.001	0.007
0.125	-0.101	-0.282	0.000	0.82	2.08	0.27	-0.20	-0.10	-0.08	0	-0.100	-0.283	-0.028	-0.001	0.001	0.010
0.130	-0.101	-0.282	0.000	0.80	2.11	0.27	-0.07	0.12	-0.07	0	-0.101	-0.283	-0.032	-0.001	0.002	0.012
0.147	-0.101	-0.281	0.000	0.79	2.11	0.27	-0.08	-0.03	0.21	0	-0.101	-0.283	-0.036	-0.001	0.002	0.015
0.150	-0.100	-0.282	0.000	0.85	2.04	0.28	-0.01	-0.12	-0.13	0	-0.101	-0.283	-0.040	-0.001	0.002	0.018
0.160	-0.101	-0.282	0.000	0.85	2.10	0.28	0.00	-0.31	0.02	0	-0.101	-0.283	-0.045	-0.001	0.002	0.021
0.176	-0.100	-0.282	0.000	0.86	2.03	0.28	-0.17	-0.16	0.05	0	-0.101	-0.283	-0.049	-0.001	0.002	0.025
0.184	-0.100	-0.282	0.000	0.86	2.07	0.28	-0.16	-0.05	-0.17	0	-0.101	-0.282	-0.053	-0.001	0.002	0.029
0.195	-0.100	-0.281	0.000	0.82	2.06	0.27	0.03	0.16	0.27	0	-0.101	-0.282	-0.058	-0.001	0.002	0.033
0.202	-0.100	-0.283	0.000	0.90	2.07	0.29	0.10	0.12	-0.02	0	-0.101	-0.282	-0.062	-0.001	0.002	0.038
0.213	-0.101	-0.281	0.000	0.84	2.07	0.28	-0.03	-0.18	-0.21	0	-0.101	-0.282	-0.066	-0.001	0.002	0.043
0.222	-0.100	-0.282	0.000	0.86	2.06	0.28	0.17	-0.16	-0.17	0	-0.101	-0.282	-0.070	-0.001	0.002	0.049
0.233	-0.101	-0.281	0.000	0.86	2.11	0.27	-0.04	-0.21	0.16	0	-0.101	-0.282	-0.075	-0.001	0.002	0.054
0.243	-0.104	-0.277	0.000	0.67	2.21	0.23	0.02	-0.29	0.01	0	-0.101	-0.281	-0.079	-0.001	0.002	0.060
0.255	-0.104	-0.276	-0.000	0.65	2.22	0.23	0.24	-0.06	-0.20	0	-0.101	-0.281	-0.083	-0.001	0.002	0.067
0.261	-0.105	-0.276	-0.000	0.65	2.23	0.23	-0.07	-0.11	0.03	0	-0.102	-0.280	-0.087	-0.001	0.002	0.073
0.272	-0.104	-0.276	-0.000	0.67	2.18	0.23	0.07	0.13	-0.22	0	-0.102	-0.279	-0.091	-0.001	0.003	0.080
0.283	-0.105	-0.277	-0.000	0.71	2.22	0.23	0.14	0.02	0.12	0	-0.102	-0.279	-0.096	-0.001	0.003	0.087
0.292	-0.104	-0.277	0.000	0.74	2.16	0.25	0.08	-0.23	0.07	0	-0.103	-0.279	-0.100	-0.001	0.003	0.095
0.302	-0.104	-0.278	0.000	0.80	2.15	0.26	-0.11	0.05	-0.07	0	-0.103	-0.278	-0.104	-0.001	0.003	0.103
0.314	-0.104	-0.276	0.000	0.75	2.16	0.25	-0.06	-0.02	0.00	0	-0.103	-0.278	-0.108	-0.001	0.003	0.111
0.323	-0.104	-0.276	0.000	0.76	2.17	0.25	0.18	0.08	-0.03	0	-0.103	-0.278	-0.111	-0.001	0.003	0.119
0.333	-0.103	-0.276	0.000	0.77	2.12	0.26	0.01	-0.00	0.07	0	-0.103	-0.277	-0.115	-0.001	0.003	0.128
0.344	-0.103	-0.278	0.000	0.85	2.11	0.27	-0.00	0.00	0.00	0	-0.103	-0.277	-0.119	-0.001	0.003	0.137
0.354	-0.105	-0.276	0.000	0.79	2.18	0.25	0.05	-0.09	0.22	0	-0.103	-0.277	-0.123	-0.002	0.003	0.147
0.365	-0.105	-0.277	0.000	0.83	2.19	0.26	0.02	0.04	0.07	0	-0.104	-0.277	-0.127	-0.002	0.003	0.156
0.372	-0.107	-0.273	-0.000	0.65	2.27	0.22	-0.29	-0.04	0.00	0	-0.104	-0.276	-0.130	-0.002	0.003	0.166
0.383	-0.103	-0.271	-0.000	0.58	2.07	0.24	-0.01	-0.21	0.12	0	-0.104	-0.276	-0.134	-0.002	0.003	0.176
0.391	-0.102	-0.271	-0.000	0.60	2.05	0.24	0.14	-0.29	-0.25	0	-0.104	-0.275	-0.138	-0.002	0.004	0.187
0.401	-0.103	-0.269	-0.000	0.55	2.07	0.23	-0.04	-0.11	0.16	0	-0.104	-0.274	-0.141	-0.002	0.004	0.197
0.418	-0.102	-0.270	-0.000	0.62	2.05	0.25	-0.19	-0.23	0.02	0	-0.104	-0.273	-0.145	-0.001	0.004	0.208
0.424	-0.103	-0.269	-0.000	0.60	2.07	0.24	0.25	0.20	0.04	0	-0.104	-0.273	-0.148	-0.001	0.004	0.220
0.434	-0.103	-0.269	-0.000	0.61	2.07	0.24	-0.21	0.13	-0.04	0	-0.104	-0.272	-0.152	-0.001	0.004	0.231
0.445	-0.103	-0.270	0.000	0.66	2.07	0.25	0.15	0.13	0.14	0	-0.103	-0.272	-0.155	-0.001	0.005	0.243
0.454	-0.103	-0.269	0.000	0.66	2.07	0.25	-0.03	0.07	-0.00	0	-0.103	-0.271	-0.158	-0.001	0.005	0.255
0.466	-0.103	-0.270	0.000	0.71	2.07	0.26	0.14	-0.02	0.12	0	-0.103	-0.271	-0.162	-0.001	0.005	0.267
0.476	-0.103	-0.270	0.000	0.73	2.08	0.26	-0.11	-0.10	0.04	0	-0.103	-0.271	-0.165	-0.001	0.005	0.280
0.483	-0.103	-0.270	0.000	0.74	2.07	0.26	-0.09	0.14	-0.05	0	-0.103	-0.270	-0.168	-0.001	0.005	0.292
0.492	-0.103	-0.269	0.000	0.72	2.06	0.26	-0.10	-0.34	-0.12	0	-0.103	-0.270	-0.171	-0.001	0.005	0.305
0.502	-0.103	-0.268	0.000	0.72	2.06	0.26	-0.01	-0.08	-0.17	0	-0.103	-0.270	-0.174	-0.001	0.005	0.319
0.512	-0.103	-0.269	0.000	0.78	2.06	0.27	0.08	-0.10	0.10	0	-0.103	-0.269	-0.177	-0.001	0.005	0.332
0.522	-0.102	-0.270	0.000	0.83	2.05	0.28	0.21	-0.17	0.17	0	-0.103	-0.269	-0.180	-0.001	0.005	0.346
0.533	-0.103	-0.269	0.000	0.81	2.07	0.27	-0.20	0.11	-0.07	0	-0.103	-0.269	-0.183	-0.001	0.005	0.360
0.543	-0.109	-0.274	0.000	1.01	2.37	0.25	0.06	-0.14	0.13	0	-0.104	-0.269	-0.186	-0.001	0.005	0.374
0.554	-0.112	-0.277	-0.000	1.18	2.47	0.26	-0.07	-0.01	-0.02	0	-0.105	-0.270	-0.189	-0.002	0.004	0.388
0.564	-0.112	-0.277	-0.000	1.17	2.46	0.26	0.11	-0.06	-0.10	0	-0.106	-0.271	-0.192	-0.002	0.004	0.403
0.580	-0.113	-0.276	-0.000	1.13	2.47	0.25	-0.05	0.19	0.01	0	-0.107	-0.272	-0.195	-0.002	0.004	0.417
0.587	-0.110	-0.276	0.000	1.12	2.29	0.27	-0.01	-0.18	-0.09	0	-0.107	-0.272	-0.198	-0.003	0.004	0.432
0.595	-0.114	-0.276	0.000	1.11	2.48	0.25	-0.03	-0.18	0.01	0	-0.108	-0.272	-0.200	-0.003	0.003	0.448
0.604	-0.112	-0.280	0.000	1.28	2.37	0.27	0.15	-0.15	-0.12	0	-0.109	-0.273	-0.203	-0.003	0.003	0.463
0.617	-0.112	-0.279	0.000	1.20	2.36	0.27	-0.14	-0.08	-0.11	0	-0.109	-0.274	-0.206	-0.003	0.003	0.479
0.625	-0.113	-0.278	0.000	1.18	2.38	0.26	-0.06	-0.22	-0.18	0	-0.110	-0.274	-0.208	-0.003	0.003	0.495
0.635	-0.111	-0.278	0.000	1.17	2.28	0.27	0.11	0.06	0.14	0	-0.110	-0.275	-0.211	-0.003	0.002	0.511
0.641	-0.112	-0.280	0.000	1.24	2.29	0.27	-0.04	-0.48	0.19	0	-0.110	-0.275	-0.214	-0.003	0.002	0.527
0.654	-0.112	-0.280	0.000	1.23	2.30	0.27	-0.11	-0.06	0.06	0	-0.111	-0.276	-0.216	-0.004	0.002	0.543
0.663	-0.112	-0.279	0.000	1.14	2.28	0.27	-0.07	-0.09	-0.13	0	-0.111	-0.276	-0.218	-0.004	0.002	0.560
0.673	-0.114	-0.279	0.000	1.13	2.35	0.27	0.07	0.10	0.03	0	-0.111	-0.276	-0.221	-0.004	0.002	0.577
0.685	-0.112	-0.278	0.000	1.11	2.22	0.26	-0.01	0.07	0.09	0	-0.112	-0.277	-0.223	-0.004	0.002	0.593
0.693	-0.113	-0.279	0.000	1.15	2.27	0.27	0.04	-0.14	-0.05	0	-0.112	-0.277	-0.226	-0.004	0.001	0.611
0.704	-0.112	-0.279	0.000	1.14	2.22	0.26	0.04	-0.14	-0.22	0	-0.112	-0.277	-0.228	-0.004	0.001	0.628
0.713	-0.112	-0.280	0.000	1.14	2.22	0.26	-0.12	-0.34	0.14	0	-0.112	-0.277	-0.230	-0.004	0.001	0.645
0.718	-0.113	-0.276	0.000	0.98	2.22	0.25	0.01	-0.03	-0.07	0	-0.112	-0.277	-0.233	-0.004	0.001	0.663
0.734	-0.112	-0.277	0.000	1.02	2.20	0.25	-0.17	0.08	0.20	0	-0.112	-0.277	-0.235	-0.004	0.001	0.681
0.744	-0.113	-0.277	0.000	1.02	2.19	0.25	0.12	-0.26	-0.08	0	-0.113	-0.277	-0.237	-0.004	0.001	0.699
0.755	-0.113	-0.280	0.000	1.16	2.21	0.26	-0.01	-0.28	-0.11	0	-0.113	-0.277	-0.239	-0.004	0.001	0.717
0.765	-0.114	-0.280	0.000	1.12	2.24	0.26	-0.03	0.06	-0.08	0	-0.113	-0.278	-0.241	-0.004	0.001	0.735
0.774	-0.113	-0.281	0.000	1.17	2.20	0.26	-0.19	-0.28	-0.06	0	-0.113	-0.278	-0.243	-0.004	0.001	0.754
0.787	-0.113	-0.280	0.000	1.10	2.19	0.26	-0.08	-0.13	-0.01	0	-0.113	-0.278	-0.245	-0.004	0.001	0.772
