t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.020	-0.305	-0.259	-0.000	0.95	2.52	7.89	0.09	-0.05	0.03	0	-0.305	-0.259	-0.000	-0.000	-0.000	-0.000
0.031	-0.304	-0.258	-0.000	0.95	2.46	7.88	-0.02	-0.16	-0.11	0	-0.305	-0.259	-0.001	0.000	0.000	0.000
0.041	-0.304	-0.259	-0.000	0.99	2.50	7.87	-0.08	-0.14	-0.04	0	-0.305	-0.259	-0.002	0.000	-0.000	0.000
0.047	-0.305	-0.259	-0.000	1.00	2.54	7.86	-0.06	-0.12	-0.20	0	-0.305	-0.259	-0.004	0.000	-0.000	0.001
0.063	-0.304	-0.261	0.000	1.08	2.51	7.86	-0.13	-0.09	0.18	0	-0.305	-0.259	-0.007	0.000	-0.000	0.001
0.068	-0.302	-0.260	0.000	1.07	2.42	7.86	0.08	0.17	0.08	0	-0.305	-0.259	-0.010	0.000	-0.000	0.002
0.080	-0.305	-0.260	0.000	1.04	2.55	7.84	-0.14	0.09	-0.07	0	-0.305	-0.259	-0.013	0.000	-0.000	0.003
0.090	-0.305	-0.259	0.000	1.01	2.55	7.83	-0.12	-0.15	-0.03	0	-0.305	-0.259	-0.017	0.000	-0.000	0.004
0.099	-0.304	-0.261	0.000	1.10	2.52	7.82	0.00	0.22	-0.21	0	-0.305	-0.259	-0.020	0.000	-0.000	0.006
0.111	-0.305	-0.260	0.000	1.07	2.55	7.81	0.08	0.02	0.16	0	-0.305	-0.260	-0.024	0.000	-0.000	0.007
0.119	-0.305	-0.259	0.000	1.04	2.55	7.81	-0.14	-0.00	-0.04	0	-0.305	-0.259	-0.028	0.000	-0.000	0.010
0.134	-0.305	-0.259	0.000	1.04	2.54	7.80	-0.17	-0.31	-0.01	0	-0.305	-0.259	-0.032	0.000	-0.000	0.012
0.145	-0.306	-0.259	0.000	1.05	2.55	7.79	0.10	0.02	0.15	0	-0.305	-0.259	-0.036	0.000	-0.000	0.015
0.161	-0.305	-0.260	0.000	1.09	2.53	7.78	-0.23	-0.30	0.10	0	-0.305	-0.259	-0.041	0.000	-0.000	0.018
0.166	-0.305	-0.259	0.000	1.06	2.51	7.78	-0.05	-0.19	-0.01	0	-0.305	-0.259	-0.045	0.000	-0.000	0.021
0.171	-0.305	-0.259	0.000	1.07	2.54	7.77	-0.06	0.03	-0.21	0	-0.305	-0.259	-0.049	0.000	-0.000	0.025
0.182	-0.305	-0.260	0.000	1.10	2.54	7.76	-0.12	0.05	0.03	0	-0.305	-0.259	-0.053	0.000	-0.000	0.029
