t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.019	0.181	-0.412	0.000	0.91	2.94	0.03	0.03	-0.06	0.15	0	0.181	-0.412	0.000	-0.000	-0.000	0.000
0.033	0.177	-0.410	0.000	0.82	3.13	0.02	-0.11	-0.02	-0.09	0	0.180	-0.412	-0.001	-0.000	0.000	0.000
0.043	0.174	-0.411	-0.000	0.87	3.26	0.02	0.08	-0.11	0.31	0	0.180	-0.411	-0.002	-0.000	0.000	0.000
0.053	0.173	-0.412	-0.000	0.91	3.29	0.02	0.01	-0.21	-0.16	0	0.179	-0.412	-0.004	-0.001	0.000	0.001
0.061	0.174	-0.412	0.000	0.90	3.20	0.02	0.08	-0.04	0.05	0	0.178	-0.412	-0.007	-0.001	0.000	0.001
0.072	0.174	-0.415	0.000	1.06	3.18	0.02	0.01	-0.00	-0.05	0	0.178	-0.412	-0.010	-0.001	-0.000	0.002
0.082	0.174	-0.415	0.000	1.03	3.20	0.02	0.02	0.03	-0.16	0	0.177	-0.412	-0.013	-0.001	-0.000	0.003
0.092	0.176	-0.416	0.000	1.09	3.05	0.02	0.04	-0.40	-0.05	0	0.177	-0.413	-0.016	-0.001	-0.000	0.004
0.100	0.174	-0.415	0.000	1.04	3.14	0.02	-0.05	-0.16	0.12	0	0.177	-0.413	-0.020	-0.001	-0.000	0.006
0.110	0.174	-0.415	0.000	1.02	3.13	0.02	0.02	-0.15	-0.03	0	0.176	-0.413	-0.024	-0.002	-0.001	0.007
0.124	0.175	-0.416	0.000	1.03	3.09	0.02	0.15	-0.12	0.05	0	0.176	-0.414	-0.028	-0.002	-0.001	0.010
0.133	0.173	-0.416	0.000	1.04	3.18	0.02	0.23	0.23	0.13	0	0.176	-0.414	-0.032	-0.002	-0.001	0.012
0.142	0.173	-0.415	0.000	0.97	3.14	0.02	-0.06	-0.09	-0.00	0	0.175	-0.414	-0.036	-0.002	-0.001	0.015
0.150	0.174	-0.415	0.000	0.97	3.09	0.02	0.02	0.07	0.20	0	0.175	-0.414	-0.040	-0.002	-0.001	0.018
0.159	0.174	-0.415	0.000	0.96	3.11	0.02	0.24	0.11	0.01	0	0.175	-0.414	-0.045	-0.002	-0.001	0.021
0.170	0.175	-0.415	0.000	0.97	3.02	0.02	-0.07	0.12	-0.03	0	0.175	-0.414	-0.049	-0.002	-0.001	0.025
0.182	0.173	-0.415	0.000	0.96	3.10	0.02	0.06	-0.17	-0.02	0	0.175	-0.415	-0.053	-0.002	-0.001	0.029
0.193	0.173	-0.414	0.000	0.91	3.09	0.02	-0.19	-0.00	-0.08	0	0.175	-0.415	-0.058	-0.002	-0.001	0.033
0.201	0.174	-0.414	0.000	0.91	3.06	0.02	0.01	-0.02	0.12	0	0.174	-0.415	-0.062	-0.002	-0.001	0.038
0.211	0.175	-0.415	0.000	0.95	2.99	0.02	-0.02	-0.14	0.05	0	0.174	-0.415	-0.066	-0.002	-0.001	0.043
0.217	0.174	-0.415	0.000	0.91	3.04	0.02	0.01	0.03	0.17	0	0.174	-0.415	-0.070	-0.002	-0.001	0.049
0.233	0.174	-0.415	0.000	0.92	3.02	0.02	0.01	-0.15	-0.03	0	0.174	-0.415	-0.075	-0.002	-0.001	0.054
0.241	0.174	-0.415	0.000	0.90	3.01	0.02	-0.08	-0.22	0.15	0	0.174	-0.415	-0.079	-0.002	-0.001	0.060
0.250	0.175	-0.416	0.000	0.95	2.96	0.02	-0.09	-0.09	-0.02	0	0.174	-0.415	-0.083	-0.002	-0.001	0.067
0.258	0.174	-0.415	0.000	0.93	3.02	0.02	0.13	-0.18	-0.05	0	0.174	-0.415	-0.087	-0.002	-0.001	0.073
0.271	0.175	-0.414	0.000	0.83	2.98	0.02	-0.00	-0.22	0.12	0	0.174	-0.415	-0.091	-0.002	-0.001	0.080
0.282	0.174	-0.416	0.000	0.96	2.99	0.02	0.08	-0.04	0.11	0	0.174	-0.415	-0.096	-0.002	-0.001	0.087
0.290	0.174	-0.416	0.000	0.95	2.99	0.02	-0.09	-0.22	0.07	0	0.174	-0.415	-0.100	-0.002	-0.001	0.095
0.300	0.174	-0.415	0.000	0.90	2.99	0.02	-0.08	-0.14	-0.05	0	0.174	-0.415	-0.104	-0.002	-0.001	0.103
0.312	0.175	-0.414	0.000	0.85	2.97	0.02	0.11	0.07	-0.07	0	0.174	-0.415	-0.108	-0.002	-0.001	0.111
0.323	0.174	-0.414	0.000	0.85	2.99	0.02	-0.16	-0.25	0.12	0	0.174	-0.415	-0.111	-0.002	-0.001	0.119
0.332	0.174	-0.415	0.000	0.90	2.98	0.02	-0.12	-0.04	-0.02	0	0.174	-0.415	-0.115	-0.002	-0.001	0.128
0.342	0.175	-0.416	0.000	0.90	2.94	0.02	-0.07	-0.24	0.22	0	0.174	-0.415	-0.119	-0.002	-0.001	0.137
0.352	0.174	-0.415	0.000	0.88	2.96	0.02	-0.14	-0.04	0.14	0	0.174	-0.415	-0.123	-0.002	-0.001	0.147
0.362	0.174	-0.415	0.000	0.88	2.96	0.03	0.01	-0.30	-0.07	0	0.174	-0.415	-0.127	-0.002	-0.001	0.156
0.371	0.173	-0.415	0.000	0.86	3.00	0.02	0.01	0.01	0.15	0	0.174	-0.415	-0.130	-0.002	-0.001	0.166
0.383	0.175	-0.416	0.000	0.90	2.92	0.03	0.11	0.15	0.13	0	0.174	-0.415	-0.134	-0.002	-0.001	0.176
0.394	0.174	-0.415	0.000	0.87	2.94	0.03	0.06	-0.21	-0.14	0	0.174	-0.415	-0.138	-0.002	-0.001	0.187
0.405	0.174	-0.415	0.000	0.88	2.97	0.03	0.03	-0.25	-0.05	0	0.174	-0.415	-0.141	-0.002	-0.001	0.197
0.410	0.174	-0.414	0.000	0.82	2.95	0.02	0.19	-0.11	0.19	0	0.174	-0.415	-0.145	-0.002	-0.001	0.208
0.422	0.175	-0.416	0.000	0.90	2.90	0.03	0.06	-0.09	-0.17	0	0.174	-0.415	-0.148	-0.002	-0.001	0.220
0.437	0.174	-0.414	0.000	0.82	2.94	0.02	0.14	0.09	-0.12	0	0.174	-0.415	-0.152	-0.002	-0.001	0.231
0.441	0.174	-0.416	0.000	0.91	2.93	0.03	-0.18	0.01	0.01	0	0.174	-0.415	-0.155	-0.002	-0.001	0.243
0.450	0.174	-0.415	0.000	0.86	2.94	0.03	-0.02	-0.08	-0.10	0	0.174	-0.415	-0.158	-0.002	-0.001	0.255
0.462	0.175	-0.415	0.000	0.87	2.90	0.03	-0.03	-0.21	-0.11	0	0.174	-0.415	-0.162	-0.002	-0.001	0.267
0.472	0.173	-0.415	0.000	0.86	2.98	0.02	0.13	-0.12	-0.01	0	0.174	-0.415	-0.165	-0.002	-0.001	0.280
0.483	0.175	-0.417	0.000	0.96	2.92	0.03	0.08	-0.07	0.08	0	0.174	-0.416	-0.168	-0.002	-0.001	0.292
0.491	0.173	-0.415	0.000	0.85	2.99	0.02	0.12	-0.15	-0.12	0	0.174	-0.416	-0.171	-0.002	-0.001	0.305
0.499	0.175	-0.416	0.000	0.90	2.91	0.03	0.09	-0.07	-0.32	0	0.174	-0.416	-0.174	-0.002	-0.001	0.319
0.513	0.174	-0.415	0.000	0.84	2.94	0.02	-0.23	-0.11	0.04	0	0.174	-0.416	-0.177	-0.002	-0.001	0.332
0.520	0.174	-0.415	0.000	0.85	2.94	0.02	-0.12	-0.12	-0.06	0	0.174	-0.416	-0.180	-0.002	-0.001	0.346
0.531	0.175	-0.419	0.000	1.04	2.89	0.03	-0.01	-0.28	0.03	0	0.174	-0.416	-0.183	-0.002	-0.001	0.360
0.543	0.174	-0.420	0.000	1.07	2.94	0.04	-0.01	0.02	-0.00	0	0.174	-0.417	-0.186	-0.002	-0.001	0.374
0.551	0.174	-0.420	0.000	1.07	2.93	0.03	-0.18	-0.04	-0.14	0	0.174	-0.417	-0.189	-0.001	-0.001	0.388
0.560	0.174	-0.419	0.000	1.00	2.93	0.03	0.02	-0.30	-0.04	0	0.174	-0.418	-0.192	-0.001	-0.002	0.403
0.571	0.175	-0.420	0.000	1.04	2.89	0.03	0.03	-0.27	-0.12	0	0.174	-0.418	-0.195	-0.001	-0.002	0.417
0.584	0.175	-0.420	0.000	1.02	2.90	0.03	0.19	0.05	0.05	0	0.174	-0.418	-0.198	-0.001	-0.002	0.432
0.585	0.176	-0.419	0.000	0.97	2.85	0.03	-0.03	-0.20	-0.13	0	0.174	-0.418	-0.200	-0.001	-0.002	0.448
0.602	0.174	-0.420	0.000	0.99	2.96	0.03	-0.10	-0.04	-0.19	0	0.174	-0.419	-0.203	-0.001	-0.002	0.463
0.611	0.174	-0.420	0.000	0.97	2.95	0.03	-0.04	0.00	-0.06	0	0.174	-0.419	-0.206	-0.001	-0.002	0.479
0.621	0.174	-0.419	0.000	0.94	2.95	0.02	-0.11	-0.25	0.10	0	0.174	-0.419	-0.208	-0.001	-0.002	0.495
0.621	0.175	-0.419	0.000	0.94	2.91	0.02	-0.08	-0.01	0.14	0	0.174	-0.419	-0.211	-0.001	-0.002	0.511
0.642	0.176	-0.420	0.000	0.95	2.85	0.03	-0.09	-0.29	-0.00	0	0.174	-0.419	-0.214	-0.001	-0.002	0.527
