t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.019	-0.017	0.167	0.000	0.43	-1.02	-0.25	0.11	-0.01	0.00	0	-0.017	0.167	0.000	-0.000	-0.000	-0.000
0.028	-0.020	0.169	0.000	0.34	-0.90	-0.25	-0.05	0.19	0.11	0	-0.017	0.168	-0.001	-0.000	0.000	0.000
0.034	-0.023	0.172	0.000	0.20	-0.76	-0.24	0.24	-0.11	0.16	0	-0.018	0.168	-0.002	-0.000	0.000	0.000
0.048	-0.023	0.172	0.000	0.20	-0.75	-0.24	0.05	-0.14	0.27	0	-0.019	0.169	-0.004	-0.001	0.000	0.001
0.060	-0.023	0.171	0.000	0.24	-0.76	-0.24	0.09	0.02	-0.16	0	-0.019	0.169	-0.007	-0.001	0.001	0.001
0.065	-0.021	0.172	0.000	0.19	-0.85	-0.24	0.10	-0.11	0.11	0	-0.019	0.169	-0.009	-0.001	0.001	0.002
0.076	-0.023	0.172	0.000	0.20	-0.77	-0.24	-0.00	-0.03	-0.20	0	-0.020	0.170	-0.013	-0.001	0.001	0.003
0.089	-0.022	0.170	0.000	0.28	-0.82	-0.24	0.14	0.03	-0.04	0	-0.020	0.170	-0.016	-0.001	0.001	0.004
0.098	-0.022	0.170	0.000	0.28	-0.84	-0.24	0.11	-0.20	-0.24	0	-0.020	0.170	-0.020	-0.001	0.001	0.006
0.108	-0.023	0.172	0.000	0.19	-0.78	-0.24	0.24	0.24	0.09	0	-0.021	0.170	-0.024	-0.001	0.001	0.007
0.115	-0.023	0.172	0.000	0.20	-0.80	-0.24	-0.02	0.06	0.05	0	-0.021	0.171	-0.028	-0.001	0.001	0.010
0.126	-0.023	0.172	0.000	0.19	-0.80	-0.24	0.06	-0.16	-0.03	0	-0.021	0.171	-0.032	-0.001	0.001	0.012
0.139	-0.023	0.172	0.000	0.19	-0.80	-0.24	0.06	-0.03	-0.09	0	-0.021	0.171	-0.036	-0.002	0.001	0.015
0.148	-0.022	0.171	0.000	0.25	-0.87	-0.24	0.03	-0.16	0.15	0	-0.022	0.171	-0.040	-0.002	0.001	0.018
0.159	-0.022	0.170	0.000	0.28	-0.84	-0.24	0.08	0.10	0.00	0	-0.022	0.171	-0.045	-0.002	0.001	0.021
