t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.024	-0.167	0.035	-0.000	0.96	2.95	2.96	-0.26	-0.13	0.09	0	-0.167	0.035	-0.000	-0.000	0.000	0.000
0.033	-0.167	0.034	-0.000	0.99	2.92	2.96	0.05	-0.08	-0.06	0	-0.167	0.035	-0.001	0.000	-0.000	0.000
0.041	-0.168	0.035	-0.000	0.98	2.96	2.96	0.04	-0.11	-0.11	0	-0.167	0.035	-0.002	0.000	-0.000	0.000
0.055	-0.167	0.035	-0.000	0.98	2.94	2.95	0.02	-0.11	-0.24	0	-0.167	0.035	-0.004	0.000	-0.000	0.001
0.064	-0.167	0.035	-0.000	0.98	2.94	2.95	-0.01	-0.10	-0.04	0	-0.167	0.035	-0.007	0.000	-0.000	0.001
0.074	-0.167	0.033	-0.000	1.04	2.93	2.95	-0.08	0.08	0.08	0	-0.167	0.035	-0.010	0.000	-0.000	0.002
0.086	-0.168	0.034	-0.000	1.01	2.95	2.95	-0.16	-0.11	0.02	0	-0.167	0.035	-0.013	0.000	-0.000	0.003
0.096	-0.168	0.034	-0.000	1.00	2.94	2.94	0.06	-0.11	0.03	0	-0.167	0.035	-0.017	0.000	-0.000	0.004
0.100	-0.166	0.034	-0.000	1.03	2.89	2.95	-0.04	-0.17	-0.07	0	-0.167	0.034	-0.020	0.000	-0.000	0.006
0.115	-0.167	0.035	-0.000	0.97	2.93	2.94	-0.19	-0.31	-0.13	0	-0.167	0.034	-0.024	0.000	-0.000	0.007
0.123	-0.168	0.035	-0.000	0.97	2.94	2.93	-0.14	0.06	0.08	0	-0.167	0.034	-0.028	0.000	-0.000	0.010
0.135	-0.166	0.034	-0.000	1.01	2.85	2.94	0.15	0.09	0.01	0	-0.167	0.034	-0.032	0.000	-0.000	0.012
0.141	-0.167	0.034	-0.000	1.01	2.93	2.93	-0.04	0.14	0.22	0	-0.167	0.034	-0.036	0.000	-0.000	0.015
0.152	-0.167	0.034	-0.000	1.00	2.89	2.93	-0.07	-0.11	0.05	0	-0.167	0.034	-0.041	0.000	-0.000	0.018
0.163	-0.167	0.034	-0.000	1.00	2.92	2.93	0.01	-0.22	-0.14	0	-0.167	0.034	-0.045	0.000	-0.000	0.021
0.175	-0.169	0.039	-0.000	0.78	2.97	2.90	0.07	-0.14	0.01	0	-0.167	0.035	-0.049	0.000	-0.000	0.025
0.184	-0.170	0.037	0.000	0.89	3.00	2.91	-0.00	-0.04	0.21	0	-0.168	0.035	-0.053	-0.000	0.000	0.029
0.193	-0.170	0.036	0.000	0.94	2.99	2.91	-0.02	0.05	-0.16	0	-0.168	0.035	-0.058	-0.000	0.000	0.033
0.202	-0.170	0.036	0.000	0.94	2.99	2.91	0.00	0.34	0.23	0	-0.168	0.035	-0.062	-0.000	0.000	0.038
0.214	-0.170	0.034	0.000	1.01	3.00	2.91	0.06	-0.10	-0.23	0	-0.168	0.035	-0.066	-0.000	0.000	0.043
0.225	-0.171	0.035	0.000	0.96	3.01	2.90	0.06	0.01	-0.08	0	-0.169	0.035	-0.071	-0.000	0.000	0.049
0.236	-0.171	0.036	-0.000	0.95	3.01	2.90	-0.09	-0.02	0.01	0	-0.169	0.035	-0.075	-0.001	0.000	0.054
0.243	-0.171	0.036	-0.000	0.95	3.01	2.90	-0.06	-0.40	-0.12	0	-0.169	0.035	-0.079	-0.001	0.000	0.060
0.254	-0.169	0.036	0.000	0.95	2.94	2.90	-0.22	0.10	0.01	0	-0.169	0.035	-0.083	-0.001	0.000	0.067
0.266	-0.171	0.040	-0.000	0.76	2.99	2.88	-0.23	-0.01	0.16	0	-0.169	0.036	-0.087	-0.001	0.000	0.073
0.276	-0.172	0.042	-0.000	0.71	3.03	2.88	0.11	0.08	-0.03	0	-0.170	0.037	-0.092	-0.001	0.001	0.080
0.287	-0.172	0.039	0.000	0.82	3.00	2.88	-0.21	-0.05	0.08	0	-0.170	0.037	-0.096	-0.001	0.001	0.087
0.292	-0.172	0.039	0.000	0.82	3.00	2.88	0.09	-0.16	-0.04	0	-0.170	0.037	-0.100	-0.001	0.001	0.095
0.306	-0.172	0.038	0.000	0.87	3.00	2.88	-0.10	-0.08	0.01	0	-0.170	0.037	-0.104	-0.001	0.001	0.103
0.315	-0.172	0.037	0.000	0.92	2.98	2.88	-0.05	-0.05	0.07	0	-0.171	0.038	-0.108	-0.001	0.001	0.111
0.326	-0.172	0.037	0.000	0.93	3.00	2.87	-0.04	-0.08	-0.01	0	-0.171	0.038	-0.112	-0.001	0.001	0.119
0.335	-0.172	0.038	0.000	0.92	2.99	2.87	0.00	0.06	0.06	0	-0.171	0.038	-0.115	-0.001	0.001	0.128
0.345	-0.172	0.036	0.000	0.99	2.97	2.87	-0.02	-0.15	0.07	0	-0.171	0.037	-0.119	-0.001	0.001	0.137
0.355	-0.172	0.037	0.000	0.94	2.96	2.87	-0.09	-0.27	-0.14	0	-0.171	0.037	-0.123	-0.001	0.001	0.147
0.364	-0.172	0.036	0.000	0.98	2.96	2.87	0.08	0.02	-0.14	0	-0.171	0.037	-0.127	-0.001	0.001	0.156
0.376	-0.172	0.037	0.000	0.94	2.96	2.86	-0.19	-0.08	0.02	0	-0.171	0.037	-0.130	-0.001	0.001	0.166
0.386	-0.171	0.037	0.000	0.95	2.93	2.86	-0.03	0.01	0.00	0	-0.172	0.037	-0.134	-0.001	0.001	0.176
0.396	-0.166	0.036	0.000	1.00	2.71	2.88	0.03	-0.14	-0.05	0	-0.171	0.037	-0.138	-0.001	0.001	0.187
0.402	-0.165	0.034	-0.000	1.10	2.66	2.88	-0.02	0.10	-0.09	0	-0.170	0.037	-0.141	-0.001	0.001	0.197
0.420	-0.165	0.038	0.000	0.94	2.68	2.87	-0.06	0.02	0.14	0	-0.170	0.037	-0.145	-0.001	0.001	0.208
0.428	-0.162	0.035	-0.000	1.04	2.55	2.88	-0.28	-0.26	-0.02	0	-0.169	0.037	-0.148	-0.000	0.000	0.220
0.434	-0.162	0.034	-0.000	1.10	2.60	2.88	-0.13	-0.02	0.25	0	-0.168	0.036	-0.152	0.000	0.000	0.231
0.448	-0.162	0.034	-0.000	1.07	2.60	2.88	-0.03	-0.10	-0.00	0	-0.167	0.036	-0.155	0.000	0.000	0.243
0.460	-0.163	0.035	0.000	1.05	2.65	2.87	0.27	0.11	-0.08	0	-0.167	0.036	-0.158	0.001	0.000	0.255
0.468	-0.164	0.035	0.000	1.04	2.68	2.86	0.02	-0.24	0.12	0	-0.166	0.036	-0.162	0.001	0.000	0.267
0.474	-0.162	0.034	0.000	1.08	2.61	2.87	-0.11	-0.07	0.11	0	-0.166	0.036	-0.165	0.001	0.000	0.280
0.485	-0.165	0.036	0.000	0.98	2.76	2.84	0.21	0.06	0.04	0	-0.166	0.036	-0.168	0.001	0.000	0.292
0.496	-0.168	0.042	0.000	0.74	2.87	2.80	0.03	0.04	0.23	0	-0.166	0.036	-0.171	0.001	0.000	0.305
0.505	-0.163	0.038	0.000	0.92	2.68	2.83	-0.01	-0.16	0.00	0	-0.166	0.037	-0.174	0.001	0.000	0.319
