t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.024	24.988	-47.121	0.000	1.16	0.56	-0.01	0.20	-0.03	0.11	0	24.988	-47.121	0.000	-0.000	-0.000	-0.000
0.029	25.012	-47.177	0.000	1.16	0.56	-0.01	-0.09	-0.08	0.12	0	24.991	-47.128	-0.001	0.001	-0.004	0.000
0.043	25.066	-47.232	0.000	1.16	0.56	-0.01	-0.01	0.17	-0.04	0	25.000	-47.141	-0.002	0.006	-0.010	0.000
0.054	25.089	-47.289	0.000	1.16	0.56	-0.01	0.29	-0.10	-0.02	0	25.012	-47.159	-0.004	0.012	-0.019	0.001
0.072	25.113	-47.345	0.000	1.16	0.56	-0.01	0.12	-0.15	0.02	0	25.024	-47.183	-0.007	0.018	-0.031	0.001
0.080	25.137	-47.401	0.000	1.16	0.56	-0.01	0.16	0.14	0.05	0	25.039	-47.210	-0.010	0.025	-0.045	0.002
0.085	25.160	-47.457	0.000	1.16	0.56	-0.01	0.08	0.15	-0.14	0	25.054	-47.242	-0.013	0.033	-0.060	0.003
0.094	25.214	-47.513	0.000	1.16	0.56	-0.01	0.23	-0.22	0.02	0	25.074	-47.276	-0.016	0.043	-0.078	0.004
0.104	25.237	-47.569	0.000	1.16	0.56	-0.01	-0.01	0.10	-0.01	0	25.096	-47.314	-0.020	0.053	-0.096	0.006
0.111	25.261	-47.625	0.000	1.16	0.56	-0.01	0.25	-0.12	-0.10	0	25.117	-47.355	-0.024	0.064	-0.115	0.007
0.120	25.285	-47.682	0.000	1.16	0.56	-0.01	0.13	-0.03	-0.22	0	25.139	-47.398	-0.028	0.074	-0.136	0.010
0.132	25.342	-47.737	0.000	1.16	0.56	-0.01	0.36	-0.19	-0.09	0	25.166	-47.442	-0.032	0.087	-0.157	0.012
0.143	25.366	-47.794	0.000	1.16	0.56	-0.01	0.19	0.05	0.09	0	25.192	-47.489	-0.036	0.099	-0.179	0.015
0.154	25.389	-47.850	0.000	1.16	0.56	-0.01	0.09	-0.14	0.09	0	25.219	-47.538	-0.040	0.112	-0.202	0.018
0.163	25.413	-47.907	0.000	1.16	0.56	-0.01	0.06	-0.18	-0.27	0	25.245	-47.588	-0.045	0.124	-0.225	0.021
0.179	25.437	-47.963	0.000	1.16	0.56	-0.01	0.14	-0.10	-0.14	0	25.272	-47.639	-0.049	0.136	-0.248	0.025
0.187	25.490	-48.019	0.000	1.16	0.56	-0.01	0.18	-0.02	-0.01	0	25.302	-47.692	-0.053	0.149	-0.272	0.029
0.193	25.514	-48.076	0.000	1.16	0.56	-0.01	-0.02	-0.19	0.01	0	25.331	-47.745	-0.058	0.162	-0.296	0.033
