t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.019	0.128	-0.125	0.000	-1.99	2.23	1.96	0.16	-0.28	-0.09	0	0.128	-0.125	0.000	-0.000	-0.000	0.000
0.034	0.128	-0.127	0.000	-1.92	2.23	1.96	0.19	0.01	-0.01	0	0.128	-0.125	-0.001	0.000	-0.000	0.000
0.045	0.128	-0.126	0.000	-1.94	2.23	1.96	0.18	-0.03	-0.03	0	0.128	-0.125	-0.002	0.000	-0.000	0.000
0.055	0.128	-0.126	0.000	-1.93	2.22	1.96	-0.02	0.04	-0.00	0	0.128	-0.126	-0.004	0.000	-0.000	0.001
0.062	0.128	-0.126	0.000	-1.96	2.23	1.95	-0.08	0.07	-0.04	0	0.128	-0.126	-0.007	-0.000	-0.000	0.001
0.073	0.131	-0.126	0.000	-1.97	2.07	1.95	0.01	-0.15	0.02	0	0.128	-0.126	-0.010	0.000	-0.000	0.002
0.085	0.128	-0.126	0.000	-1.96	2.21	1.95	-0.08	0.02	-0.04	0	0.128	-0.126	-0.013	0.000	-0.000	0.003
0.096	0.129	-0.126	0.000	-1.96	2.17	1.94	0.07	-0.17	-0.23	0	0.128	-0.126	-0.016	0.000	-0.000	0.004
0.105	0.129	-0.126	0.000	-1.94	2.17	1.94	-0.02	-0.07	-0.02	0	0.129	-0.126	-0.020	0.000	-0.000	0.006
0.116	0.130	-0.125	0.000	-1.99	2.11	1.94	0.07	-0.26	-0.07	0	0.129	-0.126	-0.024	0.000	-0.000	0.007
0.121	0.130	-0.127	0.000	-1.92	2.12	1.94	0.16	0.28	-0.12	0	0.129	-0.126	-0.028	0.000	-0.000	0.010
0.137	0.128	-0.127	0.000	-1.92	2.20	1.94	0.12	0.05	0.04	0	0.129	-0.126	-0.032	0.000	-0.000	0.012
0.142	0.129	-0.127	0.000	-1.92	2.18	1.94	0.03	0.09	0.22	0	0.129	-0.126	-0.036	0.000	-0.000	0.015
0.154	0.128	-0.127	0.000	-1.94	2.19	1.93	-0.11	0.07	0.04	0	0.129	-0.126	-0.040	0.000	-0.000	0.018
0.164	0.128	-0.127	0.000	-1.93	2.19	1.93	-0.09	-0.41	-0.03	0	0.129	-0.126	-0.045	0.000	-0.000	0.021
0.170	0.128	-0.126	0.000	-1.97	2.18	1.93	0.12	-0.11	-0.09	0	0.129	-0.126	-0.049	0.000	-0.000	0.025
0.184	0.128	-0.126	0.000	-1.94	2.19	1.93	0.08	-0.11	0.01	0	0.129	-0.126	-0.053	0.000	-0.000	0.029
0.195	0.128	-0.126	0.000	-1.96	2.18	1.92	0.03	0.19	0.25	0	0.129	-0.126	-0.058	0.000	-0.000	0.033
0.203	0.130	-0.123	0.000	-2.10	2.12	1.91	-0.19	-0.20	0.00	0	0.129	-0.126	-0.062	0.000	-0.000	0.038
0.214	0.129	-0.124	0.000	-2.03	2.16	1.91	-0.15	0.00	0.04	0	0.129	-0.126	-0.066	0.000	-0.000	0.043
0.220	0.129	-0.125	0.000	-2.01	2.16	1.91	-0.03	-0.02	-0.12	0	0.129	-0.125	-0.070	0.000	-0.000	0.049
0.235	0.129	-0.125	0.000	-1.97	2.15	1.92	-0.15	-0.36	-0.11	0	0.129	-0.125	-0.075	0.000	-0.000	0.054
