t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.018	-0.751	-0.624	0.000	-1.65	0.67	17.37	-0.03	-0.18	0.26	0	-0.751	-0.624	0.000	-0.000	0.000	0.000
0.018	-0.751	-0.624	0.000	-1.63	0.68	17.36	0.06	-0.16	-0.06	0	-0.751	-0.624	-0.001	0.000	0.000	0.000
0.041	-0.752	-0.624	0.000	-1.62	0.77	17.34	0.02	-0.49	-0.03	0	-0.751	-0.624	-0.002	-0.000	-0.000	0.000
0.052	-0.748	-0.627	0.000	-1.45	0.63	17.33	-0.06	-0.43	0.09	0	-0.751	-0.624	-0.004	0.000	-0.000	0.001
0.062	-0.747	-0.629	0.000	-1.34	0.64	17.31	0.13	-0.51	0.03	0	-0.750	-0.625	-0.007	0.000	-0.000	0.001
0.071	-0.746	-0.630	0.000	-1.30	0.61	17.30	-0.10	-0.46	-0.09	0	-0.750	-0.626	-0.010	0.000	-0.001	0.002
0.081	-0.747	-0.628	0.000	-1.38	0.63	17.28	0.24	-0.20	-0.01	0	-0.749	-0.626	-0.013	0.001	-0.001	0.003
0.087	-0.744	-0.634	0.000	-1.13	0.61	17.27	0.05	-0.50	-0.00	0	-0.749	-0.627	-0.016	0.001	-0.001	0.004
0.099	-0.745	-0.629	0.000	-1.36	0.63	17.24	0.10	-0.06	0.20	0	-0.748	-0.627	-0.020	0.001	-0.001	0.006
0.110	-0.745	-0.630	0.000	-1.33	0.64	17.23	0.07	-0.35	-0.04	0	-0.748	-0.628	-0.024	0.001	-0.001	0.007
0.121	-0.746	-0.628	0.001	-1.40	0.69	17.21	0.12	-0.28	-0.04	0	-0.748	-0.628	-0.028	0.001	-0.001	0.009
0.130	-0.746	-0.628	0.000	-1.42	0.70	17.19	0.02	-0.27	-0.07	0	-0.747	-0.628	-0.032	0.001	-0.001	0.012
0.138	-0.746	-0.628	0.000	-1.42	0.70	17.18	-0.10	-0.54	-0.09	0	-0.747	-0.628	-0.036	0.001	-0.001	0.015
0.152	-0.746	-0.628	0.000	-1.42	0.70	17.16	0.02	-0.26	-0.21	0	-0.747	-0.628	-0.040	0.001	-0.001	0.018
0.162	-0.746	-0.629	0.000	-1.38	0.75	17.14	-0.00	-0.19	-0.05	0	-0.747	-0.628	-0.045	0.001	-0.001	0.021
0.172	-0.745	-0.628	0.000	-1.42	0.71	17.12	-0.02	-0.27	0.04	0	-0.747	-0.628	-0.049	0.001	-0.001	0.025
0.180	-0.745	-0.629	0.000	-1.37	0.72	17.11	-0.06	-0.51	-0.24	0	-0.746	-0.628	-0.053	0.001	-0.001	0.028
0.189	-0.745	-0.629	0.000	-1.37	0.73	17.09	0.05	-0.29	0.04	0	-0.746	-0.629	-0.057	0.001	-0.001	0.033
0.202	-0.745	-0.629	0.000	-1.41	0.75	17.07	0.08	-0.38	-0.11	0	-0.746	-0.629	-0.062	0.001	-0.001	0.037
0.210	-0.745	-0.629	0.000	-1.39	0.75	17.06	-0.03	-0.47	0.14	0	-0.746	-0.629	-0.066	0.002	-0.001	0.042
0.221	-0.747	-0.634	0.000	-1.23	0.88	17.05	0.04	-0.24	0.13	0	-0.746	-0.629	-0.070	0.001	-0.002	0.047
0.230	-0.747	-0.632	0.000	-1.32	0.88	17.03	-0.07	-0.42	-0.01	0	-0.746	-0.630	-0.075	0.001	-0.002	0.053
0.239	-0.748	-0.631	0.000	-1.37	0.90	17.02	-0.07	-0.15	-0.03	0	-0.746	-0.630	-0.079	0.001	-0.002	0.058
0.252	-0.748	-0.631	0.000	-1.37	0.90	17.00	-0.02	-0.36	0.12	0	-0.746	-0.630	-0.083	0.001	-0.002	0.064
0.261	-0.748	-0.631	0.000	-1.37	0.93	16.99	-0.04	-0.52	0.14	0	-0.746	-0.630	-0.087	0.001	-0.002	0.071
0.273	-0.744	-0.629	0.000	-1.40	0.72	16.96	0.04	-0.38	0.02	0	-0.746	-0.630	-0.091	0.001	-0.002	0.077
0.281	-0.747	-0.624	0.000	-1.65	0.82	16.94	-0.20	-0.40	0.13	0	-0.746	-0.630	-0.095	0.001	-0.001	0.084
0.293	-0.747	-0.624	0.000	-1.67	0.81	16.93	0.18	-0.43	0.06	0	-0.746	-0.629	-0.099	0.001	-0.001	0.091
0.299	-0.747	-0.624	0.000	-1.65	0.80	16.91	-0.07	-0.39	0.16	0	-0.746	-0.628	-0.103	0.001	-0.001	0.099
0.311	-0.745	-0.627	0.000	-1.50	0.75	16.89	-0.14	-0.41	-0.10	0	-0.746	-0.628	-0.107	0.001	-0.001	0.106
0.319	-0.747	-0.624	0.000	-1.64	0.81	16.88	0.03	-0.63	0.13	0	-0.746	-0.628	-0.111	0.001	-0.001	0.114
0.332	-0.747	-0.624	0.000	-1.63	0.82	16.86	-0.03	-0.49	-0.03	0	-0.746	-0.627	-0.115	0.001	-0.000	0.123
0.341	-0.747	-0.624	0.000	-1.63	0.83	16.85	-0.05	-0.47	0.18	0	-0.746	-0.627	-0.119	0.001	-0.000	0.131
0.347	-0.747	-0.623	0.000	-1.63	0.83	16.83	0.10	-0.43	0.21	0	-0.746	-0.626	-0.123	0.001	-0.000	0.140
0.356	-0.744	-0.634	0.000	-1.17	0.83	16.81	-0.13	-0.32	0.04	0	-0.746	-0.627	-0.126	0.001	-0.000	0.149
0.371	-0.743	-0.634	0.000	-1.17	0.83	16.80	0.02	-0.22	-0.06	0	-0.745	-0.628	-0.130	0.001	-0.001	0.158
0.381	-0.744	-0.633	0.001	-1.24	0.84	16.78	-0.26	-0.59	0.01	0	-0.745	-0.629	-0.134	0.001	-0.001	0.167
0.390	-0.743	-0.634	0.001	-1.20	0.84	16.76	0.09	-0.43	0.00	0	-0.745	-0.629	-0.137	0.001	-0.001	0.177
0.401	-0.742	-0.638	0.000	-1.03	0.84	16.75	-0.03	-0.41	0.21	0	-0.745	-0.631	-0.141	0.001	-0.002	0.187
0.411	-0.742	-0.639	0.000	-1.03	0.84	16.73	-0.10	-0.40	-0.02	0	-0.744	-0.632	-0.144	0.002	-0.002	0.197
0.420	-0.741	-0.639	0.000	-1.05	0.84	16.71	-0.10	-0.47	-0.14	0	-0.744	-0.633	-0.148	0.002	-0.002	0.207
0.432	-0.742	-0.637	0.000	-1.12	0.84	16.70	0.06	-0.49	-0.04	0	-0.743	-0.633	-0.151	0.002	-0.002	0.217
0.440	-0.742	-0.635	0.000	-1.25	0.80	16.68	-0.08	-0.41	0.05	0	-0.743	-0.634	-0.155	0.002	-0.002	0.228
0.451	-0.742	-0.637	0.000	-1.18	0.85	16.67	0.04	-0.07	0.15	0	-0.743	-0.634	-0.158	0.002	-0.003	0.239
0.456	-0.741	-0.638	0.000	-1.16	0.84	16.65	-0.20	-0.29	0.11	0	-0.743	-0.635	-0.161	0.002	-0.003	0.250
0.473	-0.743	-0.637	0.000	-1.23	0.90	16.64	-0.08	-0.32	-0.21	0	-0.743	-0.635	-0.165	0.002	-0.003	0.261
0.478	-0.743	-0.636	0.000	-1.27	0.91	16.62	0.02	-0.43	0.02	0	-0.743	-0.635	-0.168	0.002	-0.003	0.273
0.488	-0.745	-0.634	0.000	-1.39	0.96	16.61	-0.07	-0.43	0.05	0	-0.743	-0.635	-0.171	0.002	-0.003	0.284
0.503	-0.751	-0.638	0.000	-1.34	1.22	16.62	-0.17	-0.32	-0.04	0	-0.744	-0.636	-0.174	0.001	-0.003	0.296
0.506	-0.750	-0.637	0.000	-1.36	1.16	16.59	0.07	-0.46	-0.06	0	-0.744	-0.636	-0.177	0.001	-0.003	0.308
0.520	-0.750	-0.638	0.000	-1.34	1.15	16.58	0.04	-0.15	0.06	0	-0.745	-0.636	-0.180	0.001	-0.003	0.320
0.530	-0.750	-0.638	0.000	-1.34	1.13	16.56	-0.13	-0.33	-0.15	0	-0.746	-0.637	-0.183	0.001	-0.003	0.333
0.537	-0.751	-0.637	0.000	-1.41	1.16	16.55	0.07	-0.28	0.09	0	-0.746	-0.637	-0.186	0.000	-0.003	0.345
0.550	-0.750	-0.638	0.000	-1.37	1.11	16.52	-0.09	-0.45	-0.14	0	-0.747	-0.637	-0.189	0.000	-0.003	0.358
0.559	-0.751	-0.638	0.000	-1.39	1.13	16.51	0.09	-0.25	-0.01	0	-0.747	-0.637	-0.192	-0.000	-0.003	0.370
0.572	-0.751	-0.636	0.000	-1.46	1.11	16.49	-0.09	-0.44	0.19	0	-0.747	-0.637	-0.195	-0.000	-0.003	0.383
0.582	-0.749	-0.635	0.000	-1.48	1.02	16.47	-0.03	-0.55	0.12	0	-0.748	-0.637	-0.198	-0.000	-0.003	0.396
0.590	-0.751	-0.637	0.000	-1.43	1.09	16.46	0.11	-0.46	-0.00	0	-0.748	-0.637	-0.200	-0.000	-0.003	0.410
0.599	-0.750	-0.637	0.000	-1.44	1.05	16.44	-0.03	-0.35	-0.12	0	-0.748	-0.637	-0.203	-0.001	-0.003	0.423
0.610	-0.750	-0.636	0.000	-1.44	1.03	16.42	0.18	-0.22	-0.13	0	-0.748	-0.637	-0.206	-0.001	-0.003	0.437
0.615	-0.751	-0.633	0.000	-1.59	1.02	16.41	-0.01	-0.33	0.11	0	-0.749	-0.637	-0.208	-0.001	-0.003	0.450
0.631	-0.747	-0.628	0.000	-1.75	0.78	16.39	0.12	-0.41	-0.06	0	-0.748	-0.636	-0.211	-0.001	-0.002	0.464
0.640	-0.747	-0.628	0.000	-1.74	0.80	16.37	-0.01	-0.35	-0.06	0	-0.748	-0.635	-0.214	-0.001	-0.002	0.478
0.651	-0.747	-0.627	0.000	-1.76	0.77	16.35	0.07	-0.35	-0.07	0	-0.748	-0.634	-0.216	-0.001	-0.001	0.492
0.661	-0.747	-0.627	0.000	-1.75	0.79	16.34	-0.25	-0.51	-0.20	0	-0.748	-0.633	-0.219	-0.000	-0.001	0.506
0.671	-0.750	-0.628	0.000	-1.72	0.93	16.33	-0.04	-0.30	0.07	0	-0.748	-0.633	-0.221	-0.001	-0.001	0.520
0.680	-0.752	-0.624	0.000	-1.92	0.95	16.32	-0.03	-0.23	0.00	0	-0.749	-0.632	-0.224	-0.001	-0.000	0.535
0.690	-0.753	-0.623	0.000	-1.94	0.97	16.31	0.08	-0.27	-0.18	0	-0.749	-0.631	-0.226	-0.001	-0.000	0.549
0.700	-0.751	-0.623	0.000	-1.89	0.90	16.29	0.03	-0.46	-0.08	0	-0.749	-0.630	-0.228	-0.001	0.000	0.564
0.707	-0.748	-0.622	0.000	-1.86	0.76	16.27	-0.10	-0.35	-0.01	0	-0.749	-0.629	-0.231	-0.001	0.001	0.578
0.716	-0.748	-0.622	0.000	-1.86	0.76	16.25	-0.03	-0.35	0.03	0	-0.749	-0.628	-0.233	-0.001	0.001	0.593
0.730	-0.749	-0.622	0.000	-1.84	0.80	16.23	-0.09	-0.53	-0.22	0	-0.749	-0.627	-0.235	-0.001	0.001	0.608
0.741	-0.749	-0.622	0.000	-1.83	0.80	16.22	0.09	-0.26	-0.02	0	-0.749	-0.626	-0.237	-0.001	0.001	0.623
0.750	-0.748	-0.627	0.000	-1.59	0.83	16.19	-0.05	-0.17	-0.14	0	-0.749	-0.626	-0.240	-0.001	0.001	0.638
0.757	-0.752	-0.628	0.000	-1.58	1.04	16.18	0.09	-0.44	0.12	0	-0.749	-0.627	-0.242	-0.001	0.001	0.653
0.770	-0.751	-0.628	0.000	-1.56	0.99	16.16	0.02	-0.18	-0.02	0	-0.749	-0.627	-0.244	-0.001	0.001	0.669
0.782	-0.753	-0.629	0.000	-1.56	1.06	16.15	-0.11	-0.33	-0.03	0	-0.750	-0.627	-0.246	-0.001	0.001	0.684
