t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.025	-0.196	0.007	0.000	-0.03	1.84	-5.69	0.13	0.10	-0.02	0	-0.196	0.007	0.000	0.000	-0.000	-0.000
0.032	-0.196	0.008	0.000	-0.06	1.85	-5.70	-0.04	0.02	-0.01	0	-0.196	0.007	-0.001	-0.000	0.000	0.000
0.032	-0.197	0.009	0.000	-0.11	1.87	-5.70	0.11	-0.21	0.25	0	-0.196	0.008	-0.002	-0.000	0.000	0.000
0.054	-0.197	0.009	0.000	-0.11	1.87	-5.70	-0.02	0.04	-0.04	0	-0.196	0.008	-0.004	-0.000	0.000	0.001
0.063	-0.197	0.009	0.000	-0.11	1.91	-5.70	0.08	-0.07	-0.02	0	-0.196	0.008	-0.007	-0.000	0.000	0.001
0.075	-0.197	0.008	0.000	-0.07	1.90	-5.68	0.02	0.07	-0.07	0	-0.196	0.008	-0.010	-0.000	0.000	0.002
0.087	-0.197	0.009	0.000	-0.10	1.90	-5.68	-0.01	-0.01	0.19	0	-0.197	0.008	-0.013	-0.000	0.000	0.003
0.096	-0.196	0.008	0.000	-0.07	1.86	-5.67	0.17	0.03	0.06	0	-0.197	0.008	-0.016	-0.000	0.000	0.004
0.101	-0.197	0.009	0.000	-0.09	1.87	-5.67	0.10	0.13	-0.00	0	-0.197	0.008	-0.020	-0.000	0.000	0.006
0.110	-0.197	0.009	0.000	-0.10	1.89	-5.67	-0.03	-0.06	0.04	0	-0.197	0.008	-0.024	-0.000	0.000	0.007
0.124	-0.197	0.008	0.000	-0.07	1.89	-5.65	0.14	0.04	0.03	0	-0.197	0.008	-0.028	-0.000	0.000	0.010
0.152	-0.197	0.009	0.000	-0.10	1.90	-5.66	0.08	0.13	0.04	0	-0.197	0.009	-0.032	-0.000	0.001	0.012
0.160	-0.196	0.008	0.000	-0.06	1.86	-5.64	0.24	-0.14	-0.03	0	-0.197	0.008	-0.036	-0.000	0.000	0.015
0.160	-0.196	0.010	0.000	-0.16	1.88	-5.65	0.22	-0.01	-0.13	0	-0.197	0.009	-0.041	-0.000	0.001	0.018
0.169	-0.197	0.009	0.000	-0.09	1.88	-5.63	-0.00	0.02	-0.14	0	-0.197	0.009	-0.045	-0.000	0.001	0.021
0.175	-0.197	0.008	0.000	-0.06	1.88	-5.62	0.14	-0.26	-0.18	0	-0.197	0.009	-0.049	-0.000	0.001	0.025
0.187	-0.198	0.008	0.000	-0.05	1.93	-5.62	0.23	-0.02	0.13	0	-0.197	0.009	-0.053	-0.000	0.001	0.029
0.194	-0.198	0.008	0.000	-0.05	1.93	-5.62	0.14	-0.12	-0.03	0	-0.197	0.009	-0.058	-0.000	0.001	0.033
0.205	-0.200	0.004	0.000	0.13	2.01	-5.59	-0.11	0.20	-0.01	0	-0.197	0.008	-0.062	-0.001	0.000	0.038
0.214	-0.199	0.003	0.000	0.17	1.98	-5.57	0.18	-0.24	-0.01	0	-0.198	0.007	-0.066	-0.001	-0.000	0.043
0.219	-0.197	0.006	0.000	0.02	1.86	-5.58	0.44	0.02	0.08	0	-0.197	0.007	-0.071	-0.001	-0.000	0.049
0.235	-0.197	0.006	0.000	-0.00	1.89	-5.58	-0.01	-0.20	0.18	0	-0.197	0.007	-0.075	-0.001	-0.000	0.054
0.244	-0.197	0.007	0.000	-0.04	1.88	-5.58	0.02	-0.13	-0.09	0	-0.197	0.007	-0.079	-0.001	-0.000	0.060
0.253	-0.196	0.006	0.000	0.00	1.83	-5.57	0.03	-0.04	0.17	0	-0.197	0.007	-0.083	-0.001	-0.000	0.067
0.267	-0.197	0.006	0.000	-0.01	1.90	-5.57	0.00	-0.03	0.02	0	-0.197	0.007	-0.087	-0.001	-0.000	0.073
0.274	-0.197	0.007	0.000	-0.04	1.90	-5.57	0.09	-0.14	0.27	0	-0.197	0.007	-0.091	-0.001	-0.000	0.080
0.284	-0.197	0.006	0.000	0.01	1.86	-5.55	0.22	-0.45	-0.07	0	-0.197	0.007	-0.095	-0.001	-0.000	0.087
0.294	-0.198	0.006	0.000	0.00	1.95	-5.56	0.09	-0.40	0.16	0	-0.197	0.007	-0.099	-0.001	-0.000	0.095
0.303	-0.199	0.006	0.000	-0.01	1.96	-5.55	0.18	-0.17	-0.02	0	-0.198	0.007	-0.103	-0.001	-0.000	0.103
0.312	-0.199	0.008	0.000	-0.08	1.96	-5.56	0.10	0.16	-0.14	0	-0.198	0.007	-0.107	-0.001	-0.000	0.111
0.326	-0.197	0.008	0.000	-0.08	1.87	-5.55	0.30	0.11	-0.03	0	-0.198	0.007	-0.111	-0.001	-0.000	0.119
0.335	-0.198	0.008	0.000	-0.08	1.91	-5.55	0.10	-0.13	0.29	0	-0.198	0.007	-0.115	-0.001	-0.000	0.128
0.344	-0.197	0.008	0.000	-0.10	1.87	-5.54	0.17	-0.31	-0.11	0	-0.197	0.007	-0.119	-0.001	-0.000	0.137
0.354	-0.196	0.008	0.000	-0.10	1.87	-5.53	0.19	0.01	0.19	0	-0.197	0.007	-0.123	-0.001	-0.000	0.147
0.368	-0.196	0.008	0.000	-0.08	1.87	-5.53	0.12	-0.01	-0.09	0	-0.197	0.007	-0.127	-0.000	-0.000	0.156
0.374	-0.196	0.010	0.000	-0.17	1.87	-5.53	-0.09	0.03	-0.08	0	-0.197	0.008	-0.130	-0.000	0.000	0.166
0.384	-0.197	0.007	0.000	-0.04	1.89	-5.51	0.07	-0.07	0.05	0	-0.197	0.008	-0.134	-0.000	0.000	0.176
0.396	-0.196	0.009	0.000	-0.11	1.88	-5.52	0.22	0.10	0.19	0	-0.197	0.008	-0.137	-0.000	0.000	0.187
0.404	-0.196	0.008	0.000	-0.07	1.88	-5.50	0.22	0.02	-0.11	0	-0.197	0.008	-0.141	-0.000	0.000	0.197
0.414	-0.196	0.007	0.000	-0.03	1.86	-5.49	0.12	0.12	0.01	0	-0.197	0.008	-0.145	-0.000	0.000	0.208
0.420	-0.198	0.008	0.000	-0.06	1.93	-5.50	0.03	-0.32	-0.20	0	-0.197	0.008	-0.148	-0.000	0.000	0.220
0.436	-0.196	0.008	0.000	-0.08	1.89	-5.49	0.03	0.01	-0.12	0	-0.197	0.008	-0.151	-0.000	0.000	0.231
0.445	-0.197	0.008	0.000	-0.06	1.93	-5.49	-0.05	0.16	0.05	0	-0.197	0.008	-0.155	-0.000	0.000	0.243
0.454	-0.198	0.008	0.000	-0.06	1.94	-5.48	0.29	-0.13	-0.08	0	-0.197	0.008	-0.158	-0.000	0.000	0.255
0.469	-0.197	0.007	0.000	-0.04	1.90	-5.47	-0.08	-0.06	-0.10	0	-0.197	0.008	-0.161	-0.000	0.000	0.267
0.475	-0.197	0.008	0.000	-0.06	1.90	-5.47	-0.05	0.11	0.04	0	-0.197	0.008	-0.165	-0.000	0.000	0.280
0.484	-0.196	0.007	0.000	-0.03	1.88	-5.46	-0.02	-0.39	-0.07	0	-0.197	0.008	-0.168	-0.000	-0.000	0.292
0.493	-0.196	0.007	0.000	-0.03	1.88	-5.45	0.04	0.05	-0.10	0	-0.197	0.008	-0.171	-0.000	-0.000	0.305
0.501	-0.197	0.007	0.000	-0.03	1.92	-5.45	0.33	0.08	0.16	0	-0.197	0.008	-0.174	-0.000	-0.000	0.319
0.511	-0.197	0.009	0.000	-0.09	1.92	-5.45	0.03	0.17	0.03	0	-0.197	0.008	-0.177	-0.000	-0.000	0.332
0.520	-0.196	0.009	0.000	-0.10	1.90	-5.45	0.11	-0.12	0.09	0	-0.197	0.008	-0.180	-0.000	0.000	0.346
0.535	-0.196	0.008	0.000	-0.07	1.90	-5.44	0.02	-0.01	-0.14	0	-0.197	0.008	-0.183	-0.000	0.000	0.360
0.543	-0.197	0.009	0.000	-0.08	1.95	-5.43	0.21	0.06	0.21	0	-0.197	0.008	-0.186	-0.000	0.000	0.374
0.552	-0.197	0.008	0.000	-0.07	1.92	-5.43	0.31	0.10	-0.11	0	-0.197	0.008	-0.189	-0.000	0.000	0.388
0.569	-0.196	0.008	0.000	-0.05	1.90	-5.42	0.04	-0.04	-0.20	0	-0.197	0.008	-0.192	-0.000	0.000	0.403
0.569	-0.196	0.009	0.000	-0.09	1.90	-5.42	0.00	0.23	-0.02	0	-0.197	0.008	-0.195	-0.000	0.000	0.417
0.583	-0.196	0.008	0.000	-0.04	1.90	-5.41	0.07	-0.25	-0.14	0	-0.197	0.008	-0.198	-0.000	0.000	0.432
