t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.017	0.002	0.052	0.000	-1.38	1.26	0.14	-0.17	-0.58	0.16	0	0.002	0.052	0.000	-0.000	0.000	0.000
0.025	0.003	0.053	0.000	-1.41	1.23	0.13	-0.02	-0.27	0.03	0	0.002	0.052	-0.001	0.000	0.000	0.000
0.031	0.002	0.053	0.000	-1.42	1.26	0.14	-0.10	-0.21	0.02	0	0.002	0.052	-0.002	0.000	0.000	0.000
0.053	0.002	0.054	0.000	-1.46	1.25	0.13	0.23	-0.28	0.04	0	0.002	0.053	-0.004	0.000	0.000	0.001
0.060	0.002	0.054	0.000	-1.46	1.26	0.14	-0.10	-0.33	0.01	0	0.002	0.053	-0.007	0.000	0.000	0.001
0.067	0.003	0.053	0.000	-1.43	1.24	0.13	-0.01	-0.65	-0.12	0	0.002	0.053	-0.010	0.000	0.000	0.002
0.074	0.001	0.052	0.000	-1.42	1.31	0.14	0.07	-0.34	0.06	0	0.002	0.053	-0.013	-0.000	0.000	0.003
0.092	0.001	0.052	0.000	-1.42	1.31	0.14	0.00	-0.17	0.06	0	0.002	0.053	-0.016	-0.000	0.000	0.004
0.100	0.001	0.053	0.000	-1.47	1.31	0.14	-0.14	-0.44	-0.08	0	0.002	0.053	-0.020	-0.000	0.000	0.006
0.108	-0.000	0.052	0.000	-1.43	1.36	0.15	-0.01	-0.40	-0.11	0	0.002	0.053	-0.024	-0.000	0.000	0.007
0.120	0.002	0.053	0.000	-1.46	1.27	0.14	-0.01	-0.20	0.05	0	0.002	0.053	-0.028	-0.000	0.000	0.009
0.132	0.001	0.057	0.000	-1.66	1.29	0.14	-0.02	-0.40	0.25	0	0.002	0.053	-0.032	-0.000	0.000	0.012
0.140	0.002	0.057	0.000	-1.65	1.26	0.13	0.07	-0.40	-0.05	0	0.002	0.054	-0.036	-0.000	0.000	0.015
0.150	0.001	0.057	0.000	-1.66	1.33	0.14	-0.10	-0.32	0.02	0	0.002	0.054	-0.040	-0.000	0.001	0.018
0.160	0.002	0.057	0.000	-1.64	1.26	0.13	0.07	-0.03	0.07	0	0.002	0.055	-0.045	-0.000	0.001	0.021
0.167	0.002	0.059	0.000	-1.75	1.26	0.13	-0.03	-0.52	-0.03	0	0.002	0.055	-0.049	-0.000	0.001	0.025
0.182	0.001	0.057	0.000	-1.64	1.29	0.14	0.30	-0.28	-0.03	0	0.002	0.055	-0.053	-0.000	0.001	0.028
0.190	0.001	0.058	0.000	-1.67	1.29	0.14	-0.21	-0.38	0.00	0	0.002	0.056	-0.058	-0.000	0.001	0.033
0.198	0.000	0.057	0.000	-1.61	1.33	0.14	-0.05	-0.46	-0.29	0	0.001	0.056	-0.062	-0.000	0.001	0.037
0.206	0.000	0.057	0.000	-1.61	1.33	0.14	0.04	-0.37	0.10	0	0.001	0.056	-0.066	-0.000	0.001	0.042
0.220	-0.000	0.058	0.000	-1.66	1.35	0.14	0.07	-0.32	0.14	0	0.001	0.056	-0.070	-0.000	0.001	0.047
0.232	-0.001	0.058	0.000	-1.64	1.38	0.14	-0.10	-0.17	0.20	0	0.001	0.057	-0.075	-0.000	0.001	0.053
0.240	-0.000	0.057	0.000	-1.61	1.35	0.14	0.19	-0.09	0.09	0	0.001	0.057	-0.079	-0.001	0.001	0.058
0.252	-0.000	0.058	0.000	-1.65	1.34	0.14	0.04	-0.16	0.14	0	0.001	0.057	-0.083	-0.001	0.001	0.064
0.259	0.002	0.052	0.000	-1.40	1.23	0.13	0.03	-0.22	0.14	0	0.001	0.056	-0.087	-0.001	0.001	0.071
0.268	0.003	0.056	0.000	-1.56	1.20	0.13	0.11	-0.53	-0.19	0	0.001	0.056	-0.091	-0.000	0.001	0.077
0.282	0.003	0.057	0.000	-1.60	1.21	0.13	-0.26	-0.21	0.17	0	0.001	0.056	-0.095	-0.000	0.001	0.084
0.290	0.003	0.057	0.000	-1.60	1.19	0.13	0.07	-0.34	0.01	0	0.001	0.056	-0.099	-0.000	0.001	0.091
0.304	0.005	0.055	0.000	-1.53	1.11	0.12	-0.07	-0.32	-0.12	0	0.002	0.056	-0.103	-0.000	0.001	0.099
0.311	0.003	0.057	0.000	-1.61	1.22	0.13	0.17	-0.53	0.05	0	0.002	0.056	-0.107	-0.000	0.001	0.106
0.318	0.003	0.057	0.000	-1.61	1.22	0.13	-0.06	-0.39	-0.17	0	0.002	0.056	-0.111	-0.000	0.001	0.114
0.330	0.002	0.056	0.000	-1.58	1.25	0.13	-0.25	-0.37	0.02	0	0.002	0.056	-0.115	-0.000	0.001	0.123
0.341	0.003	0.059	0.000	-1.71	1.21	0.13	0.02	-0.28	-0.02	0	0.002	0.057	-0.119	0.000	0.001	0.131
0.350	0.002	0.060	0.000	-1.76	1.24	0.13	-0.11	-0.43	-0.04	0	0.002	0.057	-0.123	0.000	0.001	0.140
0.359	0.001	0.058	0.000	-1.67	1.28	0.13	-0.02	-0.31	-0.03	0	0.002	0.057	-0.126	0.000	0.001	0.149
0.371	0.003	0.060	0.000	-1.74	1.23	0.13	0.08	-0.23	0.00	0	0.002	0.058	-0.130	0.000	0.001	0.158
0.380	0.002	0.061	0.000	-1.78	1.24	0.13	0.01	-0.48	0.04	0	0.002	0.058	-0.134	0.000	0.001	0.167
0.391	0.004	0.065	0.000	-1.95	1.18	0.13	-0.18	-0.18	-0.13	0	0.002	0.059	-0.137	0.000	0.002	0.177
0.399	0.004	0.065	0.000	-1.91	1.19	0.13	-0.07	-0.46	-0.10	0	0.002	0.060	-0.141	0.000	0.002	0.187
0.411	0.004	0.065	0.000	-1.91	1.19	0.13	0.05	-0.06	0.04	0	0.003	0.061	-0.145	0.000	0.002	0.197
0.422	0.005	0.065	0.000	-1.90	1.15	0.13	-0.14	-0.87	-0.02	0	0.003	0.061	-0.148	0.000	0.002	0.207
0.430	0.004	0.065	0.000	-1.88	1.21	0.13	-0.04	-0.52	0.08	0	0.003	0.062	-0.151	0.000	0.003	0.217
0.435	0.006	0.061	0.000	-1.70	1.09	0.13	-0.04	-0.57	-0.03	0	0.003	0.062	-0.155	0.000	0.002	0.228
0.450	0.006	0.061	0.000	-1.68	1.10	0.13	-0.15	-0.38	0.09	0	0.004	0.062	-0.158	0.001	0.002	0.239
0.460	0.006	0.062	0.000	-1.73	1.12	0.13	0.04	-0.76	0.14	0	0.004	0.062	-0.161	0.001	0.002	0.250
0.470	0.007	0.062	0.000	-1.70	1.09	0.13	-0.16	-0.39	0.13	0	0.004	0.062	-0.165	0.001	0.002	0.261
0.480	0.011	0.062	0.000	-1.70	0.95	0.12	0.08	-0.45	0.06	0	0.005	0.062	-0.168	0.001	0.002	0.273
0.491	0.011	0.062	0.000	-1.68	0.97	0.12	0.04	-0.36	-0.02	0	0.006	0.062	-0.171	0.001	0.002	0.284
0.501	0.011	0.062	0.000	-1.69	0.96	0.12	-0.38	-0.33	-0.01	0	0.007	0.062	-0.174	0.002	0.002	0.296
0.510	0.011	0.063	0.000	-1.73	1.00	0.12	-0.17	-0.12	-0.05	0	0.007	0.062	-0.177	0.002	0.002	0.308
0.522	0.013	0.068	-0.000	-1.96	0.94	0.11	0.08	-0.12	0.03	0	0.008	0.063	-0.180	0.002	0.003	0.320
0.527	0.010	0.072	-0.000	-2.10	1.07	0.11	-0.22	-0.34	-0.11	0	0.008	0.064	-0.183	0.002	0.003	0.332
0.541	0.009	0.073	-0.000	-2.11	1.12	0.11	0.23	-0.25	0.15	0	0.008	0.066	-0.186	0.002	0.003	0.345
0.550	0.010	0.072	-0.000	-2.07	1.11	0.11	-0.21	-0.36	0.04	0	0.009	0.067	-0.189	0.002	0.004	0.358
0.559	0.010	0.073	-0.000	-2.07	1.12	0.11	-0.18	-0.71	-0.08	0	0.009	0.068	-0.192	0.002	0.004	0.370
0.572	0.006	0.078	-0.000	-2.27	1.31	0.11	-0.00	-0.17	-0.06	0	0.008	0.069	-0.195	0.002	0.004	0.383
0.577	0.006	0.078	-0.000	-2.23	1.27	0.11	0.08	-0.36	-0.19	0	0.008	0.070	-0.198	0.002	0.005	0.396
