t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.019	0.071	0.028	0.000	-1.71	2.41	0.20	-0.00	0.03	0.23	0	0.071	0.028	0.000	0.000	-0.000	-0.000
0.029	0.071	0.029	0.000	-1.75	2.43	0.19	0.18	-0.21	0.02	0	0.071	0.028	-0.001	-0.000	0.000	0.000
0.037	0.071	0.028	0.000	-1.68	2.43	0.20	-0.14	-0.01	0.06	0	0.071	0.028	-0.002	-0.000	0.000	0.000
0.047	0.072	0.028	0.000	-1.65	2.42	0.20	0.17	0.17	-0.12	0	0.071	0.028	-0.004	0.000	0.000	0.001
0.058	0.071	0.028	0.000	-1.64	2.46	0.20	-0.03	0.01	-0.15	0	0.071	0.028	-0.007	-0.000	0.000	0.001
0.069	0.071	0.029	0.000	-1.68	2.47	0.19	0.13	-0.05	-0.06	0	0.071	0.028	-0.010	-0.000	0.000	0.002
0.079	0.070	0.027	0.000	-1.59	2.50	0.20	0.05	-0.13	0.22	0	0.071	0.028	-0.013	-0.000	-0.000	0.003
0.088	0.071	0.028	0.000	-1.62	2.47	0.20	-0.09	-0.24	-0.12	0	0.071	0.028	-0.016	-0.000	-0.000	0.004
0.098	0.071	0.027	0.000	-1.57	2.48	0.20	-0.03	-0.07	0.12	0	0.071	0.028	-0.020	-0.000	-0.000	0.006
0.108	0.072	0.027	0.000	-1.57	2.45	0.20	0.08	-0.02	-0.04	0	0.071	0.028	-0.024	-0.000	-0.000	0.007
0.118	0.072	0.032	0.000	-1.78	2.45	0.18	-0.02	0.07	0.07	0	0.071	0.028	-0.028	-0.000	0.000	0.010
0.128	0.072	0.032	0.000	-1.76	2.45	0.19	0.20	0.04	0.21	0	0.071	0.029	-0.032	0.000	0.000	0.012
0.139	0.071	0.029	0.000	-1.61	2.50	0.20	-0.00	-0.22	0.02	0	0.071	0.029	-0.036	-0.000	0.000	0.015
0.144	0.071	0.029	0.000	-1.59	2.51	0.20	0.03	-0.16	-0.37	0	0.071	0.029	-0.040	-0.000	0.000	0.018
0.158	0.070	0.030	0.000	-1.62	2.55	0.20	0.08	0.10	0.01	0	0.071	0.029	-0.045	-0.000	0.000	0.021
0.169	0.071	0.029	0.000	-1.55	2.49	0.20	0.20	-0.08	-0.08	0	0.071	0.029	-0.049	-0.000	0.000	0.025
0.179	0.070	0.030	0.000	-1.61	2.55	0.20	-0.05	-0.15	-0.01	0	0.071	0.029	-0.053	-0.000	0.000	0.029
0.189	0.071	0.029	0.000	-1.55	2.52	0.20	-0.12	-0.04	0.12	0	0.071	0.029	-0.057	-0.000	0.000	0.033
0.199	0.071	0.029	0.000	-1.55	2.50	0.20	0.08	0.18	0.12	0	0.071	0.029	-0.062	-0.000	0.000	0.038
0.208	0.071	0.029	0.000	-1.54	2.50	0.20	0.00	0.01	-0.04	0	0.071	0.029	-0.066	-0.000	0.000	0.043
0.218	0.071	0.028	0.000	-1.51	2.53	0.20	0.14	0.24	0.10	0	0.071	0.029	-0.070	-0.000	0.000	0.049
0.228	0.071	0.028	0.000	-1.51	2.53	0.20	-0.02	-0.15	-0.14	0	0.071	0.029	-0.075	-0.000	0.000	0.054
0.240	0.071	0.029	0.000	-1.53	2.53	0.20	-0.04	-0.03	-0.03	0	0.071	0.029	-0.079	-0.000	0.000	0.060
0.245	0.072	0.029	0.000	-1.52	2.50	0.20	0.01	-0.05	0.04	0	0.071	0.029	-0.083	-0.000	0.000	0.067
0.259	0.074	0.031	0.000	-1.60	2.41	0.19	0.12	0.06	0.04	0	0.071	0.029	-0.087	0.000	0.000	0.073
0.269	0.073	0.030	0.000	-1.56	2.45	0.20	0.01	0.01	0.04	0	0.072	0.029	-0.091	0.000	0.000	0.080
0.275	0.075	0.036	0.000	-1.81	2.38	0.18	0.01	-0.17	0.03	0	0.072	0.030	-0.095	0.000	0.001	0.087
0.287	0.076	0.036	0.000	-1.79	2.34	0.18	-0.04	-0.44	0.04	0	0.073	0.031	-0.099	0.000	0.001	0.095
0.299	0.074	0.035	0.000	-1.74	2.44	0.19	-0.04	-0.21	0.07	0	0.073	0.032	-0.103	0.001	0.001	0.103
0.309	0.076	0.037	0.000	-1.78	2.36	0.18	0.08	0.07	-0.13	0	0.073	0.032	-0.107	0.001	0.001	0.111
0.319	0.076	0.037	0.000	-1.77	2.36	0.18	0.17	0.21	0.05	0	0.074	0.033	-0.111	0.001	0.002	0.119
0.328	0.076	0.037	0.000	-1.73	2.38	0.19	0.29	0.02	0.07	0	0.074	0.033	-0.115	0.001	0.002	0.128
0.335	0.074	0.034	0.000	-1.61	2.48	0.20	-0.23	-0.08	0.11	0	0.074	0.034	-0.119	0.001	0.002	0.137
0.350	0.076	0.036	0.000	-1.69	2.41	0.19	0.05	0.15	-0.00	0	0.074	0.034	-0.123	0.001	0.002	0.147
0.359	0.076	0.036	0.000	-1.66	2.42	0.19	0.08	0.12	-0.17	0	0.075	0.034	-0.127	0.001	0.002	0.156
0.367	0.076	0.037	0.000	-1.69	2.43	0.19	-0.06	0.19	0.03	0	0.075	0.035	-0.130	0.001	0.002	0.166
0.377	0.076	0.039	0.000	-1.73	2.44	0.19	-0.10	-0.09	0.02	0	0.075	0.035	-0.134	0.001	0.002	0.176
0.384	0.074	0.036	0.000	-1.61	2.53	0.20	-0.08	-0.17	0.02	0	0.075	0.035	-0.137	0.001	0.002	0.187
0.400	0.076	0.036	0.000	-1.59	2.45	0.20	0.14	0.35	0.01	0	0.075	0.036	-0.141	0.001	0.002	0.197
0.408	0.076	0.037	0.000	-1.60	2.44	0.20	-0.02	-0.01	-0.10	0	0.075	0.036	-0.144	0.001	0.003	0.208
0.418	0.076	0.037	0.000	-1.60	2.46	0.20	-0.11	0.08	0.18	0	0.075	0.036	-0.148	0.001	0.003	0.220
0.426	0.075	0.037	0.000	-1.60	2.53	0.20	-0.02	0.13	0.12	0	0.075	0.036	-0.151	0.001	0.003	0.231
0.437	0.076	0.036	0.000	-1.55	2.48	0.20	-0.06	-0.20	0.05	0	0.075	0.036	-0.155	0.001	0.003	0.243
0.448	0.076	0.036	0.000	-1.55	2.48	0.20	0.05	0.04	0.02	0	0.076	0.036	-0.158	0.001	0.003	0.255
0.459	0.075	0.037	0.000	-1.57	2.52	0.20	0.04	-0.27	-0.21	0	0.076	0.037	-0.161	0.001	0.003	0.267
0.468	0.076	0.037	0.000	-1.54	2.50	0.20	0.05	-0.14	0.07	0	0.076	0.037	-0.165	0.001	0.003	0.280
0.476	0.076	0.037	0.000	-1.53	2.50	0.20	-0.01	0.08	-0.06	0	0.076	0.037	-0.168	0.001	0.003	0.292
0.489	0.076	0.037	0.000	-1.53	2.51	0.20	0.05	0.16	0.03	0	0.076	0.037	-0.171	0.001	0.003	0.305
0.498	0.076	0.036	0.000	-1.47	2.51	0.20	0.03	-0.16	-0.06	0	0.076	0.037	-0.174	0.001	0.003	0.319
0.504	0.076	0.036	0.000	-1.47	2.51	0.20	-0.20	0.21	-0.04	0	0.076	0.037	-0.177	0.001	0.003	0.332
0.518	0.076	0.037	0.000	-1.53	2.51	0.20	0.14	-0.08	0.20	0	0.076	0.037	-0.180	0.001	0.003	0.346
0.529	0.076	0.036	0.000	-1.48	2.52	0.20	0.05	-0.09	0.01	0	0.076	0.037	-0.183	0.001	0.003	0.360
0.538	0.076	0.037	0.000	-1.52	2.51	0.20	-0.14	-0.03	0.13	0	0.076	0.037	-0.186	0.001	0.003	0.374
0.543	0.076	0.036	0.000	-1.44	2.52	0.21	0.03	-0.25	-0.01	0	0.076	0.037	-0.189	0.001	0.003	0.388
0.554	0.076	0.036	0.000	-1.42	2.52	0.21	-0.02	0.19	-0.12	0	0.076	0.037	-0.192	0.001	0.002	0.403
0.568	0.076	0.036	0.000	-1.45	2.53	0.21	0.19	0.09	0.12	0	0.076	0.037	-0.195	0.001	0.002	0.417
0.578	0.077	0.037	0.000	-1.50	2.52	0.20	-0.13	-0.07	-0.02	0	0.076	0.037	-0.197	0.001	0.002	0.432
0.585	0.076	0.037	0.000	-1.46	2.53	0.21	0.20	-0.11	-0.06	0	0.076	0.037	-0.200	0.001	0.002	0.448
0.595	0.075	0.037	0.000	-1.47	2.59	0.21	-0.22	0.01	0.03	0	0.076	0.037	-0.203	0.001	0.002	0.463
0.608	0.075	0.037	0.000	-1.48	2.60	0.21	0.22	0.11	-0.06	0	0.076	0.037	-0.206	0.001	0.002	0.479
0.618	0.077	0.037	0.000	-1.47	2.53	0.20	-0.04	-0.25	-0.06	0	0.076	0.037	-0.208	0.001	0.002	0.495
0.629	0.076	0.036	0.000	-1.42	2.54	0.21	0.13	-0.15	0.16	0	0.076	0.037	-0.211	0.001	0.002	0.511
0.635	0.076	0.037	0.000	-1.43	2.54	0.21	-0.08	0.07	-0.07	0	0.076	0.037	-0.213	0.001	0.002	0.527
0.646	0.076	0.038	0.000	-1.47	2.57	0.21	-0.21	-0.03	0.10	0	0.076	0.037	-0.216	0.001	0.002	0.543
0.657	0.077	0.037	0.000	-1.45	2.52	0.21	0.01	0.14	0.03	0	0.076	0.037	-0.218	0.001	0.002	0.560
0.668	0.077	0.037	0.000	-1.42	2.54	0.21	0.07	0.01	0.14	0	0.077	0.037	-0.221	0.001	0.002	0.576
0.681	0.076	0.036	0.000	-1.38	2.55	0.21	0.02	-0.14	0.01	0	0.077	0.037	-0.223	0.001	0.002	0.593
0.685	0.076	0.036	0.000	-1.38	2.55	0.21	0.27	-0.00	-0.09	0	0.077	0.037	-0.226	0.001	0.002	0.611
0.697	0.076	0.037	0.000	-1.42	2.55	0.21	0.17	0.04	0.01	0	0.077	0.037	-0.228	0.001	0.002	0.628
0.708	0.076	0.035	0.000	-1.36	2.57	0.21	0.03	-0.11	-0.06	0	0.077	0.037	-0.230	0.001	0.002	0.645
0.715	0.076	0.036	0.000	-1.38	2.57	0.21	-0.04	-0.17	0.13	0	0.077	0.037	-0.233	0.001	0.002	0.663
0.727	0.076	0.036	0.000	-1.39	2.57	0.21	0.24	0.03	-0.09	0	0.077	0.037	-0.235	0.001	0.002	0.681
0.739	0.076	0.036	0.000	-1.37	2.59	0.22	-0.11	0.03	0.22	0	0.077	0.037	-0.237	0.001	0.002	0.699
0.748	0.076	0.036	0.000	-1.40	2.57	0.21	0.15	0.31	0.11	0	0.077	0.037	-0.239	0.001	0.002	0.717
0.758	0.076	0.037	0.000	-1.42	2.57	0.21	-0.12	-0.09	-0.14	0	0.077	0.037	-0.241	0.001	0.002	0.735
0.768	0.076	0.036	0.000	-1.39	2.57	0.21	-0.11	-0.07	0.20	0	0.077	0.037	-0.243	0.001	0.002	0.754
0.777	0.076	0.037	0.000	-1.44	2.57	0.21	0.20	-0.14	0.12	0	0.077	0.037	-0.245	0.001	0.002	0.772
0.788	0.076	0.036	0.000	-1.38	2.57	0.21	0.09	-0.27	-0.10	0	0.077	0.037	-0.247	0.001	0.002	0.791
0.800	0.077	0.036	0.000	-1.38	2.57	0.21	0.22	-0.04	0.14	0	0.077	0.037	-0.249	0.001	0.002	0.810
0.807	0.077	0.035	0.000	-1.35	2.55	0.21	-0.08	0.02	-0.16	0	0.077	0.037	-0.251	0.001	0.002	0.829
0.818	0.074	0.035	0.000	-1.32	2.66	0.23	-0.07	0.01	0.10	0	0.076	0.037	-0.253	0.001	0.002	0.848
0.828	0.076	0.035	0.000	-1.36	2.59	0.22	0.25	0.33	0.25	0	0.076	0.036	-0.255	0.001	0.002	0.868
0.836	0.076	0.037	0.000	-1.41	2.56	0.22	-0.02	0.09	-0.03	0	0.076	0.037	-0.257	0.001	0.002	0.887
0.848	0.076	0.037	0.000	-1.43	2.56	0.22	0.18	-0.07	0.22	0	0.076	0.037	-0.259	0.001	0.002	0.907
0.858	0.076	0.036	0.000	-1.39	2.56	0.22	-0.17	-0.17	0.01	0	0.076	0.037	-0.261	0.001	0.002	0.927
