t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.019	0.165	0.535	0.000	-0.51	1.59	-4.53	0.19	-0.06	0.24	0	0.165	0.535	0.000	-0.000	-0.000	-0.000
0.034	0.166	0.536	0.000	-0.52	1.53	-4.52	-0.15	0.16	0.07	0	0.165	0.535	-0.001	0.000	0.000	0.000
0.044	0.166	0.534	0.000	-0.42	1.50	-4.53	0.09	0.01	0.14	0	0.165	0.535	-0.002	0.000	-0.000	0.000
0.055	0.166	0.535	0.000	-0.47	1.52	-4.52	-0.13	-0.11	0.04	0	0.165	0.535	-0.004	0.000	-0.000	0.001
0.061	0.166	0.535	0.000	-0.47	1.51	-4.51	0.03	-0.35	-0.03	0	0.165	0.535	-0.007	0.000	-0.000	0.001
0.073	0.165	0.536	0.000	-0.49	1.54	-4.51	-0.18	0.24	0.05	0	0.165	0.535	-0.010	0.000	-0.000	0.002
0.085	0.163	0.535	0.000	-0.42	1.61	-4.51	0.09	0.14	0.09	0	0.165	0.535	-0.013	0.000	-0.000	0.003
0.095	0.166	0.532	0.000	-0.28	1.48	-4.52	0.11	0.09	-0.09	0	0.165	0.535	-0.016	0.000	-0.000	0.004
0.107	0.164	0.538	0.000	-0.55	1.56	-4.49	-0.07	0.11	0.10	0	0.165	0.535	-0.020	0.000	-0.000	0.006
0.113	0.166	0.536	0.000	-0.48	1.47	-4.49	-0.02	-0.24	-0.15	0	0.165	0.535	-0.024	0.000	-0.000	0.007
0.123	0.165	0.537	0.000	-0.52	1.48	-4.49	0.10	-0.02	0.11	0	0.165	0.535	-0.028	0.000	0.000	0.009
0.135	0.165	0.536	0.000	-0.45	1.49	-4.49	-0.14	0.23	0.12	0	0.165	0.536	-0.032	0.000	0.000	0.012
0.145	0.165	0.536	0.000	-0.45	1.47	-4.48	0.06	-0.12	-0.04	0	0.165	0.536	-0.036	0.000	0.000	0.015
0.153	0.166	0.536	0.000	-0.44	1.45	-4.48	-0.09	0.48	0.17	0	0.165	0.536	-0.040	0.000	0.000	0.018
0.164	0.166	0.536	0.000	-0.43	1.42	-4.47	-0.10	-0.01	-0.17	0	0.165	0.536	-0.045	0.000	0.000	0.021
0.176	0.165	0.537	0.000	-0.45	1.49	-4.47	0.03	0.04	0.04	0	0.165	0.536	-0.049	0.000	0.000	0.025
0.186	0.166	0.538	0.000	-0.49	1.44	-4.46	0.09	-0.02	0.14	0	0.165	0.536	-0.053	0.000	0.000	0.028
0.197	0.166	0.538	0.000	-0.47	1.44	-4.46	-0.06	0.12	-0.01	0	0.165	0.536	-0.057	0.000	0.000	0.033
0.203	0.165	0.536	0.000	-0.40	1.47	-4.45	-0.08	0.08	0.26	0	0.165	0.536	-0.062	0.000	0.000	0.037
0.213	0.166	0.536	0.000	-0.39	1.42	-4.45	0.11	-0.00	-0.02	0	0.165	0.536	-0.066	0.000	0.000	0.042
0.222	0.172	0.536	0.000	-0.40	1.15	-4.45	0.12	-0.21	0.11	0	0.166	0.536	-0.070	0.001	0.000	0.047
0.234	0.172	0.536	0.000	-0.40	1.15	-4.44	-0.10	0.05	0.15	0	0.167	0.536	-0.075	0.001	0.000	0.053
0.243	0.173	0.536	0.000	-0.40	1.15	-4.44	-0.16	-0.01	0.07	0	0.168	0.536	-0.079	0.001	0.000	0.058
0.252	0.173	0.536	0.000	-0.40	1.15	-4.43	0.14	0.22	0.20	0	0.168	0.536	-0.083	0.001	0.000	0.064
0.264	0.174	0.536	0.000	-0.39	1.13	-4.43	0.13	-0.15	-0.24	0	0.169	0.536	-0.087	0.002	0.000	0.071
0.274	0.174	0.536	0.000	-0.37	1.15	-4.42	-0.13	-0.16	-0.11	0	0.170	0.536	-0.091	0.002	0.000	0.077
0.285	0.173	0.536	0.000	-0.38	1.20	-4.42	0.12	0.02	0.20	0	0.170	0.536	-0.095	0.002	0.000	0.084
0.294	0.172	0.537	0.000	-0.40	1.25	-4.41	-0.09	-0.13	0.01	0	0.170	0.536	-0.099	0.002	0.000	0.091
0.303	0.172	0.535	0.000	-0.34	1.25	-4.41	0.07	-0.06	0.06	0	0.170	0.536	-0.103	0.002	0.000	0.099
0.312	0.174	0.532	0.000	-0.22	1.18	-4.40	-0.25	-0.11	-0.08	0	0.171	0.536	-0.107	0.002	0.000	0.106
0.324	0.174	0.531	0.000	-0.22	1.17	-4.39	0.01	0.03	0.13	0	0.171	0.535	-0.111	0.002	-0.000	0.114
0.334	0.172	0.533	0.000	-0.26	1.26	-4.39	0.00	-0.14	0.17	0	0.171	0.535	-0.115	0.002	-0.000	0.123
0.345	0.173	0.530	0.000	-0.17	1.22	-4.38	0.07	-0.01	-0.18	0	0.172	0.534	-0.119	0.002	-0.000	0.131
0.354	0.175	0.530	0.000	-0.20	1.18	-4.38	-0.11	-0.16	0.18	0	0.172	0.534	-0.123	0.003	-0.001	0.140
0.362	0.172	0.533	0.000	-0.29	1.29	-4.37	-0.16	-0.17	0.06	0	0.172	0.533	-0.126	0.003	-0.001	0.149
0.373	0.173	0.531	0.000	-0.23	1.28	-4.36	0.22	0.09	-0.15	0	0.172	0.533	-0.130	0.003	-0.001	0.158
0.385	0.172	0.533	0.000	-0.31	1.31	-4.36	0.04	-0.20	-0.08	0	0.172	0.533	-0.134	0.003	-0.001	0.167
0.393	0.173	0.535	0.000	-0.36	1.30	-4.37	-0.12	0.20	-0.08	0	0.172	0.533	-0.137	0.003	-0.001	0.177
0.403	0.173	0.533	0.000	-0.31	1.31	-4.36	-0.17	0.02	0.11	0	0.173	0.533	-0.141	0.002	-0.001	0.187
0.413	0.174	0.529	0.000	-0.17	1.25	-4.34	-0.24	-0.21	0.09	0	0.173	0.533	-0.144	0.003	-0.001	0.197
0.422	0.175	0.526	0.000	-0.08	1.19	-4.33	-0.11	0.07	0.23	0	0.173	0.532	-0.148	0.003	-0.001	0.207
0.434	0.177	0.527	0.000	-0.12	1.16	-4.33	-0.07	0.35	0.39	0	0.174	0.531	-0.151	0.003	-0.001	0.217
0.446	0.173	0.525	0.000	-0.08	1.30	-4.31	-0.09	-0.05	0.04	0	0.174	0.530	-0.155	0.003	-0.002	0.228
0.453	0.175	0.528	0.000	-0.17	1.22	-4.32	0.09	0.02	0.11	0	0.174	0.530	-0.158	0.003	-0.002	0.239
0.463	0.176	0.527	0.000	-0.16	1.21	-4.32	-0.20	-0.01	0.08	0	0.174	0.530	-0.161	0.003	-0.002	0.250
