t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.022	-1.080	-36.557	-0.000	0.46	0.82	0.02	0.20	0.02	0.03	0	-1.080	-36.557	-0.000	0.000	-0.000	-0.000
0.032	-1.100	-36.587	-0.000	0.46	0.81	0.02	0.03	-0.13	0.07	0	-1.082	-36.560	-0.001	-0.001	-0.001	0.000
0.032	-1.105	-36.630	-0.000	0.46	0.81	0.02	-0.12	-0.19	-0.03	0	-1.085	-36.569	-0.003	-0.002	-0.004	0.000
0.055	-1.110	-36.673	-0.000	0.45	0.82	0.02	0.12	-0.16	-0.05	0	-1.088	-36.582	-0.005	-0.003	-0.009	0.001
0.065	-1.115	-36.716	-0.000	0.45	0.82	0.02	0.16	0.02	-0.17	0	-1.092	-36.598	-0.007	-0.004	-0.015	0.001
0.074	-1.133	-36.749	-0.000	0.45	0.82	0.02	0.06	-0.15	0.04	0	-1.097	-36.617	-0.010	-0.006	-0.022	0.002
0.081	-1.138	-36.792	-0.000	0.45	0.82	0.02	0.08	0.02	-0.09	0	-1.102	-36.639	-0.013	-0.008	-0.030	0.003
0.094	-1.143	-36.836	-0.000	0.45	0.82	0.02	-0.05	-0.09	-0.23	0	-1.107	-36.664	-0.017	-0.010	-0.038	0.004
0.108	-1.148	-36.879	-0.000	0.45	0.82	0.02	0.11	-0.03	0.07	0	-1.112	-36.691	-0.020	-0.012	-0.048	0.006
0.114	-1.153	-36.922	-0.000	0.45	0.82	0.02	-0.10	-0.29	-0.06	0	-1.118	-36.721	-0.024	-0.013	-0.058	0.007
0.124	-1.170	-36.957	-0.000	0.45	0.82	0.02	-0.02	-0.01	-0.03	0	-1.124	-36.751	-0.028	-0.016	-0.069	0.010
0.134	-1.175	-37.000	-0.000	0.45	0.82	0.02	-0.04	-0.32	-0.10	0	-1.131	-36.784	-0.032	-0.018	-0.080	0.012
0.142	-1.180	-37.043	-0.000	0.45	0.82	0.02	-0.01	-0.16	0.06	0	-1.137	-36.817	-0.037	-0.020	-0.091	0.015
0.152	-1.185	-37.086	-0.000	0.45	0.82	0.02	-0.12	-0.18	0.18	0	-1.144	-36.853	-0.041	-0.022	-0.103	0.018
0.163	-1.201	-37.121	-0.000	0.45	0.82	0.02	0.05	-0.16	-0.10	0	-1.151	-36.889	-0.045	-0.025	-0.115	0.021
0.174	-1.207	-37.165	-0.000	0.45	0.82	0.02	0.29	-0.02	0.06	0	-1.159	-36.926	-0.049	-0.027	-0.127	0.025
