t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.024	-6.153	-3.234	0.000	-1.23	2.61	7.97	0.02	0.03	-0.06	0	-6.153	-3.234	0.000	0.000	-0.000	-0.000
0.033	-6.155	-3.234	0.000	-1.27	2.65	7.96	0.13	-0.16	0.19	0	-6.153	-3.234	-0.001	-0.000	0.000	0.000
0.044	-6.155	-3.234	0.000	-1.31	2.60	7.95	0.03	-0.08	0.33	0	-6.153	-3.234	-0.002	-0.000	0.000	0.000
0.053	-6.154	-3.234	0.000	-1.28	2.56	7.95	-0.03	-0.02	-0.06	0	-6.153	-3.234	-0.004	-0.000	0.000	0.001
0.064	-6.156	-3.234	0.000	-1.29	2.62	7.94	-0.01	-0.13	-0.02	0	-6.154	-3.234	-0.007	-0.000	0.000	0.001
0.073	-6.155	-3.234	0.000	-1.27	2.61	7.93	-0.07	-0.27	-0.05	0	-6.154	-3.234	-0.010	-0.000	0.000	0.002
0.084	-6.156	-3.234	0.000	-1.28	2.62	7.93	0.20	-0.20	0.12	0	-6.154	-3.234	-0.013	-0.000	0.000	0.003
0.094	-6.156	-3.234	0.000	-1.29	2.60	7.92	-0.06	0.13	0.04	0	-6.154	-3.234	-0.016	-0.001	0.000	0.004
0.102	-6.155	-3.234	0.000	-1.26	2.62	7.91	-0.04	0.06	-0.10	0	-6.154	-3.234	-0.020	-0.001	0.000	0.006
0.109	-6.155	-3.234	0.000	-1.26	2.58	7.90	-0.01	-0.05	0.09	0	-6.155	-3.234	-0.024	-0.001	0.000	0.007
0.124	-6.156	-3.234	0.000	-1.29	2.58	7.89	-0.26	0.03	0.26	0	-6.155	-3.234	-0.028	-0.001	0.000	0.010
0.134	-6.156	-3.234	0.000	-1.28	2.59	7.89	-0.05	-0.38	-0.02	0	-6.155	-3.234	-0.032	-0.001	0.000	0.012
0.143	-6.156	-3.234	0.000	-1.28	2.59	7.88	-0.11	-0.04	0.15	0	-6.155	-3.234	-0.036	-0.001	0.000	0.015
0.153	-6.155	-3.234	0.000	-1.27	2.57	7.87	-0.33	-0.14	0.12	0	-6.155	-3.234	-0.040	-0.001	0.000	0.018
0.164	-6.156	-3.234	0.000	-1.28	2.57	7.86	-0.00	-0.23	-0.13	0	-6.155	-3.234	-0.045	-0.001	0.000	0.021
0.175	-6.156	-3.234	0.000	-1.29	2.56	7.85	-0.13	-0.16	-0.03	0	-6.155	-3.234	-0.049	-0.001	0.000	0.025
0.183	-6.156	-3.234	0.000	-1.27	2.56	7.85	-0.03	-0.03	0.04	0	-6.155	-3.234	-0.053	-0.001	0.000	0.029
0.192	-6.156	-3.234	0.000	-1.29	2.50	7.84	-0.13	0.17	0.02	0	-6.155	-3.234	-0.058	-0.001	-0.000	0.033
0.204	-6.155	-3.234	0.000	-1.26	2.53	7.83	-0.05	-0.11	0.05	0	-6.155	-3.234	-0.062	-0.001	-0.000	0.038
0.214	-6.154	-3.235	0.000	-1.22	2.54	7.82	-0.29	-0.15	-0.02	0	-6.155	-3.234	-0.066	-0.001	-0.000	0.043
