t	x	y	z	roll	pitch	yaw	g_x	g_y	g_z	thrust	eso_x	eso_y	eso_z	dist_x	dist_y	dist_z
0.022	-0.198	0.265	0.000	-0.55	0.59	-0.53	0.00	-0.10	-0.18	0	-0.198	0.265	0.000	-0.000	-0.000	0.000
0.036	-0.198	0.265	0.000	-0.55	0.59	-0.53	0.07	-0.28	0.12	0	-0.198	0.265	-0.001	0.000	-0.000	0.000
0.043	-0.199	0.265	0.000	-0.56	0.67	-0.53	-0.08	-0.07	-0.11	0	-0.198	0.265	-0.002	-0.000	0.000	0.000
0.053	-0.200	0.265	0.000	-0.56	0.67	-0.52	0.16	0.03	0.12	0	-0.198	0.265	-0.004	-0.000	0.000	0.001
0.061	-0.199	0.266	0.000	-0.58	0.66	-0.52	0.08	-0.17	-0.13	0	-0.198	0.265	-0.007	-0.000	0.000	0.001
0.075	-0.200	0.266	0.000	-0.58	0.66	-0.52	0.21	0.01	-0.23	0	-0.199	0.265	-0.010	-0.000	0.000	0.002
0.089	-0.199	0.266	0.000	-0.58	0.63	-0.52	0.01	-0.02	0.16	0	-0.199	0.265	-0.013	-0.000	0.000	0.003
0.096	-0.199	0.266	0.000	-0.58	0.65	-0.52	-0.00	0.06	0.06	0	-0.199	0.266	-0.016	-0.000	0.000	0.004
0.106	-0.198	0.266	0.000	-0.58	0.59	-0.52	0.15	-0.03	0.01	0	-0.199	0.266	-0.020	-0.000	0.000	0.006
0.116	-0.198	0.266	0.000	-0.58	0.59	-0.52	-0.07	-0.16	0.02	0	-0.199	0.266	-0.024	-0.000	0.000	0.007
0.124	-0.199	0.264	0.000	-0.52	0.62	-0.52	0.03	0.07	-0.02	0	-0.199	0.265	-0.028	-0.000	0.000	0.010
0.135	-0.199	0.264	0.000	-0.52	0.62	-0.52	0.11	-0.19	-0.03	0	-0.199	0.265	-0.032	-0.000	0.000	0.012
0.145	-0.200	0.266	0.000	-0.61	0.66	-0.52	0.27	-0.22	0.21	0	-0.199	0.265	-0.036	-0.000	0.000	0.015
0.151	-0.199	0.265	0.000	-0.57	0.65	-0.52	0.09	-0.03	0.09	0	-0.199	0.265	-0.040	-0.000	0.000	0.018
0.160	-0.199	0.265	0.000	-0.57	0.65	-0.52	0.07	-0.01	0.01	0	-0.199	0.265	-0.045	-0.000	0.000	0.021
0.193	-0.200	0.266	0.000	-0.59	0.66	-0.52	0.08	0.02	0.15	0	-0.199	0.265	-0.049	-0.000	0.000	0.025
0.197	-0.198	0.266	0.000	-0.59	0.59	-0.52	0.14	-0.26	0.01	0	-0.199	0.266	-0.053	-0.000	0.000	0.029
0.201	-0.198	0.266	0.000	-0.59	0.59	-0.52	0.14	-0.08	-0.02	0	-0.199	0.266	-0.058	-0.000	0.000	0.033
0.205	-0.198	0.266	0.000	-0.58	0.60	-0.52	0.12	0.00	0.06	0	-0.199	0.266	-0.062	-0.000	0.000	0.038
0.216	-0.199	0.266	0.000	-0.60	0.66	-0.52	0.08	0.01	0.00	0	-0.199	0.266	-0.066	-0.000	0.000	0.043
0.224	-0.199	0.265	0.000	-0.57	0.66	-0.52	-0.04	-0.29	0.01	0	-0.199	0.266	-0.071	-0.000	0.000	0.049
0.234	-0.199	0.265	0.000	-0.56	0.65	-0.52	0.12	-0.15	-0.05	0	-0.199	0.266	-0.075	-0.000	0.000	0.054
0.245	-0.199	0.266	0.000	-0.59	0.62	-0.52	0.15	-0.12	0.02	0	-0.199	0.266	-0.079	-0.000	0.000	0.060
0.255	-0.199	0.266	0.000	-0.60	0.64	-0.52	-0.01	-0.11	0.07	0	-0.199	0.266	-0.083	-0.000	0.000	0.067
0.263	-0.198	0.266	0.000	-0.58	0.60	-0.52	0.03	0.02	0.16	0	-0.199	0.266	-0.087	-0.000	0.000	0.073
0.274	-0.199	0.266	0.000	-0.61	0.65	-0.51	0.21	-0.12	-0.02	0	-0.199	0.266	-0.091	-0.000	0.000	0.080
0.285	-0.199	0.266	0.000	-0.61	0.66	-0.51	0.06	-0.04	-0.02	0	-0.199	0.266	-0.096	-0.000	0.000	0.087
0.297	-0.199	0.266	0.000	-0.61	0.63	-0.51	0.09	-0.21	-0.16	0	-0.199	0.266	-0.100	-0.000	0.000	0.095
0.305	-0.200	0.266	0.000	-0.61	0.67	-0.51	-0.09	-0.14	0.04	0	-0.199	0.266	-0.104	-0.000	0.000	0.103
0.312	-0.199	0.266	0.000	-0.61	0.65	-0.51	0.03	-0.16	-0.11	0	-0.199	0.266	-0.108	-0.000	0.000	0.111
0.325	-0.199	0.266	0.000	-0.57	0.64	-0.51	0.22	-0.20	-0.16	0	-0.199	0.266	-0.111	-0.000	0.000	0.119
