t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw,eso_x,eso_y,eso_z,eso_vx,eso_vy,eso_vz,eso_roll,eso_pitch,eso_yaw,dist_x,dist_y,dist_z,imu_roll,imu_pitch,m1,m2,m3,m4,pid1,pid2,pid3,pid4,eso1,eso2,eso3,eso4
4.744,HOVER,-0.0000,0.0000,0.5062,0.0000,0.0000,0.5000,0.0062,0.0000,-0.0000,0.0000,0.5075,0.0000,-0.0000,0.0454,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0160,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.752,HOVER,-0.0000,0.0000,0.5062,0.0000,0.0000,0.5000,0.0062,0.0000,-0.0000,0.0000,0.5074,0.0000,-0.0000,0.0449,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0161,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.760,HOVER,-0.0000,0.0000,0.5061,0.0000,0.0000,0.5000,0.0061,0.0000,-0.0000,0.0000,0.5074,0.0000,-0.0000,0.0443,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0162,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.768,HOVER,-0.0000,0.0000,0.5061,0.0000,0.0000,0.5000,0.0061,0.0000,-0.0000,0.0000,0.5073,0.0000,-0.0000,0.0437,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0164,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.776,HOVER,-0.0000,0.0000,0.5061,0.0000,0.0000,0.5000,0.0061,0.0000,-0.0000,0.0000,0.5073,0.0000,-0.0000,0.0432,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0165,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.784,HOVER,-0.0000,0.0000,0.5060,0.0000,0.0000,0.5000,0.0060,0.0000,-0.0000,0.0000,0.5072,0.0000,-0.0000,0.0426,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0166,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.792,HOVER,-0.0000,0.0000,0.5060,0.0000,0.0000,0.5000,0.0060,0.0000,-0.0000,0.0000,0.5072,0.0000,-0.0000,0.0421,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0168,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.800,HOVER,-0.0000,0.0000,0.5059,0.0000,0.0000,0.5000,0.0059,0.0000,-0.0000,0.0000,0.5071,0.0000,-0.0000,0.0415,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0169,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.808,HOVER,-0.0000,0.0000,0.5059,0.0000,0.0000,0.5000,0.0059,0.0000,-0.0000,0.0000,0.5071,0.0000,-0.0000,0.0410,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0170,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.816,HOVER,-0.0000,0.0000,0.5059,0.0000,0.0000,0.5000,0.0059,0.0000,-0.0000,0.0000,0.5070,0.0000,-0.0000,0.0404,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0171,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.824,HOVER,-0.0000,0.0000,0.5058,0.0000,0.0000,0.5000,0.0058,0.0000,-0.0000,0.0000,0.5070,0.0000,-0.0000,0.0399,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0172,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.832,HOVER,-0.0000,0.0000,0.5058,0.0000,0.0000,0.5000,0.0058,0.0000,-0.0000,0.0000,0.5069,0.0000,-0.0000,0.0394,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0174,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.840,HOVER,-0.0000,0.0000,0.5058,0.0000,0.0000,0.5000,0.0058,0.0000,-0.0000,0.0000,0.5069,0.0000,-0.0000,0.0388,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0175,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.848,HOVER,-0.0000,0.0000,0.5057,0.0000,0.0000,0.5000,0.0057,0.0000,-0.0000,0.0000,0.5068,0.0000,-0.0000,0.0383,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0176,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.856,HOVER,-0.0000,0.0000,0.5057,0.0000,0.0000,0.5000,0.0057,0.0000,-0.0000,0.0000,0.5068,0.0000,-0.0000,0.0378,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0177,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.864,HOVER,-0.0000,0.0000,0.5057,0.0000,0.0000,0.5000,0.0057,0.0000,-0.0000,0.0000,0.5067,0.0000,-0.0000,0.0373,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0178,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.872,HOVER,-0.0000,0.0000,0.5056,0.0000,0.0000,0.5000,0.0056,0.0000,-0.0000,0.0000,0.5067,0.0000,-0.0000,0.0368,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0179,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.880,HOVER,-0.0000,0.0000,0.5056,0.0000,0.0000,0.5000,0.0056,0.0000,-0.0000,0.0000,0.5066,0.0000,-0.0000,0.0363,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0180,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.888,HOVER,-0.0000,0.0000,0.5056,0.0000,0.0000,0.5000,0.0056,0.0000,-0.0000,0.0000,0.5066,0.0000,-0.0000,0.0358,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0181,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.896,HOVER,-0.0000,0.0000,0.5055,0.0000,0.0000,0.5000,0.0055,0.0000,-0.0000,0.0000,0.5065,0.0000,-0.0000,0.0353,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0183,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.904,HOVER,-0.0000,0.0000,0.5055,0.0000,0.0000,0.5000,0.0055,0.0000,-0.0000,0.0000,0.5065,0.0000,-0.0000,0.0348,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0184,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.912,HOVER,-0.0000,0.0000,0.5055,0.0000,0.0000,0.5000,0.0055,0.0000,-0.0000,0.0000,0.5064,0.0000,-0.0000,0.0343,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0185,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.920,HOVER,-0.0000,0.0000,0.5054,0.0000,0.0000,0.5000,0.0054,0.0000,-0.0000,0.0000,0.5064,0.0000,-0.0000,0.0338,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0186,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.928,HOVER,-0.0000,0.0000,0.5054,0.0000,0.0000,0.5000,0.0054,0.0000,-0.0000,0.0000,0.5064,0.0000,-0.0000,0.0333,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0187,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.936,HOVER,-0.0000,0.0000,0.5054,0.0000,0.0000,0.5000,0.0054,0.0000,-0.0000,0.0000,0.5063,0.0000,-0.0000,0.0328,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0188,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.944,HOVER,-0.0000,0.0000,0.5053,0.0000,0.0000,0.5000,0.0053,0.0000,-0.0000,0.0000,0.5063,0.0000,-0.0000,0.0323,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0189,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.952,HOVER,-0.0000,0.0000,0.5053,0.0000,0.0000,0.5000,0.0053,0.0000,-0.0000,0.0000,0.5062,0.0000,-0.0000,0.0319,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0190,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.960,HOVER,-0.0000,0.0000,0.5053,0.0000,0.0000,0.5000,0.0053,0.0000,-0.0000,0.0000,0.5062,0.0000,-0.0000,0.0314,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0191,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.968,HOVER,-0.0000,0.0000,0.5053,0.0000,0.0000,0.5000,0.0053,0.0000,-0.0000,0.0000,0.5061,0.0000,-0.0000,0.0309,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0192,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.976,HOVER,-0.0000,0.0000,0.5052,0.0000,0.0000,0.5000,0.0052,0.0000,-0.0000,0.0000,0.5061,0.0000,-0.0000,0.0305,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0192,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.984,HOVER,-0.0000,0.0000,0.5052,0.0000,0.0000,0.5000,0.0052,0.0000,-0.0000,0.0000,0.5061,0.0000,-0.0000,0.0300,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0193,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
4.992,HOVER,-0.0000,0.0000,0.5052,0.0000,0.0000,0.5000,0.0052,0.0000,-0.0000,0.0000,0.5060,0.0000,-0.0000,0.0295,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0194,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.000,HOVER,-0.0000,0.0000,0.5051,0.0000,0.0000,0.5000,0.0051,0.0000,-0.0000,0.0000,0.5060,0.0000,-0.0000,0.0291,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0195,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.008,HOVER,-0.0000,0.0000,0.5051,0.0000,0.0000,0.5000,0.0051,0.0000,-0.0000,0.0000,0.5059,0.0000,-0.0000,0.0287,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0196,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.016,HOVER,-0.0000,0.0000,0.5051,0.0000,0.0000,0.5000,0.0051,0.0000,-0.0000,0.0000,0.5059,0.0000,-0.0000,0.0282,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0197,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.024,HOVER,-0.0000,0.0000,0.5050,0.0000,0.0000,0.5000,0.0050,0.0000,-0.0000,0.0000,0.5059,0.0000,-0.0000,0.0278,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0198,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.032,HOVER,-0.0000,0.0000,0.5050,0.0000,0.0000,0.5000,0.0050,0.0000,-0.0000,0.0000,0.5058,0.0000,-0.0000,0.0273,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0199,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.040,HOVER,-0.0000,0.0000,0.5050,0.0000,0.0000,0.5000,0.0050,0.0000,-0.0000,0.0000,0.5058,0.0000,-0.0000,0.0269,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0199,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.048,HOVER,-0.0000,0.0000,0.5050,0.0000,0.0000,0.5000,0.0050,0.0000,-0.0000,0.0000,0.5057,0.0000,-0.0000,0.0265,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0200,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.056,HOVER,-0.0000,0.0000,0.5049,0.0000,0.0000,0.5000,0.0049,0.0000,-0.0000,0.0000,0.5057,0.0000,-0.0000,0.0260,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0201,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.064,HOVER,-0.0000,0.0000,0.5049,0.0000,0.0000,0.5000,0.0049,0.0000,-0.0000,0.0000,0.5057,0.0000,-0.0000,0.0256,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0202,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.072,HOVER,-0.0000,0.0000,0.5049,0.0000,0.0000,0.5000,0.0049,0.0000,-0.0000,0.0000,0.5056,0.0000,-0.0000,0.0252,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0203,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.080,HOVER,-0.0000,0.0000,0.5049,0.0000,0.0000,0.5000,0.0049,0.0000,-0.0000,0.0000,0.5056,0.0000,-0.0000,0.0248,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0203,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.088,HOVER,-0.0000,0.0000,0.5048,0.0000,0.0000,0.5000,0.0048,0.0000,-0.0000,0.0000,0.5055,0.0000,-0.0000,0.0244,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0204,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.096,HOVER,-0.0000,0.0000,0.5048,0.0000,0.0000,0.5000,0.0048,0.0000,-0.0000,0.0000,0.5055,0.0000,-0.0000,0.0239,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0205,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.104,HOVER,-0.0000,0.0000,0.5048,0.0000,0.0000,0.5000,0.0048,0.0000,-0.0000,0.0000,0.5055,0.0000,-0.0000,0.0235,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0206,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.112,HOVER,-0.0000,0.0000,0.5048,0.0000,0.0000,0.5000,0.0048,0.0000,-0.0000,0.0000,0.5054,0.0000,-0.0000,0.0231,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0206,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.120,HOVER,-0.0000,0.0000,0.5047,0.0000,0.0000,0.5000,0.0047,0.0000,-0.0000,0.0000,0.5054,0.0000,-0.0000,0.0227,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0207,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.128,HOVER,-0.0000,0.0000,0.5047,0.0000,0.0000,0.5000,0.0047,0.0000,-0.0000,0.0000,0.5054,0.0000,-0.0000,0.0223,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0208,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.136,HOVER,-0.0000,0.0000,0.5047,0.0000,0.0000,0.5000,0.0047,0.0000,-0.0000,0.0000,0.5053,0.0000,-0.0000,0.0219,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0208,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.144,HOVER,-0.0000,0.0000,0.5047,0.0000,0.0000,0.5000,0.0047,0.0000,-0.0000,0.0000,0.5053,0.0000,-0.0000,0.0216,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0209,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.152,HOVER,-0.0000,0.0000,0.5046,0.0000,0.0000,0.5000,0.0046,0.0000,-0.0000,0.0000,0.5053,0.0000,-0.0000,0.0212,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0210,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.160,HOVER,-0.0000,0.0000,0.5046,0.0000,0.0000,0.5000,0.0046,0.0000,-0.0000,0.0000,0.5052,0.0000,-0.0000,0.0208,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0210,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.168,HOVER,-0.0000,0.0000,0.5046,0.0000,0.0000,0.5000,0.0046,0.0000,-0.0000,0.0000,0.5052,0.0000,-0.0000,0.0204,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0211,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.176,HOVER,-0.0000,0.0000,0.5046,0.0000,0.0000,0.5000,0.0046,0.0000,-0.0000,0.0000,0.5052,0.0000,-0.0000,0.0200,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0212,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.184,HOVER,-0.0000,0.0000,0.5046,0.0000,0.0000,0.5000,0.0046,0.0000,-0.0000,0.0000,0.5051,0.0000,-0.0000,0.0197,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0212,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.192,HOVER,-0.0000,0.0000,0.5045,0.0000,0.0000,0.5000,0.0045,0.0000,-0.0000,0.0000,0.5051,0.0000,-0.0000,0.0193,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0213,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.200,HOVER,-0.0000,0.0000,0.5045,0.0000,0.0000,0.5000,0.0045,0.0000,-0.0000,0.0000,0.5051,0.0000,-0.0000,0.0189,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0214,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.208,HOVER,-0.0000,0.0000,0.5045,0.0000,0.0000,0.5000,0.0045,0.0000,-0.0000,0.0000,0.5050,0.0000,-0.0000,0.0185,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0214,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.216,HOVER,-0.0000,0.0000,0.5045,0.0000,0.0000,0.5000,0.0045,0.0000,-0.0000,0.0000,0.5050,0.0000,-0.0000,0.0182,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0215,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.224,HOVER,-0.0000,0.0000,0.5044,0.0000,0.0000,0.5000,0.0044,0.0000,-0.0000,0.0000,0.5050,0.0000,-0.0000,0.0178,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0215,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.232,HOVER,-0.0000,0.0000,0.5044,0.0000,0.0000,0.5000,0.0044,0.0000,-0.0000,0.0000,0.5049,0.0000,-0.0000,0.0175,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0216,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.240,HOVER,-0.0000,0.0000,0.5044,0.0000,0.0000,0.5000,0.0044,0.0000,-0.0000,0.0000,0.5049,0.0000,-0.0000,0.0171,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0216,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.248,HOVER,-0.0000,0.0000,0.5044,0.0000,0.0000,0.5000,0.0044,0.0000,-0.0000,0.0000,0.5049,0.0000,-0.0000,0.0168,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0217,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.256,HOVER,-0.0000,0.0000,0.5044,0.0000,0.0000,0.5000,0.0044,0.0000,-0.0000,0.0000,0.5049,0.0000,-0.0000,0.0164,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0217,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.264,HOVER,-0.0000,0.0000,0.5043,0.0000,0.0000,0.5000,0.0043,0.0000,-0.0000,0.0000,0.5048,0.0000,-0.0000,0.0161,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0218,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.272,HOVER,-0.0000,0.0000,0.5043,0.0000,0.0000,0.5000,0.0043,0.0000,-0.0000,0.0000,0.5048,0.0000,-0.0000,0.0157,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0218,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.280,HOVER,-0.0000,0.0000,0.5043,0.0000,0.0000,0.5000,0.0043,0.0000,-0.0000,0.0000,0.5048,0.0000,-0.0000,0.0154,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0219,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.288,HOVER,-0.0000,0.0000,0.5043,0.0000,0.0000,0.5000,0.0043,0.0000,-0.0000,0.0000,0.5047,0.0000,-0.0000,0.0150,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0219,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.296,HOVER,-0.0000,0.0000,0.5043,0.0000,0.0000,0.5000,0.0043,0.0000,-0.0000,0.0000,0.5047,0.0000,-0.0000,0.0147,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0220,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.304,HOVER,-0.0000,0.0000,0.5043,0.0000,0.0000,0.5000,0.0043,0.0000,-0.0000,0.0000,0.5047,0.0000,-0.0000,0.0144,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0220,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.312,HOVER,-0.0000,0.0000,0.5042,0.0000,0.0000,0.5000,0.0042,0.0000,-0.0000,0.0000,0.5047,0.0000,-0.0000,0.0141,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0221,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.320,HOVER,-0.0000,0.0000,0.5042,0.0000,0.0000,0.5000,0.0042,0.0000,-0.0000,0.0000,0.5046,0.0000,-0.0000,0.0137,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0221,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.328,HOVER,-0.0000,0.0000,0.5042,0.0000,0.0000,0.5000,0.0042,0.0000,-0.0000,0.0000,0.5046,0.0000,-0.0000,0.0134,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0222,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.336,HOVER,-0.0000,0.0000,0.5042,0.0000,0.0000,0.5000,0.0042,0.0000,-0.0000,0.0000,0.5046,0.0000,-0.0000,0.0131,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0222,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.344,HOVER,-0.0000,0.0000,0.5042,0.0000,0.0000,0.5000,0.0042,0.0000,-0.0000,0.0000,0.5046,0.0000,-0.0000,0.0128,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0223,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.352,HOVER,-0.0000,0.0000,0.5041,0.0000,0.0000,0.5000,0.0041,0.0000,-0.0000,0.0000,0.5045,0.0000,-0.0000,0.0125,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0223,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.360,HOVER,-0.0000,0.0000,0.5041,0.0000,0.0000,0.5000,0.0041,0.0000,-0.0000,0.0000,0.5045,0.0000,-0.0000,0.0121,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0223,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.368,HOVER,-0.0000,0.0000,0.5041,0.0000,0.0000,0.5000,0.0041,0.0000,-0.0000,0.0000,0.5045,0.0000,-0.0000,0.0118,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0224,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
5.376,HOVER,-0.0000,0.0000,0.5041,0.0000,0.0000,0.5000,0.0041,0.0000,-0.0000,0.0000,0.5045,0.0000,-0.0000,0.0115,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0224,0.0000,0.0000,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,0.00,0.00,0.00,0.00
