t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw
0.736,TAKEOFF,0.0,0.0,0.019992139014548712,0.0,0.0,0.5,0.4800078609854513,0.0
0.744,TAKEOFF,0.0,0.0,0.01999220279044322,0.0,0.0,0.5,0.4800077972095568,0.0
0.752,TAKEOFF,0.0,0.0,0.019992267303379392,0.0,0.0,0.5,0.4800077326966206,0.0
0.76,TAKEOFF,0.0,0.0,0.019992332553404938,0.0,0.0,0.5,0.48000766744659507,0.0
0.768,TAKEOFF,0.0,0.0,0.019992398540558013,0.0,0.0,0.5,0.480007601459442,0.0
0.776,TAKEOFF,0.0,0.0,0.019992465264869138,0.0,0.0,0.5,0.48000753473513086,0.0
0.784,TAKEOFF,0.0,0.0,0.019992532726362724,0.0,0.0,0.5,0.4800074672736373,0.0
0.792,TAKEOFF,0.0,0.0,0.019992600925058293,0.0,0.0,0.5,0.4800073990749417,0.0
0.8,TAKEOFF,0.0,0.0,0.019992669860971462,0.0,0.0,0.5,0.4800073301390285,0.0
0.808,TAKEOFF,0.0,0.0,0.019992739534114724,0.0,0.0,0.5,0.48000726046588527,0.0
0.8160000000000001,TAKEOFF,0.0,0.0,0.019992809944498067,0.0,0.0,0.5,0.4800071900555019,0.0
0.8240000000000001,TAKEOFF,0.0,0.0,0.01999288109212948,0.0,0.0,0.5,0.4800071189078705,0.0
0.8320000000000001,TAKEOFF,0.0,0.0,0.01999295297701536,0.0,0.0,0.5,0.48000704702298463,0.0
0.84,TAKEOFF,0.0,0.0,0.01999302559916081,0.0,0.0,0.5,0.48000697440083917,0.0
0.848,TAKEOFF,0.0,0.0,0.019993098958569922,0.0,0.0,0.5,0.48000690104143007,0.0
0.856,TAKEOFF,0.0,0.0,0.01999317305524597,0.0,0.0,0.5,0.48000682694475405,0.0
0.864,TAKEOFF,0.0,0.0,0.019993247889191566,0.0,0.0,0.5,0.48000675211080845,0.0
0.872,TAKEOFF,0.0,0.0,0.0199933234604088,0.0,0.0,0.5,0.48000667653959117,0.0
0.88,TAKEOFF,0.0,0.0,0.019993399768899352,0.0,0.0,0.5,0.48000660023110064,0.0
0.888,TAKEOFF,0.0,0.0,0.019993476814664554,0.0,0.0,0.5,0.48000652318533543,0.0
0.896,TAKEOFF,0.0,0.0,0.01999355459770548,0.0,0.0,0.5,0.48000644540229453,0.0
0.904,TAKEOFF,0.0,0.0,0.019993633118022984,0.0,0.0,0.5,0.480006366881977,0.0
0.912,TAKEOFF,0.0,0.0,0.019993712375617752,0.0,0.0,0.5,0.48000628762438224,0.0
0.92,TAKEOFF,0.0,0.0,0.019993792370490333,0.0,0.0,0.5,0.4800062076295097,0.0
0.928,TAKEOFF,0.0,0.0,0.019993873102641162,0.0,0.0,0.5,0.48000612689735883,0.0
0.936,TAKEOFF,0.0,0.0,0.01999395457207059,0.0,0.0,0.5,0.4800060454279294,0.0
0.9440000000000001,TAKEOFF,0.0,0.0,0.0199940367787789,0.0,0.0,0.5,0.4800059632212211,0.0
0.9520000000000001,TAKEOFF,0.0,0.0,0.019994119722766313,0.0,0.0,0.5,0.4800058802772337,0.0
0.96,TAKEOFF,0.0,0.0,0.01999420340403301,0.0,0.0,0.5,0.480005796595967,0.0
0.968,TAKEOFF,0.0,0.0,0.019994287822579136,0.0,0.0,0.5,0.4800057121774209,0.0
0.976,TAKEOFF,0.0,0.0,0.0199943729784048,0.0,0.0,0.5,0.4800056270215952,0.0
0.984,TAKEOFF,0.0,0.0,0.0199944588715101,0.0,0.0,0.5,0.4800055411284899,0.0
0.992,TAKEOFF,0.0,0.0,0.019994545501895104,0.0,0.0,0.5,0.4800054544981049,0.0
1.0,TAKEOFF,0.0,0.0,0.019994632869559877,0.0,0.0,0.5,0.4800053671304401,0.0
1.008,TAKEOFF,0.0,0.0,0.01999472097450446,0.0,0.0,0.5,0.48000527902549556,0.0
1.016,TAKEOFF,0.0,0.0,0.019994809816728895,0.0,0.0,0.5,0.4800051901832711,0.0
1.024,TAKEOFF,0.0,0.0,0.01999489939623321,0.0,0.0,0.5,0.4800051006037668,0.0
1.032,TAKEOFF,0.0,0.0,0.019994989713017428,0.0,0.0,0.5,0.48000501028698256,0.0
1.04,TAKEOFF,0.0,0.0,0.01999508076708157,0.0,0.0,0.5,0.48000491923291844,0.0
1.048,TAKEOFF,0.0,0.0,0.01999517255842565,0.0,0.0,0.5,0.48000482744157436,0.0
1.056,TAKEOFF,0.0,0.0,0.01999526508704968,0.0,0.0,0.5,0.4800047349129503,0.0
1.064,TAKEOFF,0.0,0.0,0.01999535835295367,0.0,0.0,0.5,0.4800046416470463,0.0
1.072,TAKEOFF,0.0,0.0,0.01999545235613763,0.0,0.0,0.5,0.48000454764386236,0.0
1.08,TAKEOFF,0.0,0.0,0.019995547096601566,0.0,0.0,0.5,0.48000445290339844,0.0
1.088,TAKEOFF,0.0,0.0,0.019995642574345482,0.0,0.0,0.5,0.4800043574256545,0.0
1.096,TAKEOFF,0.0,0.0,0.01999573878936938,0.0,0.0,0.5,0.4800042612106306,0.0
1.104,TAKEOFF,0.0,0.0,0.019995835741673268,0.0,0.0,0.5,0.4800041642583267,0.0
1.112,TAKEOFF,0.0,0.0,0.01999593343125714,0.0,0.0,0.5,0.48000406656874284,0.0
1.12,TAKEOFF,0.0,0.0,0.01999603185812101,0.0,0.0,0.5,0.480003968141879,0.0
1.1280000000000001,TAKEOFF,0.0,0.0,0.01999613102226487,0.0,0.0,0.5,0.4800038689777351,0.0
1.1360000000000001,TAKEOFF,0.0,0.0,0.019996230923688726,0.0,0.0,0.5,0.48000376907631126,0.0
1.1440000000000001,TAKEOFF,0.0,0.0,0.019996331562392576,0.0,0.0,0.5,0.48000366843760744,0.0
1.1520000000000001,TAKEOFF,0.0,0.0,0.019996432938376423,0.0,0.0,0.5,0.48000356706162356,0.0
1.16,TAKEOFF,0.0,0.0,0.019996535051640268,0.0,0.0,0.5,0.4800034649483597,0.0
1.168,TAKEOFF,0.0,0.0,0.01999663790218411,0.0,0.0,0.5,0.4800033620978159,0.0
1.176,TAKEOFF,0.0,0.0,0.019996741490007953,0.0,0.0,0.5,0.48000325850999204,0.0
1.184,TAKEOFF,0.0,0.0,0.019996845815111793,0.0,0.0,0.5,0.4800031541848882,0.0
1.192,TAKEOFF,0.0,0.0,0.01999695087749563,0.0,0.0,0.5,0.48000304912250435,0.0
1.2,TAKEOFF,0.0,0.0,0.01999705667715947,0.0,0.0,0.5,0.48000294332284055,0.0
1.208,TAKEOFF,0.0,0.0,0.019997163214103306,0.0,0.0,0.5,0.48000283678589667,0.0
1.216,TAKEOFF,0.0,0.0,0.019997270488327144,0.0,0.0,0.5,0.48000272951167283,0.0
1.224,TAKEOFF,0.0,0.0,0.019997378499830982,0.0,0.0,0.5,0.48000262150016904,0.0
1.232,TAKEOFF,0.0,0.0,0.019997487248614818,0.0,0.0,0.5,0.48000251275138517,0.0
1.24,TAKEOFF,0.0,0.0,0.019997596734678654,0.0,0.0,0.5,0.48000240326532134,0.0
1.248,TAKEOFF,0.0,0.0,0.019997706958022488,0.0,0.0,0.5,0.4800022930419775,0.0
1.256,TAKEOFF,0.0,0.0,0.019997817918646323,0.0,0.0,0.5,0.4800021820813537,0.0
