t,mode,px,py,pz,ref_px,ref_py,ref_pz,pos_error,yaw,d_fx_filt,d_fy_filt,d_fz_filt,eso_vx,eso_vy,eso_vz,eso_roll,eso_pitch,eso_yaw,dist_x,dist_y,dist_z,imu_roll,imu_pitch,m1,m2,m3,m4,pid1,pid2,pid3,pid4,eso1,eso2,eso3,eso4
8.576,HOVER,-0.1668,0.0000,0.5163,0.0000,0.0000,0.5000,0.1676,0.0000,-0.1667,0.0000,0.5163,0.2767,0.0000,0.0029,0.0000,0.1128,0.0000,-1.0011,-0.0000,0.1136,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.584,HOVER,-0.1661,0.0000,0.5162,0.0000,0.0000,0.5000,0.1669,0.0000,-0.1660,0.0000,0.5162,0.2754,0.0000,0.0032,0.0000,0.1128,0.0000,-1.0022,-0.0000,0.1135,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.592,HOVER,-0.1654,0.0000,0.5161,0.0000,0.0000,0.5000,0.1662,0.0000,-0.1654,0.0000,0.5161,0.2741,0.0000,0.0034,0.0000,0.1128,0.0000,-1.0034,-0.0000,0.1134,0.0000,0.1128,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.600,HOVER,-0.1647,0.0000,0.5160,0.0000,0.0000,0.5000,0.1655,0.0000,-0.1647,0.0000,0.5160,0.2728,0.0000,0.0037,0.0000,0.1127,0.0000,-1.0045,-0.0000,0.1133,0.0000,0.1127,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.608,HOVER,-0.1641,0.0000,0.5160,0.0000,0.0000,0.5000,0.1648,0.0000,-0.1640,0.0000,0.5159,0.2715,0.0000,0.0040,0.0000,0.1127,0.0000,-1.0056,-0.0000,0.1132,0.0000,0.1127,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.616,HOVER,-0.1634,0.0000,0.5159,0.0000,0.0000,0.5000,0.1642,0.0000,-0.1634,0.0000,0.5158,0.2702,0.0000,0.0042,0.0000,0.1127,0.0000,-1.0067,-0.0000,0.1132,0.0000,0.1127,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.624,HOVER,-0.1627,0.0000,0.5158,0.0000,0.0000,0.5000,0.1635,0.0000,-0.1627,0.0000,0.5158,0.2690,0.0000,0.0045,0.0000,0.1126,0.0000,-1.0078,-0.0000,0.1131,0.0000,0.1126,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.632,HOVER,-0.1621,0.0000,0.5157,0.0000,0.0000,0.5000,0.1628,0.0000,-0.1620,0.0000,0.5157,0.2677,0.0000,0.0047,0.0000,0.1126,0.0000,-1.0089,-0.0000,0.1130,0.0000,0.1126,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.640,HOVER,-0.1614,0.0000,0.5156,0.0000,0.0000,0.5000,0.1621,0.0000,-0.1613,0.0000,0.5156,0.2664,0.0000,0.0050,0.0000,0.1126,0.0000,-1.0100,-0.0000,0.1129,0.0000,0.1126,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.648,HOVER,-0.1607,0.0000,0.5156,0.0000,0.0000,0.5000,0.1615,0.0000,-0.1607,0.0000,0.5155,0.2652,0.0000,0.0052,0.0000,0.1126,0.0000,-1.0111,-0.0000,0.1128,0.0000,0.1126,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.656,HOVER,-0.1600,0.0000,0.5155,0.0000,0.0000,0.5000,0.1608,0.0000,-0.1600,0.0000,0.5154,0.2639,0.0000,0.0054,0.0000,0.1125,0.0000,-1.0121,-0.0000,0.1127,0.0000,0.1125,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.664,HOVER,-0.1594,0.0000,0.5154,0.0000,0.0000,0.5000,0.1601,0.0000,-0.1593,0.0000,0.5154,0.2626,0.0000,0.0057,0.0000,0.1125,0.0000,-1.0132,-0.0000,0.1126,0.0000,0.1125,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.672,HOVER,-0.1587,0.0000,0.5153,0.0000,0.0000,0.5000,0.1594,0.0000,-0.1587,0.0000,0.5153,0.2613,0.0000,0.0059,0.0000,0.1125,0.0000,-1.0142,-0.0000,0.1125,0.0000,0.1125,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.680,HOVER,-0.1580,0.0000,0.5152,0.0000,0.0000,0.5000,0.1588,0.0000,-0.1580,0.0000,0.5152,0.2601,0.0000,0.0061,0.0000,0.1124,0.0000,-1.0153,-0.0000,0.1124,0.0000,0.1124,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.688,HOVER,-0.1574,0.0000,0.5152,0.0000,0.0000,0.5000,0.1581,0.0000,-0.1573,0.0000,0.5151,0.2588,0.0000,0.0064,0.0000,0.1124,0.0000,-1.0163,-0.0000,0.1124,0.0000,0.1124,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.696,HOVER,-0.1567,0.0000,0.5151,0.0000,0.0000,0.5000,0.1574,0.0000,-0.1567,0.0000,0.5151,0.2576,0.0000,0.0066,0.0000,0.1124,0.0000,-1.0174,-0.0000,0.1123,0.0000,0.1124,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.704,HOVER,-0.1561,0.0000,0.5150,0.0000,0.0000,0.5000,0.1568,0.0000,-0.1560,0.0000,0.5150,0.2563,0.0000,0.0068,0.0000,0.1124,0.0000,-1.0184,-0.0000,0.1122,0.0000,0.1124,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.712,HOVER,-0.1554,0.0000,0.5149,0.0000,0.0000,0.5000,0.1561,0.0000,-0.1553,0.0000,0.5149,0.2550,0.0000,0.0071,0.0000,0.1123,0.0000,-1.0194,-0.0000,0.1121,0.0000,0.1123,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.720,HOVER,-0.1547,0.0000,0.5149,0.0000,0.0000,0.5000,0.1554,0.0000,-0.1547,0.0000,0.5148,0.2538,0.0000,0.0073,0.0000,0.1123,0.0000,-1.0204,-0.0000,0.1120,0.0000,0.1123,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.728,HOVER,-0.1541,0.0000,0.5148,0.0000,0.0000,0.5000,0.1548,0.0000,-0.1540,0.0000,0.5148,0.2525,0.0000,0.0075,0.0000,0.1123,0.0000,-1.0215,-0.0000,0.1119,0.0000,0.1123,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.736,HOVER,-0.1534,0.0000,0.5147,0.0000,0.0000,0.5000,0.1541,0.0000,-0.1534,0.0000,0.5147,0.2513,0.0000,0.0077,0.0000,0.1122,0.0000,-1.0225,-0.0000,0.1118,0.0000,0.1122,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.744,HOVER,-0.1528,0.0000,0.5147,0.0000,0.0000,0.5000,0.1535,0.0000,-0.1527,0.0000,0.5146,0.2500,0.0000,0.0079,0.0000,0.1122,0.0000,-1.0235,-0.0000,0.1117,0.0000,0.1122,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.752,HOVER,-0.1521,0.0000,0.5146,0.0000,0.0000,0.5000,0.1528,0.0000,-0.1521,0.0000,0.5145,0.2488,0.0000,0.0081,0.0000,0.1122,0.0000,-1.0244,-0.0000,0.1116,0.0000,0.1122,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.760,HOVER,-0.1514,0.0000,0.5145,0.0000,0.0000,0.5000,0.1521,0.0000,-0.1514,0.0000,0.5145,0.2475,0.0000,0.0084,0.0000,0.1122,0.0000,-1.0254,-0.0000,0.1115,0.0000,0.1122,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.768,HOVER,-0.1508,0.0000,0.5144,0.0000,0.0000,0.5000,0.1515,0.0000,-0.1508,0.0000,0.5144,0.2463,0.0000,0.0086,0.0000,0.1121,0.0000,-1.0264,-0.0000,0.1114,0.0000,0.1121,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.776,HOVER,-0.1501,0.0000,0.5144,0.0000,0.0000,0.5000,0.1508,0.0000,-0.1501,0.0000,0.5143,0.2451,0.0000,0.0088,0.0000,0.1121,0.0000,-1.0274,-0.0000,0.1113,0.0000,0.1121,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.784,HOVER,-0.1495,0.0000,0.5143,0.0000,0.0000,0.5000,0.1502,0.0000,-0.1494,0.0000,0.5143,0.2438,0.0000,0.0090,0.0000,0.1121,0.0000,-1.0283,-0.0000,0.1112,0.0000,0.1121,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.792,HOVER,-0.1488,0.0000,0.5142,0.0000,0.0000,0.5000,0.1495,0.0000,-0.1488,0.0000,0.5142,0.2426,-0.0000,0.0092,0.0000,0.1121,0.0000,-1.0293,-0.0000,0.1111,0.0000,0.1121,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.800,HOVER,-0.1482,0.0000,0.5142,0.0000,0.0000,0.5000,0.1489,0.0000,-0.1482,0.0000,0.5141,0.2414,-0.0000,0.0094,0.0000,0.1120,0.0000,-1.0303,-0.0000,0.1110,0.0000,0.1120,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.808,HOVER,-0.1475,0.0000,0.5141,0.0000,0.0000,0.5000,0.1482,0.0000,-0.1475,0.0000,0.5141,0.2401,-0.0000,0.0096,0.0000,0.1120,0.0000,-1.0312,-0.0000,0.1108,0.0000,0.1120,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.816,HOVER,-0.1469,0.0000,0.5140,0.0000,0.0000,0.5000,0.1476,0.0000,-0.1469,0.0000,0.5140,0.2389,-0.0000,0.0098,0.0000,0.1120,0.0000,-1.0321,-0.0000,0.1107,0.0000,0.1120,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.824,HOVER,-0.1463,0.0000,0.5140,0.0000,0.0000,0.5000,0.1469,0.0000,-0.1462,0.0000,0.5139,0.2377,-0.0000,0.0100,0.0000,0.1120,0.0000,-1.0331,-0.0000,0.1106,0.0000,0.1120,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.832,HOVER,-0.1456,0.0000,0.5139,0.0000,0.0000,0.5000,0.1463,0.0000,-0.1456,0.0000,0.5138,0.2364,-0.0000,0.0102,0.0000,0.1119,0.0000,-1.0340,-0.0000,0.1105,0.0000,0.1119,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.840,HOVER,-0.1450,0.0000,0.5138,0.0000,0.0000,0.5000,0.1456,0.0000,-0.1449,0.0000,0.5138,0.2352,-0.0000,0.0103,0.0000,0.1119,0.0000,-1.0349,-0.0000,0.1104,0.0000,0.1119,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.848,HOVER,-0.1443,0.0000,0.5138,0.0000,0.0000,0.5000,0.1450,0.0000,-0.1443,0.0000,0.5137,0.2340,-0.0000,0.0105,0.0000,0.1119,0.0000,-1.0358,-0.0000,0.1103,0.0000,0.1119,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.856,HOVER,-0.1437,0.0000,0.5137,0.0000,0.0000,0.5000,0.1443,0.0000,-0.1436,0.0000,0.5137,0.2328,-0.0000,0.0107,0.0000,0.1119,0.0000,-1.0367,-0.0000,0.1102,0.0000,0.1119,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.864,HOVER,-0.1430,0.0000,0.5136,0.0000,0.0000,0.5000,0.1437,0.0000,-0.1430,0.0000,0.5136,0.2316,-0.0000,0.0109,0.0000,0.1119,0.0000,-1.0377,-0.0000,0.1101,0.0000,0.1119,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.872,HOVER,-0.1424,0.0000,0.5136,0.0000,0.0000,0.5000,0.1431,0.0000,-0.1424,0.0000,0.5135,0.2304,-0.0000,0.0111,0.0000,0.1118,0.0000,-1.0385,-0.0000,0.1100,0.0000,0.1118,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.880,HOVER,-0.1418,0.0000,0.5135,0.0000,0.0000,0.5000,0.1424,0.0000,-0.1417,0.0000,0.5135,0.2292,-0.0000,0.0113,0.0000,0.1118,0.0000,-1.0394,-0.0000,0.1099,0.0000,0.1118,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.888,HOVER,-0.1411,0.0000,0.5134,0.0000,0.0000,0.5000,0.1418,0.0000,-0.1411,0.0000,0.5134,0.2279,-0.0000,0.0114,0.0000,0.1118,0.0000,-1.0403,-0.0000,0.1097,0.0000,0.1118,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.896,HOVER,-0.1405,0.0000,0.5134,0.0000,0.0000,0.5000,0.1411,0.0000,-0.1405,0.0000,0.5133,0.2267,-0.0000,0.0116,0.0000,0.1118,0.0000,-1.0412,-0.0000,0.1096,0.0000,0.1118,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.904,HOVER,-0.1399,0.0000,0.5133,0.0000,0.0000,0.5000,0.1405,0.0000,-0.1398,0.0000,0.5133,0.2255,-0.0000,0.0118,0.0000,0.1118,0.0000,-1.0421,-0.0000,0.1095,0.0000,0.1118,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.912,HOVER,-0.1392,0.0000,0.5132,0.0000,0.0000,0.5000,0.1399,0.0000,-0.1392,0.0000,0.5132,0.2243,-0.0000,0.0120,0.0000,0.1117,0.0000,-1.0429,-0.0000,0.1094,0.0000,0.1117,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.920,HOVER,-0.1386,0.0000,0.5132,0.0000,0.0000,0.5000,0.1392,0.0000,-0.1386,0.0000,0.5131,0.2231,-0.0000,0.0121,0.0000,0.1117,0.0000,-1.0438,-0.0000,0.1093,0.0000,0.1117,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.928,HOVER,-0.1380,0.0000,0.5131,0.0000,0.0000,0.5000,0.1386,0.0000,-0.1380,0.0000,0.5131,0.2220,-0.0000,0.0123,0.0000,0.1117,0.0000,-1.0446,-0.0000,0.1092,0.0000,0.1117,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.936,HOVER,-0.1374,0.0000,0.5131,0.0000,0.0000,0.5000,0.1380,0.0000,-0.1373,0.0000,0.5130,0.2208,-0.0000,0.0125,0.0000,0.1117,0.0000,-1.0455,-0.0000,0.1090,0.0000,0.1117,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.944,HOVER,-0.1367,0.0000,0.5130,0.0000,0.0000,0.5000,0.1374,0.0000,-0.1367,0.0000,0.5130,0.2196,-0.0000,0.0126,0.0000,0.1117,0.0000,-1.0463,-0.0000,0.1089,0.0000,0.1117,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.952,HOVER,-0.1361,0.0000,0.5129,0.0000,0.0000,0.5000,0.1367,0.0000,-0.1361,0.0000,0.5129,0.2184,-0.0000,0.0128,0.0000,0.1116,0.0000,-1.0472,-0.0000,0.1088,0.0000,0.1116,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.960,HOVER,-0.1355,0.0000,0.5129,0.0000,0.0000,0.5000,0.1361,0.0000,-0.1355,0.0000,0.5128,0.2172,-0.0000,0.0129,0.0000,0.1116,0.0000,-1.0480,-0.0000,0.1087,0.0000,0.1116,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.968,HOVER,-0.1349,0.0000,0.5128,0.0000,0.0000,0.5000,0.1355,0.0000,-0.1348,0.0000,0.5128,0.2160,-0.0000,0.0131,0.0000,0.1116,0.0000,-1.0488,-0.0000,0.1086,0.0000,0.1116,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.976,HOVER,-0.1343,0.0000,0.5128,0.0000,0.0000,0.5000,0.1349,0.0000,-0.1342,0.0000,0.5127,0.2148,-0.0000,0.0133,0.0000,0.1116,0.0000,-1.0496,-0.0000,0.1084,0.0000,0.1116,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.984,HOVER,-0.1336,0.0000,0.5127,0.0000,0.0000,0.5000,0.1343,0.0000,-0.1336,0.0000,0.5127,0.2137,-0.0000,0.0134,0.0000,0.1116,0.0000,-1.0505,-0.0000,0.1083,0.0000,0.1116,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
8.992,HOVER,-0.1330,0.0000,0.5126,0.0000,0.0000,0.5000,0.1336,0.0000,-0.1330,0.0000,0.5126,0.2125,-0.0000,0.0136,0.0000,0.1115,0.0000,-1.0513,-0.0000,0.1082,0.0000,0.1115,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.000,HOVER,-0.1324,0.0000,0.5126,0.0000,0.0000,0.5000,0.1330,0.0000,-0.1324,0.0000,0.5125,0.2113,-0.0000,0.0137,0.0000,0.1115,0.0000,-1.0521,-0.0000,0.1081,0.0000,0.1115,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.008,HOVER,-0.1318,0.0000,0.5125,0.0000,0.0000,0.5000,0.1324,0.0000,-0.1318,0.0000,0.5125,0.2102,-0.0000,0.0139,0.0000,0.1115,0.0000,-1.0529,-0.0000,0.1080,0.0000,0.1115,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.016,HOVER,-0.1312,0.0000,0.5125,0.0000,0.0000,0.5000,0.1318,0.0000,-0.1312,0.0000,0.5124,0.2090,-0.0000,0.0140,0.0000,0.1115,0.0000,-1.0537,-0.0000,0.1078,0.0000,0.1115,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.024,HOVER,-0.1306,0.0000,0.5124,0.0000,0.0000,0.5000,0.1312,0.0000,-0.1306,0.0000,0.5124,0.2078,-0.0000,0.0141,0.0000,0.1115,0.0000,-1.0544,-0.0000,0.1077,0.0000,0.1115,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.032,HOVER,-0.1300,0.0000,0.5124,0.0000,0.0000,0.5000,0.1306,0.0000,-0.1300,0.0000,0.5123,0.2067,-0.0000,0.0143,0.0000,0.1115,0.0000,-1.0552,-0.0000,0.1076,0.0000,0.1115,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.040,HOVER,-0.1294,0.0000,0.5123,0.0000,0.0000,0.5000,0.1300,0.0000,-0.1293,0.0000,0.5123,0.2055,-0.0000,0.0144,0.0000,0.1114,0.0000,-1.0560,-0.0000,0.1075,0.0000,0.1114,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.048,HOVER,-0.1288,0.0000,0.5122,0.0000,0.0000,0.5000,0.1294,0.0000,-0.1287,0.0000,0.5122,0.2044,-0.0000,0.0146,0.0000,0.1114,0.0000,-1.0568,-0.0000,0.1073,0.0000,0.1114,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.056,HOVER,-0.1282,0.0000,0.5122,0.0000,0.0000,0.5000,0.1288,0.0000,-0.1281,0.0000,0.5121,0.2032,-0.0000,0.0147,0.0000,0.1114,0.0000,-1.0575,-0.0000,0.1072,0.0000,0.1114,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.064,HOVER,-0.1276,0.0000,0.5121,0.0000,0.0000,0.5000,0.1281,0.0000,-0.1275,0.0000,0.5121,0.2021,-0.0000,0.0148,0.0000,0.1114,0.0000,-1.0583,-0.0000,0.1071,0.0000,0.1114,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.072,HOVER,-0.1270,0.0000,0.5121,0.0000,0.0000,0.5000,0.1275,0.0000,-0.1269,0.0000,0.5120,0.2010,-0.0000,0.0150,0.0000,0.1114,0.0000,-1.0590,-0.0000,0.1069,0.0000,0.1114,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.080,HOVER,-0.1264,0.0000,0.5120,0.0000,0.0000,0.5000,0.1269,0.0000,-0.1263,0.0000,0.5120,0.1998,-0.0000,0.0151,0.0000,0.1114,0.0000,-1.0598,-0.0000,0.1068,0.0000,0.1114,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.088,HOVER,-0.1258,0.0000,0.5120,0.0000,0.0000,0.5000,0.1264,0.0000,-0.1258,0.0000,0.5119,0.1987,-0.0000,0.0152,0.0000,0.1113,0.0000,-1.0605,-0.0000,0.1067,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.096,HOVER,-0.1252,0.0000,0.5119,0.0000,0.0000,0.5000,0.1258,0.0000,-0.1252,0.0000,0.5119,0.1975,-0.0000,0.0153,0.0000,0.1113,0.0000,-1.0612,-0.0000,0.1066,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.104,HOVER,-0.1246,0.0000,0.5119,0.0000,0.0000,0.5000,0.1252,0.0000,-0.1246,0.0000,0.5118,0.1964,-0.0000,0.0155,0.0000,0.1113,0.0000,-1.0620,-0.0000,0.1064,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.112,HOVER,-0.1240,0.0000,0.5118,0.0000,0.0000,0.5000,0.1246,0.0000,-0.1240,0.0000,0.5118,0.1953,-0.0000,0.0156,0.0000,0.1113,0.0000,-1.0627,-0.0000,0.1063,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.120,HOVER,-0.1234,0.0000,0.5118,0.0000,0.0000,0.5000,0.1240,0.0000,-0.1234,0.0000,0.5117,0.1942,-0.0000,0.0157,0.0000,0.1113,0.0000,-1.0634,-0.0000,0.1062,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.128,HOVER,-0.1228,0.0000,0.5117,0.0000,0.0000,0.5000,0.1234,0.0000,-0.1228,0.0000,0.5117,0.1931,-0.0000,0.0158,0.0000,0.1113,0.0000,-1.0641,-0.0000,0.1060,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.136,HOVER,-0.1222,0.0000,0.5117,0.0000,0.0000,0.5000,0.1228,0.0000,-0.1222,0.0000,0.5116,0.1919,-0.0000,0.0159,0.0000,0.1113,0.0000,-1.0648,-0.0000,0.1059,0.0000,0.1113,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.144,HOVER,-0.1217,0.0000,0.5116,0.0000,0.0000,0.5000,0.1222,0.0000,-0.1216,0.0000,0.5116,0.1908,-0.0000,0.0161,0.0000,0.1112,0.0000,-1.0655,-0.0000,0.1058,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.152,HOVER,-0.1211,0.0000,0.5116,0.0000,0.0000,0.5000,0.1216,0.0000,-0.1211,0.0000,0.5115,0.1897,-0.0000,0.0162,0.0000,0.1112,0.0000,-1.0662,-0.0000,0.1056,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.160,HOVER,-0.1205,0.0000,0.5115,0.0000,0.0000,0.5000,0.1210,0.0000,-0.1205,0.0000,0.5115,0.1886,-0.0000,0.0163,0.0000,0.1112,0.0000,-1.0669,-0.0000,0.1055,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.168,HOVER,-0.1199,0.0000,0.5115,0.0000,0.0000,0.5000,0.1205,0.0000,-0.1199,0.0000,0.5114,0.1875,-0.0000,0.0164,0.0000,0.1112,0.0000,-1.0676,-0.0000,0.1054,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.176,HOVER,-0.1193,0.0000,0.5114,0.0000,0.0000,0.5000,0.1199,0.0000,-0.1193,0.0000,0.5114,0.1864,-0.0000,0.0165,0.0000,0.1112,0.0000,-1.0683,-0.0000,0.1052,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.184,HOVER,-0.1188,0.0000,0.5113,0.0000,0.0000,0.5000,0.1193,0.0000,-0.1187,0.0000,0.5113,0.1853,-0.0000,0.0166,0.0000,0.1112,0.0000,-1.0690,-0.0000,0.1051,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
9.192,HOVER,-0.1182,0.0000,0.5113,0.0000,0.0000,0.5000,0.1187,0.0000,-0.1182,0.0000,0.5113,0.1842,-0.0000,0.0167,0.0000,0.1112,0.0000,-1.0696,-0.0000,0.1050,0.0000,0.1112,40.8,40.8,40.8,40.8,40.8,40.8,40.8,40.8,-0.00,-0.00,-0.00,-0.00
