t,mode,dist_enabled,px,py,pz,vx,vy,vz,roll,pitch,yaw,ref_px,ref_py,ref_pz,u_lqr_0,u_lqr_1,u_lqr_2,du_dist_0,du_dist_1,du_dist_2,u_total_0,u_total_1,u_total_2,m1,m2,m3,m4,d_fx_raw,d_fy_raw,d_fz_raw,d_fx_filt,d_fy_filt,d_fz_filt,pos_error
9.84,HOVER,True,-0.025952521881871683,1.0499425213372365e-14,0.5003438809096478,-0.13932106111473652,1.525088086452503e-14,-0.004995942551658078,-8.40936419535545e-15,0.13048053393930747,4.133369287997653e-15,0.0,0.0,0.5,0.0015691241955566484,2.1624592221230286e-14,-0.20063591937930342,0.0,-2.0013530518945438e-14,0.2,0.0015691241955566484,1.6110617022848475e-15,-0.0006359193793034068,40.865496059475234,40.86429663854829,40.86429663854829,40.865496059475234,-0.5517722364317668,5.1685943928407795e-15,-3.0,-0.5302922726900583,5.032893771636594e-15,-2.9999999999999956,0.02595480005912295
9.92,HOVER,True,-0.03619860856600433,1.2099499393953517e-14,0.4999566901136791,-0.12314497485575276,2.2001415358074812e-14,-0.0047646045524949955,-7.738277845346853e-15,0.13184310447509506,5.944347286113567e-15,0.0,0.0,0.5,0.0016054864930234378,2.0965514072467664e-14,-0.20063861812363484,0.0,-2.3108334452603715e-14,0.2,0.0016054864930234378,-2.1428203801360512e-15,-0.0006386181236348321,40.871075644043245,40.86987113295781,40.86987113295781,40.871075644043245,-0.5623524316816157,5.2443599224623385e-15,-3.0,-0.5410425766741755,5.102608337881305e-15,-2.9999999999999956,0.03619863447508835
10.0,HOVER,True,-0.04510418864738094,1.421580356759582e-14,0.49959185512651105,-0.10617680780480407,2.830880112019359e-14,-0.0044653478507084956,-7.058986111951568e-15,0.1328289084724348,7.759822927811405e-15,0.0,0.0,0.5,0.0016343223403177745,2.2819932417075283e-14,-0.2006312969858599,0.0,-2.663336128361485e-14,0.2,0.0016343223403177745,-3.813428866539568e-15,-0.0006312969858598971,40.875491415732604,40.87430071319924,40.87430071319924,40.875491415732604,-0.5728374036384392,5.326473277906271e-15,-3.0,-0.5517052546550472,5.176179151746412e-15,-2.9999999999999956,0.04510603524780562
10.08,HOVER,True,-0.05262320927591942,1.6815669233047294e-14,0.49925439676457856,-0.08872458383999277,3.4278576952286074e-14,-0.004105692517902742,-6.9142933653778896e-15,0.13344686795085905,9.64974226775015e-15,0.0,0.0,0.5,0.00165541095523518,2.75385747888059e-14,-0.20061471199615108,0.0,-3.0460772194555904e-14,0.2,0.00165541095523518,-2.9221974057500045e-15,-0.0006147119961510683,40.87871022522422,40.87755080398904,40.87755080398904,40.87871022522422,-0.5832239444117534,5.413784315245404e-15,-3.0,-0.5622766198695672,5.2542812970757285e-15,-2.9999999999999956,0.05262849113058328
10.16,HOVER,True,-0.05873362369992934,1.9899015394885884e-14,0.49894866727794873,-0.0710844842241428,4.0403237345444034e-14,-0.003694327544335466,-7.114288795451008e-15,0.13371101337686725,1.1673288967467279e-14,0.0,0.0,0.5,0.0016687203578591562,3.0975071743120095e-14,-0.2005897197059693,0.0,-3.4700760772546525e-14,0.2,0.0016687203578591562,-3.7256890294264305e-15,-0.0005897197059692993,40.88072797540278,40.87961569265217,40.87961569265217,40.88072797540278,-0.5935090949607329,5.506631513664664e-15,-3.0,-0.5727532281504499,5.337139161854482e-15,-2.9999999999999956,0.058743032381869405
10.24,HOVER,True,-0.063436221553166,2.3487920306962693e-14,0.49867827051087416,-0.05353693366898071,4.679938538865685e-14,-0.0032408617963200583,-7.357754258379033e-15,0.13363993660730727,1.3421912490686895e-14,0.0,0.0,0.5,0.0016744000609565486,3.6075036507255536e-14,-0.20055725599089266,0.0,-3.918585517442141e-14,0.2,0.0016744000609565486,-3.1108186671658734e-15,-0.0005572559908926522,40.88156848026157,40.88051742800731,40.88051742800731,40.88156848026157,-0.6036901431577996,5.6075724576106445e-15,-3.0,-0.5831318799782806,5.4256665199962445e-15,-2.9999999999999956,0.06344998954913064
10.32,HOVER,True,-0.06675317337450197,2.7610439110703595e-14,0.4984460039800998,-0.036343179167071984,5.3640394277796154e-14,-0.002755541123517658,-8.210355124609855e-15,0.13325620506899985,1.5424369719649766e-14,0.0,0.0,0.5,0.0016727673528481972,4.343655885508137e-14,-0.20051831472515178,0.0,-4.3913975144054404e-14,0.2,0.0016727673528481972,-4.774162889730337e-16,-0.0005183147251517639,40.881281340937036,40.880303736623766,40.880303736623766,40.881281340937036,-0.6137646196239277,5.717032839737085e-15,-3.0,-0.5934096204737946,5.520954201288496e-15,-2.9999999999999956,0.06677125923027201
10.4,HOVER,True,-0.06872633062456415,3.232713234681046e-14,0.4982538247269081,-0.019742393075077934,6.135079034160577e-14,-0.002248946888130269,-9.287221789199162e-15,0.13258574988807767,1.7600226382151967e-14,0.0,0.0,0.5,0.0016642882677100875,4.9966846441131574e-14,-0.20047392685624055,0.0,-4.900225218934498e-14,0.2,0.0016642882677100875,9.645942517865942e-16,-0.0004739268562405363,40.879939007309396,40.879045123890016,40.879045123890016,40.879939007309396,-0.6237302915035449,5.83630324239228e-15,-3.0,-0.6035837373007183,5.623901967940728e-15,-2.9999999999999956,0.06874851015986647
10.48,HOVER,True,-0.06941532429841661,3.7715827959039214e-14,0.4981028395713165,-0.0039493196932350195,7.005837940193597e-14,-0.0017316911758872475,-1.0503568498168272e-14,0.13165724034216797,2.009897773793722e-14,0.0,0.0,0.5,0.001649554521672586,5.806951113959143e-14,-0.20042514035239772,0.0,-5.4601972582143294e-14,0.2,0.001649554521672586,3.467538557448134e-15,-0.00042514035239771264,40.877633221683865,40.876831355516316,40.876831355516316,40.877633221683865,-0.6335851544253545,5.967645667451501e-15,-3.0,-0.6136517565446977,5.73589058894197e-15,-2.9999999999999956,0.06944124469756076
10.56,HOVER,True,-0.06889550608773541,4.3862396583249056e-14,0.49799331922276935,0.010847527616938728,7.985767004753661e-14,-0.001214123013423134,-1.158975377320146e-14,0.13050145637882196,2.2504699334743537e-14,0.0,0.0,0.5,0.0016292577826018402,6.508394805831849e-14,-0.2003730014217705,0.0,-6.068463825610404e-14,0.2,0.0016292577826018402,4.399309802214443e-15,-0.00037300142177049134,40.874471054726605,40.8737675288936,40.8737675288936,40.874471054726605,-0.6433274229513771,6.1129914413661956e-15,-3.0,-0.6236114367174583,5.8584989107810546e-15,-2.9999999999999956,0.06892472362532108
10.64,HOVER,True,-0.06725577594978922,5.08412642761303e-14,0.49792473464688686,0.024487123424636083,9.046774622211931e-14,-0.0007060582077096898,-1.2130358172419753e-14,0.12915067007098352,2.5064416641734663e-14,0.0,0.0,0.5,0.0016041626413379302,7.053250978342505e-14,-0.2003185373154285,0.0,-6.721549521553364e-14,0.2,0.0016041626413379302,3.317014567891411e-15,-0.0003185373154284965,40.87057074373129,40.86996994379569,40.86996994379569,40.87057074373129,-0.6529555198486907,6.275202483696003e-15,-3.0,-0.6334607611028151,5.993715382064925e-15,-2.9999999999999956,0.06728778585221896
10.72,HOVER,True,-0.06459633895884874,5.869116557635801e-14,0.49789581320376164,0.03683665673844108,1.0139062251197166e-13,-0.00021654313121838048,-1.1592147120750814e-14,0.12763804582125401,2.7742086491731536e-14,0.0,0.0,0.5,0.0015750795727363421,7.268498958599128e-14,-0.20026274093649485,0.0,-7.419874769956373e-14,0.2,0.0015750795727363421,-1.5137581135724465e-15,-0.00026274093649483743,40.8660575310251,40.86556196981427,40.86556196981427,40.8660575310251,-0.6624680645275367,6.456762792020798e-15,-3.0,-0.6431979287096189,6.14371205478516e-15,-2.9999999999999956,0.06463060118055489
10.8,HOVER,True,-0.061026432541953016,6.738917882353729e-14,0.497904611394888,0.04779175193769042,1.1177590557126909e-13,0.0002463398885392228,-1.0503634799328212e-14,0.12599706793964063,3.0889590840320454e-14,0.0,0.0,0.5,0.001542839030680877,7.783680717784618e-14,-0.20020655739144833,0.0,-8.185164340071064e-14,0.2,0.001542839030680877,-4.014836222864465e-15,-0.0002065573914483143,40.861059678128214,40.86067008588432,40.86067008588432,40.861059678128214,-0.6718638609782293,6.659567695940009e-15,-3.0,-0.6528213441252011,6.310835154224498e-15,-2.9999999999999956,0.06106239531990188
10.88,HOVER,True,-0.05666206274937725,7.688493744022677e-14,0.4979486006009856,0.057276217046643735,1.216422892221307e-13,0.0006756207423417398,-1.0274341818247838e-14,0.12426100296062888,3.4195690992504845e-14,0.0,0.0,0.5,0.0015082676295899897,8.691365486510733e-14,-0.20015087254111621,0.0,-9.028096890537836e-14,0.2,0.0015082676295899897,-3.3673140402710273e-15,-0.00015087254111620374,40.85570480181355,40.855420237937984,40.855420237937984,40.85570480181355,-0.6811418855114786,6.881402426150093e-15,-3.0,-0.6623296065720211,6.4962080588665365e-15,-2.9999999999999956,0.05669918513090502
10.96,HOVER,True,-0.05162378520669454,8.717364360182691e-14,0.49802476196339857,0.0652413586841391,1.3163362130401393e-13,0.0010655412320222032,-1.0637559398359389e-14,0.12246240278659178,3.767961465222712e-14,0.0,0.0,0.5,0.0014721671440890136,9.651076418015932e-14,-0.2000965035440167,0.0,-9.947798404421605e-14,0.2,0.0014721671440890136,-2.9672198640567308e-15,-9.650354401669059e-05,40.85011664427932,40.84993462691362,40.84993462691362,40.85011664427932,-0.6903012745669058,7.12240604981807e-15,-3.0,-0.6717214984621516,6.7000379864742046e-15,-2.9999999999999956,0.05166155983289869
11.040000000000001,HOVER,True,-0.04603456296965937,9.829434374031319e-14,0.4981296865448083,0.07166490781624388,1.4228993723635169e-13,0.0014116068229360888,-1.183440212337865e-14,0.12063265348778979,4.094094251875758e-14,0.0,0.0,0.5,0.0014352968261126336,1.0762651992288716e-13,-0.200044191333972,0.0,-1.0923663224580796e-13,0.2,0.0014352968261126336,-1.6101123229208025e-15,-4.4191333971987934e-05,40.84441235395423,40.84432900374904,40.84432900374904,40.84441235395423,-0.6993413128074277,7.383621165881296e-15,-3.0,-0.6809959737220267,6.9228765162566515e-15,-2.9999999999999956,0.04607254128250583
11.120000000000001,HOVER,True,-0.04001772978131822,1.1032491355883473e-13,0.4982596770765541,0.07654960368535625,1.5396749164824879e-13,0.0017105932420030047,-1.3055670543356269e-14,0.11880157338738634,4.390141688375244e-14,0.0,0.0,0.5,0.001398359310595446,1.1906544609542858e-13,-0.19999459493751365,0.0,-1.1932755650933403e-13,0.2,0.001398359310595446,-2.6211041390544894e-16,5.405062486363299e-06,40.838700318434434,40.83871051303657,40.83871051303657,40.838700318434434,-0.7082614216673601,7.66772471114168e-15,-3.0,-0.6901521461272851,7.165747025156056e-15,-2.9999999999999956,0.04005555418076842
11.200000000000001,HOVER,True,-0.03369508332959503,1.2334872028518334e-13,0.4984108479274977,0.07992148511910596,1.6670707013913594e-13,0.0019605125237236167,-1.4375400606291095e-14,0.11699706293602552,4.66599748817375e-14,0.0,0.0,0.5,0.0013619901702256539,1.310612565781969e-13,-0.19994828751371807,0.0,-1.29441623526121e-13,0.2,0.0013619901702256539,1.619633052075908e-15,5.1712486281940695e-05,40.83307855871728,40.83317609472617,40.83317609472617,40.83307855871728,-0.7170611484733862,7.97611607553117e-15,-3.0,-0.6991892778483915,7.4301151044918e-15,-2.9999999999999956,0.03373253688796459
11.28,HOVER,True,-0.027185129126826954,1.3744889564365692e-13,0.4985792203757074,0.08182793901059371,1.8045270181604545e-13,0.0021605444441443406,-1.5499295838479345e-14,0.11524480784812972,4.9648272000386545e-14,0.0,0.0,0.5,0.0013267509964418871,1.4245875347572263e-13,-0.1999057539872835,0.0,-1.3977369950948428e-13,0.2,0.0013267509964418871,2.6850539662383497e-15,9.424601271651456e-05,40.827633665772346,40.82781142516074,40.82781142516074,40.827633665772346,-0.7257401562130537,8.310323870194094e-15,-3.0,-0.7081067683657761,7.717420895584436e-15,-2.9999999999999956,0.02722223099569652
11.36,HOVER,True,-0.02060149166886041,1.5269912843545448e-13,0.4987608107900703,0.08233555530225234,1.9508851563292686e-13,0.0023109401297709197,-1.6495952555660784e-14,0.1135680360371835,5.2791552936837485e-14,0.0,0.0,0.5,0.0012931257345590093,1.54393005290038e-13,-0.19986739014151003,0.0,-1.5046230727580356e-13,0.2,0.0012931257345590093,3.930698014234436e-15,0.0001326098584899793,40.822440237588786,40.822690355834226,40.822690355834226,40.822440237588786,-0.7342982139872936,8.671215694274143e-15,-3.0,-0.7169041438716812,8.028991286516255e-15,-2.9999999999999956,0.02063872692004357
11.44,HOVER,True,-0.014051505653146125,1.6916179721397008e-13,0.4989517098960087,0.08152783649486796,2.104247100134325e-13,0.0024129050058114077,-1.6996597601044007e-14,0.11198732805050156,5.5885880079477306e-14,0.0,0.0,0.5,0.0012615198890476033,1.6549004143251807e-13,-0.1998335030401185,0.0,-1.6153916102628763e-13,0.2,0.0012615198890476033,3.95088040623044e-15,0.00016649695988152358,40.81756075768347,40.81787479110414,40.81787479110414,40.81756075768347,-0.7427351881527927,9.060142296789294e-15,-3.0,-0.7255810472373605,8.366036657813534e-15,-2.9999999999999956,0.014090554398692895
11.52,HOVER,True,-0.007634996300549036,1.868699258203251e-13,0.4991481518726636,0.07950280772376439,2.2604743387095601e-13,0.0024684682023909566,-1.7053139920807096e-14,0.11052047996121038,5.897714973581658e-14,0.0,0.0,0.5,0.001232262141151357,1.7577360389155576e-13,-0.19980431265094606,0.0,-1.7291335702396778e-13,0.2,0.001232262141151357,2.86024686758798e-15,0.00019568734905395235,40.81304584473308,40.8134149347612,40.8134149347612,40.81304584473308,-0.7510510341372575,9.478137001394422e-15,-3.0,-0.7341372285906017,8.72983248498846e-15,-2.9999999999999956,0.00768237032050942
11.6,HOVER,True,-0.0014432542785921614,2.0582663050268974e-13,0.49934657257788845,0.07637057095790756,2.416067956239799e-13,0.002480345133192577,-1.66383004598432e-14,0.10918241702136686,6.21187640305542e-14,0.0,0.0,0.5,0.0012056078834295975,1.854488295084706e-13,-0.19977995455065445,0.0,-1.846034117367376e-13,0.2,0.0012056078834295975,8.454177717329829e-16,0.0002200454493455628,40.80893479723254,40.80934982958636,40.80934982958636,40.80893479723254,-0.7592457888953419,9.925659115764143e-15,-3.0,-0.7425725365208125,9.121377291859897e-15,-2.9999999999999956,0.001584282269244319
11.68,HOVER,True,0.004441792602574914,2.2600535646041834e-13,0.499543656697681,0.07225084401870795,2.5670718248941747e-13,0.002451799273868404,-1.5634947808345146e-14,0.10798515580815658,6.53854407118593e-14,0.0,0.0,0.5,0.0011817441708589368,1.9408358454360564e-13,-0.19976048359429624,0.0,-1.967237413888678e-13,0.2,0.0011817441708589368,-2.640156845262162e-15,0.0002395164057037713,40.805256356327085,40.80570811326154,40.80570811326154,40.805256356327085,-0.7673195639644523,1.0403454506703408e-14,-3.0,-0.7508869099075841,9.54152273987215e-15,-2.9999999999999956,0.004465173091142226
11.76,HOVER,True,0.009948211832460807,2.4734757736335605e-13,0.49973637405010124,0.06727052199169822,2.709963903121037e-13,0.0023865082775524427,-1.4620306214389035e-14,0.10693781209979737,6.856094999383176e-14,0.0,0.0,0.5,0.001160795610924298,2.0495158227314164e-13,-0.1997458784378358,0.0,-2.0917465522084413e-13,0.2,0.001160795610924298,-4.223072947702487e-15,0.0002541215621642001,40.80202961346546,40.80250891749292,40.80250891749292,40.80202961346546,-0.7752725390766367,1.0911241768002183e-14,-3.0,-0.7590803703535868,9.990926024704856e-15,-2.9999999999999956,0.009951704241232918
11.84,HOVER,True,0.015014506513441467,2.6979664505291347e-13,0.4999220056285021,0.0615612952982065,2.8470642767762425e-13,0.002288438550983282,-1.4362259820789778e-14,0.10604665129312428,7.18067275398484e-14,0.0,0.0,0.5,0.0011428307599829126,2.183990840369412e-13,-0.19973604680371082,0.0,-2.2199428393765243e-13,0.2,0.0011428307599829126,-3.595199900711226e-15,0.00026395319628919056,40.799264996403004,40.79976284408255,40.79976284408255,40.799264996403004,-0.783104956284007,1.1447130990010847e-14,-3.0,-0.7671530151932624,1.0469442761337418e-14,-2.9999999999999956,0.015014709086897475
11.92,HOVER,True,0.019589869827657057,2.9333508787451095e-13,0.5000981602392897,0.05525735526720103,2.983108895304092e-13,0.002161731350524755,-1.4267812749024687e-14,0.10531517781781245,7.542825327963801e-14,0.0,0.0,0.5,0.0011278686541028634,2.31110972618647e-13,-0.19973083138071432,0.0,-2.353091442008786e-13,0.2,0.0011278686541028634,-4.198171582231607e-15,0.00026916861928569236,40.79696527642811,40.79747296102675,40.79747296102675,40.79696527642811,-0.7908171145593385,1.2011568213115596e-14,-3.0,-0.7751050110442371,1.09766731000077e-14,-2.9999999999999956,0.019590115755072142
12.0,HOVER,True,0.0236342622118175,3.1796391722051516e-13,0.5002627827751178,0.04849321454517093,3.119747873249008e-13,0.0020106024080128702,-1.4454406123235393e-14,0.10474425970967319,7.938199651043233e-14,0.0,0.0,0.5,0.0011158851735683763,2.45652169582736e-13,-0.19973001624920383,0.0,-2.4943132221917356e-13,0.2,0.0011158851735683763,-3.779152636437541e-15,0.00026998375079617665,40.79512655057257,40.795635772607916,40.795635772607916,40.79512655057257,-0.7984093648394253,1.2605812151254959e-14,-3.0,-0.7829365878676551,1.1512887789198114e-14,-2.9999999999999956,0.023635723070890877
12.08,HOVER,True,0.02711832178292465,3.437033139179755e-13,0.5004141552697002,0.041401666138821534,3.2599328577395294e-13,0.0018392561158978278,-1.5151636638979122e-14,0.10433228427590026,8.34872862137735e-14,0.0,0.0,0.5,0.0011068190157260903,2.6219983169207557e-13,-0.19973333372233443,0.0,-2.643486249501598e-13,0.2,0.0011068190157260903,-2.1487932580842183e-15,0.0002666662776655837,40.793739164144036,40.79424212902347,40.79424212902347,40.793739164144036,-0.8058821054854037,1.3230257089464897e-14,-3.0,-0.790648033505674,1.2078503364666936e-14,-2.9999999999999956,0.027121484120705232
12.16,HOVER,True,0.030023120262384597,3.706059473996659e-13,0.5005508919132653,0.034111901329760906,3.4078864347149553e-13,0.0016518144321128181,-1.591049797278331e-14,0.1040753406174373,8.799191341920297e-14,0.0,0.0,0.5,0.0011005771257897442,2.7661868697721023e-13,-0.19974047149353613,0.0,-2.8022890339935354e-13,0.2,0.0011005771257897442,-3.610216422143309e-15,0.0002595285064638797,40.792788550412034,40.793278052590956,40.793278052590956,40.792788550412034,-0.8132357781407523,1.388606826101794e-14,-3.0,-0.7982396886681821,1.26739944192552e-14,-2.9999999999999956,0.03002817397361534
12.24,HOVER,True,0.03233977806655846,3.9873213558800476e-13,0.5006719291787564,0.02674780315763137,3.562818226157985e-13,0.001452259937337952,-1.6657687401662182e-14,0.10396742466703654,9.268098215057667e-14,0.0,0.0,0.5,0.0010970395053981603,2.9377022804230713e-13,-0.19975107998105776,0.0,-2.9716645207114707e-13,0.2,0.0010970395053981603,-3.3962240288399357e-15,0.00024892001894225024,40.792255975043176,40.79272546833049,40.79272546833049,40.792255975043176,-0.820470863973426,1.4576012396526514e-14,-3.0,-0.8057119423454966,1.3300658358187067e-14,-2.9999999999999956,0.03234675770792986
12.32,HOVER,True,0.03406895337139469,4.281437312600778e-13,0.5007765121351969,0.019426428687472526,3.7262554792611755e-13,0.0012443921403847565,-1.7769304281118373e-14,0.10400066145235065,9.748863605503966e-14,0.0,0.0,0.5,0.0010960633561823154,3.1219263784938133e-13,-0.19976475474210242,0.0,-3.149919335954209e-13,0.2,0.0010960633561823154,-2.7992957460395715e-15,0.0002352452578975872,40.792119155033106,40.79256285606577,40.79256285606577,40.792119155033106,-0.8275878802926743,1.5300507863104393e-14,-3.0,-0.8130652276286235,1.3959723559436277e-14,-2.9999999999999956,0.03407780149772537
12.4,HOVER,True,0.03522022058805835,4.589261454899921e-13,0.5008641778566665,0.012256684399975935,3.901435979394646e-13,0.001031793920635874,-1.920320960142847e-14,0.1041655345778812,1.0246692436052276e-13,0.0,0.0,0.5,0.001097486761457604,3.309548678340044e-13,-0.1997811417171616,0.0,-3.337656699235632e-13,0.2,0.001097486761457604,-2.81080208955877e-15,0.0002188582828384078,40.79235292263493,40.792765715848994,40.792765715848994,40.79235292263493,-0.8345873775121416,1.6060695004624076e-14,-3.0,-0.8203000179172981,1.4652259261396015e-14,-2.9999999999999956,0.035230820904989454
12.48,HOVER,True,0.0358113550046226,4.911863808189614e-13,0.5009347369886533,0.005338225054589457,4.090427470223568e-13,0.000817811560130006,-2.080843351658863e-14,0.10445117707271502,1.0746302946565422e-13,0.0,0.0,0.5,0.001101131401044178,3.506211157190105e-13,-0.19979983137939172,0.0,-3.53362832579639e-13,0.2,0.001101131401044178,-2.741716860628482e-15,0.00020016862060828755,40.79292954191922,40.79330708416795,40.79330708416795,40.79292954191922,-0.8414699366010426,1.685872090860861e-14,-3.0,-0.8274168235321149,1.537961247712098e-14,-2.9999999999999956,0.035823552036405665
12.56,HOVER,True,0.035867540803878765,5.250372001352485e-13,0.5009882535096926,-0.0012394553086818535,4.2932927047583554e-13,0.0006055350217148796,-2.216713236585465e-14,0.10484554372946012,1.1254509687926212e-13,0.0,0.0,0.5,0.0011068056821021523,3.696858802758391e-13,-0.1998203464932128,0.0,-3.7372872675859975e-13,0.2,0.0011068056821021523,-4.042846482760666e-15,0.00017965350678719738,40.793819177419046,40.79415802567978,40.79415802567978,40.793819177419046,-0.8482361666641288,1.7697229849442712e-14,-3.0,-0.8344161886860019,1.6143541997216196e-14,-2.9999999999999956,0.035881152828711176
12.64,HOVER,True,0.03542051672304762,5.605811129328252e-13,0.5010250240996109,-0.007397735001862755,4.50858914131863e-13,0.00039779404185484574,-2.3560375316132308e-14,0.10533571929090256,1.1767078631577528e-13,0.0,0.0,0.5,0.001114306467367702,3.9153055759963515e-13,-0.19984227447100866,0.0,-3.947623902644399e-13,0.2,0.001114306467367702,-3.2318326648047662e-15,0.00015772552899134817,40.79499028401726,40.7952877734575,40.7952877734575,40.79499028401726,-0.8548867030543016,1.8578185761409284e-14,-3.0,-0.8412986888045796,1.6946057731304225e-14,-2.9999999999999956,0.03543534505733618
12.72,HOVER,True,0.03450767771682303,5.97923768682224e-13,0.5010455568876102,-0.013069350711393382,4.737984075706608e-13,0.00019715133959093226,-2.5408791824701768e-14,0.10590816158504046,1.2270456711159233e-13,0.0,0.0,0.5,0.0011234213663637385,4.143298871114512e-13,-0.19986520213423972,0.0,-4.16410531377864e-13,0.2,0.0011234213663637385,-2.08064426641283e-15,0.00013479786576028885,40.79640989683494,40.79666414192695,40.79666414192695,40.79640989683494,-0.8614222058206445,1.9502168395732338e-14,-3.0,-0.8480649282382992,1.7788798527510695e-14,-2.9999999999999956,0.034523513879866775
12.8,HOVER,True,0.03317114877083755,6.371935447518694e-13,0.5010505499627705,-0.018198687646745735,4.983872581040124e-13,5.900675786066747e-06,-2.7337315431346847e-14,0.10654894119955372,1.2754674177535434e-13,0.0,0.0,0.5,0.0011339307359384708,4.382251030973648e-13,-0.1998887215952903,0.0,-4.38371936446602e-13,0.2,0.0011339307359384708,-1.4683334923716702e-16,0.00011127840470970263,40.79804394360941,40.79825382815087,40.79825382815087,40.79804394360941,-0.867843358456042,2.0471233326473827e-14,-3.0,-0.8547155383266991,1.8673267510145117e-14,-2.9999999999999956,0.03318778037171686
12.88,HOVER,True,0.031456846135396795,6.78523266217637e-13,0.5010408698562492,-0.022741880597750334,5.246267088465184e-13,-0.00017393301060672907,-2.91645623851845e-14,0.10724397501063782,1.3243532581521966e-13,0.0,0.0,0.5,0.0011456096435169547,4.625237284344769e-13,-0.1999124390606527,0.0,-4.606578188593022e-13,0.2,0.0011456096435169547,1.865909575174712e-15,8.756093934730869e-05,40.79985755410837,40.80002270463916,40.80002270463916,40.79985755410837,-0.8741508669673393,2.148779956849926e-14,-3.0,-0.861251175801438,1.9601321942368506e-14,-2.9999999999999956,0.03147406200101405
12.96,HOVER,True,0.029413540672219945,7.220399879338431e-13,0.501017530088004,-0.026666734053027056,5.524290037511415e-13,-0.00034059261089560984,-3.095202130007131e-14,0.10797924892133187,1.3727375916216632e-13,0.0,0.0,0.5,0.001158229903956134,4.869921367375944e-13,-0.19993598191113193,0.0,-4.832804067928081e-13,0.2,0.001158229903956134,3.7117299447863205e-15,6.401808886807858e-05,40.801815379208044,40.801936125072984,40.801936125072984,40.801815379208044,-0.8803454592539035,2.2553871328267565e-14,-3.0,-0.8676725215192214,2.0574970232480874e-14,-2.9999999999999956,0.02943113559406654
13.040000000000001,HOVER,True,0.027091937171011594,7.678617827014706e-13,0.5009816698094618,-0.029952472768226227,5.816206856190413e-13,-0.000492587601673472,-3.210033609944755e-14,0.10874102599320759,1.4166765677927304e-13,0.0,0.0,0.5,0.0011715622463548238,5.101669773080113e-13,-0.1999590036567746,0.0,-5.059687602056841e-13,0.2,0.0011715622463548238,4.198217102327209e-15,4.0996343225407905e-05,40.80388192789878,40.80395925196467,40.80395925196467,40.80388192789878,-0.8864278847675588,2.367202969734097e-14,-3.0,-0.8739802795103147,2.159625541904188e-14,-2.9999999999999956,0.02710971662140437
13.120000000000001,HOVER,True,0.024543782436786666,8.16068278629169e-13,0.5009345325491057,-0.03258933664729137,6.116272021408335e-13,-0.000628692746362387,-3.259220991664454e-14,0.10951603734374256,1.4578016584242433e-13,0.0,0.0,0.5,0.0011853786294913416,5.329124680229737e-13,-0.19998118753281013,0.0,-5.284363254580668e-13,0.2,0.0011853786294913416,4.476142564906851e-15,1.8812467189877058e-05,40.80602192580473,40.80605740839508,40.80605740839508,40.80602192580473,-0.8923989144224019,2.484461953375221e-14,-3.0,-0.8801751763222687,2.266750499631383e-14,-2.9999999999999956,0.02456156768998379
13.200000000000001,HOVER,True,0.021821013743386356,8.666949497828265e-13,0.5008774450674541,-0.03457803544110154,6.419175582043264e-13,-0.0007479466782511338,-3.229721907612525e-14,0.11029165398516531,1.4959253404428572e-13,0.0,0.0,0.5,0.0011994546973226215,5.536430438369767e-13,-0.20000224931401944,0.0,-5.505724639587121e-13,0.2,0.0011994546973226215,3.070579878264679e-15,-2.249314019431292e-06,40.80820069444825,40.808196451969735,40.808196451969735,40.80820069444825,-0.8982593407201278,2.607293171748173e-14,-3.0,-0.8862579606335103,2.379072969353934e-14,-2.9999999999999956,0.021838648095416892
13.280000000000001,HOVER,True,0.018974957943528794,9.197290092267564e-13,0.5008117963440967,-0.03592907987723938,6.718772207325784e-13,-0.0008496501103195761,-3.168570092350391e-14,0.11105603825649789,1.5351969301462716e-13,0.0,0.0,0.5,0.0012135723437715661,5.758453910226248e-13,-0.20002193954586917,0.0,-5.724602552951145e-13,0.2,0.0012135723437715661,3.3851357275102434e-15,-2.193954586915403e-05,40.81038454672632,40.810343166087044,40.810343166087044,40.81038454672632,-0.9040099780534971,2.7357703510420284e-14,-3.0,-0.8922294031072708,2.4967650967302754e-14,-2.9999999999999956,0.018992315347607706
13.36,HOVER,True,0.016055590150798743,9.751339458087564e-13,0.5007390167479387,-0.03666200662162923,7.013611921730738e-13,-0.0009333632781944126,-3.084365496863841e-14,0.111798273850543,1.5742254025329223e-13,0.0,0.0,0.5,0.0012275223369160495,5.979343819912268e-13,-0.20004004519350108,0.0,-5.943855320401152e-13,0.2,0.0012275223369160495,3.5488499511115887e-15,-4.0045193501064835e-05,40.812541190948565,40.812465660866174,40.812465660866174,40.812541190948565,-0.9096516631476879,2.869858521077644e-14,-3.0,-0.8980902964526163,2.6199193675739108e-14,-2.9999999999999956,0.016072589114519153
