t,controller,scenario,mode,px,py,pz,vx,vy,yaw,ref_px,ref_py,ref_pz,ex,ey,ez,pos_error,wind_on
0.10400000000000001,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019715592750406737,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48028440724959326,0.48028440724959326,0
0.112,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019770411851641592,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4802295881483584,0.4802295881483584,0
0.12,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019814259768701346,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4801857402312987,0.4801857402312987,0
0.128,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019849332728848534,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48015066727115147,0.48015066727115147,0
0.136,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019877387344989315,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48012261265501066,0.48012261265501066,0
0.14400000000000002,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019899828612387482,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4801001713876125,0.4801001713876125,0
0.152,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019917780291254735,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48008221970874526,0.48008221970874526,0
0.16,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.01993214120100059,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4800678587989994,0.4800678587989994,0
0.168,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019943630246176514,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4800563697538235,0.4800563697538235,0
0.176,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019952822429668098,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4800471775703319,0.4800471775703319,0
0.184,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.01996017765719965,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48003982234280035,0.48003982234280035,0
0.192,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019966063776099507,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4800339362239005,0.4800339362239005,0
0.2,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019970775002442414,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48002922499755757,0.48002922499755757,0
0.20800000000000002,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019974546659668222,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48002545334033175,0.48002545334033175,0
0.216,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019977566967001148,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48002243303299885,0.48002243303299885,0
0.224,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019979986468205074,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4800200135317949,0.4800200135317949,0
0.232,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019981925573004027,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48001807442699596,0.48001807442699596,0
0.24,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.01998348058895181,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48001651941104817,0.48001651941104817,0
0.248,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.01998472854591453,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48001527145408546,0.48001527145408546,0
0.256,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.01998573105484624,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48001426894515375,0.48001426894515375,0
0.264,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019986537394161286,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.4800134626058387,0.4800134626058387,0
0.272,PID,HOVER_NO_WIND,TAKEOFF,0.0,0.0,0.019987186978313774,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.48001281302168625,0.48001281302168625,0
