# time(s)	x(m)	y(m)	z(m)	roll(deg)	pitch(deg)	yaw(deg)
4.939	-0.011	0.002	0.097	0.76	-0.20	0.05
5.037	-0.003	0.004	0.116	0.65	-0.75	-0.44
5.136	0.002	0.007	0.131	0.46	0.69	-0.84
5.235	-0.000	0.008	0.151	0.48	0.97	-1.17
5.339	-0.003	0.011	0.172	0.13	0.51	-1.32
5.438	-0.001	0.008	0.203	0.69	-0.42	-1.11
5.535	-0.001	0.004	0.231	0.32	-0.38	-0.68
5.634	0.001	-0.002	0.263	0.18	-0.20	-0.19
5.739	0.007	-0.008	0.295	-0.26	-0.12	0.32
5.836	0.010	-0.016	0.328	-0.59	0.24	0.75
5.934	0.017	-0.022	0.359	-0.78	0.27	0.93
6.038	0.020	-0.025	0.391	-0.71	0.48	0.67
6.137	0.021	-0.027	0.420	-0.25	0.49	-0.00
6.238	0.021	-0.015	0.449	0.06	0.59	-0.66
6.334	0.020	-0.011	0.474	0.64	0.22	-1.09
6.434	0.020	-0.020	0.495	0.67	0.02	-1.37
6.537	0.021	-0.021	0.515	0.46	-0.21	-1.50
6.638	0.019	-0.029	0.527	-0.02	-0.07	-1.55
6.739	0.017	-0.037	0.535	-0.36	0.00	-1.49
6.834	0.011	-0.043	0.541	-0.70	-0.17	-1.37
6.933	0.007	-0.051	0.544	-0.82	-0.28	-1.26
7.036	0.003	-0.057	0.547	-0.76	-0.33	-1.16
7.134	-0.002	-0.062	0.552	-0.63	-0.43	-1.11
7.236	-0.005	-0.061	0.550	-0.43	-0.43	-1.10
7.334	-0.018	-0.065	0.552	-0.25	-0.17	-1.08
7.440	-0.017	-0.068	0.551	-0.16	-0.34	-1.04
7.536	-0.021	-0.068	0.550	-0.12	-0.35	-0.98
7.637	-0.022	-0.071	0.550	0.01	-0.41	-0.95
7.738	-0.020	-0.075	0.550	-0.08	-0.27	-0.89
7.838	-0.015	-0.078	0.549	-0.04	-0.13	-0.87
7.935	-0.017	-0.085	0.550	-0.13	0.06	-0.82
8.035	-0.018	-0.084	0.553	-4.18	0.10	-0.83
8.137	-0.032	-0.088	0.565	-11.80	1.09	-0.72
8.236	-0.030	-0.064	0.570	-10.10	1.78	-0.58
8.336	-0.043	-0.002	0.562	-8.06	3.33	-0.37
8.439	-0.044	0.038	0.543	-3.82	3.63	-0.39
8.538	-0.054	0.088	0.531	-0.47	4.46	-0.52
8.640	-0.074	0.138	0.536	1.91	4.52	-0.70
8.739	-0.096	0.177	0.545	3.11	4.12	-0.83
8.833	-0.125	0.210	0.553	3.56	3.75	-0.95
8.932	-0.169	0.245	0.552	3.41	3.48	-1.00
9.034	-0.218	0.276	0.552	3.41	2.88	-0.90
9.132	-0.257	0.295	0.551	3.50	2.34	-0.73
9.237	-0.311	0.310	0.548	3.54	2.09	-0.62
9.337	-0.346	0.310	0.545	3.60	1.41	-0.52
9.433	-0.405	0.313	0.546	3.51	1.08	-0.41
9.536	-0.460	0.312	0.545	3.75	0.54	-0.24
9.634	-0.512	0.307	0.547	3.99	-0.26	-0.02
9.737	-0.553	0.303	0.549	4.27	-0.98	0.11
9.836	-0.607	0.285	0.552	4.55	-1.07	0.22
9.936	-0.655	0.256	0.551	4.50	-1.89	0.34
10.035	-0.695	0.227	0.551	4.20	-2.38	0.44
10.133	-0.737	0.193	0.550	4.11	-2.84	0.52
10.235	-0.764	0.156	0.544	3.16	-2.54	0.47
10.336	-0.786	0.111	0.543	2.71	-2.74	0.52
10.437	-0.808	0.064	0.542	2.31	-3.11	0.73
10.537	-0.825	0.018	0.548	1.79	-3.56	1.25
10.632	-0.835	-0.028	0.549	1.80	-3.99	1.83
10.737	-0.841	-0.076	0.549	1.39	-4.98	2.25
10.832	-0.845	-0.126	0.544	1.00	-4.55	2.37
10.935	-0.837	-0.173	0.538	-0.13	-4.06	2.24
11.034	-0.828	-0.224	0.533	1.03	-3.18	0.69
11.134	-0.819	-0.268	0.527	-2.07	-2.63	-2.13
11.235	-0.808	-0.317	0.523	-2.37	-3.68	-6.01
11.335	-0.802	-0.360	0.529	-1.31	-3.42	-8.83
11.433	-0.792	-0.384	0.534	-2.67	-2.03	-10.28
11.535	-0.776	-0.434	0.547	-1.63	-4.21	-9.11
11.635	-0.792	-0.447	0.557	-1.21	-3.05	-7.15
11.736	-0.785	-0.485	0.560	-1.04	-0.93	-5.04
11.836	-0.770	-0.503	0.570	-7.97	-9.58	-2.43
11.933	-0.772	-0.524	0.573	-4.81	-6.23	0.08
12.036	-0.754	-0.529	0.567	-8.20	-7.58	1.24
12.135	-0.752	-0.528	0.560	-5.98	-2.14	3.78
12.232	-0.735	-0.516	0.550	-7.48	-5.81	5.66
12.334	-0.751	-0.479	0.540	-3.94	0.04	6.46
12.433	-0.748	-0.453	0.536	-4.20	-2.47	5.52
12.530	-0.753	-0.410	0.534	-4.14	0.58	4.85
12.635	-0.746	-0.374	0.535	1.20	-1.60	0.21
12.734	-0.744	-0.333	0.537	-2.67	-2.92	-4.43
12.837	-0.744	-0.284	0.538	-1.70	-1.34	-8.81
12.935	-0.735	-0.260	0.535	0.93	-2.07	-12.51
13.034	-0.725	-0.234	0.530	-0.05	-1.42	-12.88
13.135	-0.713	-0.194	0.523	8.69	2.00	-12.06
13.234	-0.691	-0.174	0.514	8.91	1.29	-10.92
13.333	-0.667	-0.185	0.499	6.85	2.64	-8.22
13.433	-0.649	-0.202	0.485	2.39	3.01	-4.01
13.533	-0.635	-0.229	0.476	-2.08	1.59	-1.03
13.631	-0.622	-0.249	0.475	-3.30	0.22	1.16
13.733	-0.595	-0.260	0.480	-3.40	1.94	2.47
13.830	-0.571	-0.268	0.484	-1.28	0.47	2.42
13.929	-0.545	-0.274	0.486	-3.51	2.23	1.29
14.033	-0.520	-0.273	0.491	1.13	1.20	-2.08
14.132	-0.497	-0.280	0.491	-2.13	2.19	-3.25
14.236	-0.475	-0.275	0.502	3.12	-0.22	-5.02
14.335	-0.464	-0.273	0.509	0.20	3.01	-5.13
14.432	-0.438	-0.287	0.518	-0.02	2.63	-4.90
14.531	-0.421	-0.285	0.519	2.02	0.72	-4.59
14.632	-0.408	-0.292	0.518	-1.53	2.29	-2.99
14.744	-0.399	-0.301	0.519	-0.25	0.33	-3.03
14.831	-0.381	-0.316	0.516	-1.32	1.18	-2.03
14.937	-0.368	-0.321	0.512	-0.04	1.01	-0.26
15.033	-0.355	-0.324	0.503	-1.48	1.67	0.91
15.132	-0.342	-0.335	0.490	-1.80	0.39	1.73
15.230	-0.323	-0.334	0.472	-0.54	0.89	3.24
15.334	-0.307	-0.339	0.452	-2.49	0.38	3.54
15.431	-0.295	-0.332	0.433	-0.24	0.53	2.56
15.530	-0.276	-0.328	0.411	-0.16	0.99	1.92
15.633	-0.262	-0.314	0.387	0.70	0.91	1.38
15.733	-0.249	-0.305	0.365	1.32	1.04	1.13
15.832	-0.228	-0.294	0.343	1.16	1.56	1.54
15.933	-0.217	-0.289	0.321	1.06	1.30	2.13
16.033	-0.202	-0.279	0.297	0.78	1.15	2.65
16.130	-0.195	-0.273	0.272	0.55	1.15	3.00
16.229	-0.192	-0.261	0.252	0.30	1.05	3.00
16.333	-0.183	-0.251	0.230	0.64	0.65	2.83
16.433	-0.174	-0.244	0.205	0.80	0.82	2.62
16.531	-0.166	-0.239	0.181	0.84	0.80	2.52
16.630	-0.158	-0.236	0.158	0.61	0.92	2.43
16.732	-0.151	-0.233	0.134	0.65	1.02	2.32
16.831	-0.146	-0.230	0.110	0.53	1.05	2.11
16.935	-0.144	-0.228	0.095	0.14	0.93	2.13
